"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"36","LB Cup","Matt Dicken","5","1:54.554","11:21.556","Green","Track","3.264","9.419","12.991","3.925","0.502","16.075","23.805","14.901","19.901","6.349","3.422","163.664"
"08","LB Cup","Mel Johnson","5","1:50.557","11:23.008","Green","Track","3.310","9.279","12.547","3.877","0.499","15.604","22.602","14.495","18.957","6.008","3.379","164.647"
"27","Pro","Paolo Ruberti","5","1:46.067","11:33.862","Green","Track","3.182","8.904","12.272","3.793","0.486","14.086","21.914","14.447","17.729","5.914","3.340","169.052"
"46","Pro","Conor Daly","5","1:53.617","11:36.523","Green","Track","3.166","9.154","13.027","3.853","0.508","15.720","23.180","14.452","21.155","6.075","3.327","161.730"
"22","ProAm","Ryan Hardwick","6","1:47.571","11:37.694","Green","Track","3.188","8.976","12.280","3.801","0.488","14.339","22.448","14.276","18.542","5.899","3.334","168.359"
"88","LB Cup","Jeffrey Cheng","5","2:01.862","11:42.180","Green","Track","3.436","9.820","13.603","3.998","0.533","16.388","25.765","15.527","22.096","7.086","3.610","154.145"
"33","Am","Cameron Cassels","6","1:47.387","11:43.939","Green","Track","3.193","8.914","12.204","3.795","0.486","14.662","22.263","14.444","18.075","5.987","3.364","169.052"
"09","ProAm","Jacob Eidson","6","1:46.170","11:44.777","Green","Track","3.174","8.851","12.148","3.770","0.484","14.252","21.946","14.275","17.870","6.048","3.352","169.750"
"43","LB Cup","Ashton Harrison","6","1:55.294","12:22.579","Green","Track","3.411","9.467","13.644","3.987","0.519","16.033","25.370","15.021","18.446","6.029","3.367","158.303"
"24","LB Cup","Ron Atapattu","6","1:57.931","12:24.214","Green","Track","3.387","9.680","14.019","4.013","0.510","16.356","25.069","15.194","19.880","6.398","3.425","161.096"
"69","ProAm","William Hubbell","6","1:58.009","12:25.035","Green","Track","3.355","9.506","13.791","4.084","0.561","16.939","24.815","15.584","19.381","6.531","3.462","146.451"
"3","LB Cup","Randy Sellari","6","1:54.021","12:28.662","Green","Track","3.274","9.614","12.800","3.854","0.494","15.792","24.060","14.923","19.383","6.376","3.451","166.314"
"7","Am","Sheena Monk","6","1:49.826","12:36.821","Green","Track","3.216","9.081","12.373","3.819","0.491","14.814","22.881","14.590","18.704","6.437","3.420","167.330"
"63","Am","McKay Snow","6","1:46.829","12:47.859","Green","Track","3.199","8.969","12.297","3.789","0.487","14.363","22.136","14.348","17.963","5.926","3.352","168.704"
"53","ProAm","Bradley Baker","6","1:50.213","12:54.836","Green","Track","3.223","9.158","12.771","3.859","0.495","14.693","22.595","14.780","18.710","6.489","3.440","165.978"
"1","Pro","Andrea Amici","6","1:46.007","13:02.433","Green","Track","3.196","8.844","12.271","3.796","0.488","14.136","22.012","14.208","17.733","5.968","3.355","168.359"
"36","LB Cup","Matt Dicken","6","1:55.219","13:16.775","Green","Track","3.293","9.609","13.120","3.946","0.506","15.805","23.921","14.982","20.255","6.358","3.424","162.370"
"27","Pro","Paolo Ruberti","6","1:46.014","13:19.876","Green","Track","3.188","8.963","12.263","3.796","0.487","13.990","21.821","14.371","17.829","5.965","3.341","168.704"
"08","LB Cup","Mel Johnson","6","1:59.206","13:22.214","Green","Track","3.276","9.222","12.631","4.383","0.640","17.154","25.495","16.375","20.473","6.159","3.398","128.374"
"22","ProAm","Ryan Hardwick","7","1:49.055","13:26.749","Green","Track","3.168","9.005","12.303","3.796","0.487","14.352","22.560","14.463","19.483","6.084","3.354","168.704"
"33","Am","Cameron Cassels","7","1:57.234","13:41.173","Green","Track","3.194","9.121","13.908","4.456","0.716","17.116","23.535","15.632","20.099","6.092","3.365","114.747"
"88","LB Cup","Jeffrey Cheng","6","2:03.138","13:45.318","Green","Track","3.429","10.124","13.769","4.621","0.693","17.482","26.316","15.823","20.285","7.011","3.585","118.556"
"43","LB Cup","Ashton Harrison","7","1:49.334","14:11.913","Green","Track","3.220","9.046","12.868","3.874","0.496","14.782","22.870","14.492","18.213","6.090","3.383","165.643"
"3","LB Cup","Randy Sellari","7","1:54.658","14:23.320","Green","Track","3.263","9.430","12.856","3.863","0.493","15.815","24.254","15.154","19.527","6.490","3.513","166.651"
"24","LB Cup","Ron Atapattu","7","2:00.521","14:24.735","Green","Track","3.293","11.266","13.953","3.990","0.511","16.679","24.278","15.209","21.014","6.830","3.498","160.781"
"7","Am","Sheena Monk","7","1:50.211","14:27.032","Green","Track","3.216","9.356","12.428","3.827","0.491","15.051","22.880","14.678","18.366","6.477","3.441","167.330"
