"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"25","GTLM","Tom Blomqvist","16","1:18.913","26:12.932","Green","Track","0.627","6.961","2.951","4.092","10.871","7.699","5.612","4.306","11.852","16.828","1.716","5.398","131.579"
"67","GTLM","Ryan Briscoe","16","1:18.152","26:14.735","Green","Track","0.634","7.053","3.022","4.094","10.899","7.816","5.702","4.263","11.751","15.794","1.694","5.430","130.126"
"31","DPi","Felipe Nasr","17","1:12.907","26:25.816","Green","Track","0.578","6.443","2.823","3.822","10.398","7.258","5.389","3.960","10.762","14.960","1.584","4.930","142.734"
"77","DPi","Tristan Nunez","17","1:13.666","26:30.008","Green","Track","0.565","6.364","2.807","3.943","10.740","7.231","5.483","4.000","10.755","15.328","1.596","4.854","146.018"
"7","DPi","Helio Castroneves","17","1:12.998","26:32.236","Green","Track","0.568","6.389","2.783","3.891","10.492","7.274","5.353","3.919","10.727","15.115","1.586","4.901","145.246"
"6","DPi","Juan Pablo Montoya","17","1:13.047","26:36.565","Green","Track","0.572","6.427","2.582","3.781","10.421","7.371","5.295","3.965","10.991","15.114","1.605","4.923","144.231"
"84","DPi","Simon Trummer","17","1:13.288","26:38.232","Green","Track","0.581","6.482","2.673","3.865","10.461","7.332","5.351","3.986","10.902","15.173","1.557","4.925","141.997"
"85","DPi","Misha Goikhberg","17","1:15.836","26:41.296","Green","Track","0.580","6.483","2.729","3.950","10.603","7.734","5.724","4.009","10.771","16.705","1.588","4.960","142.241"
"5","DPi","Joao Barbosa","17","1:15.259","26:41.481","Green","Track","0.582","6.471","2.842","3.847","10.385","7.317","5.977","3.968","10.961","16.462","1.548","4.899","141.753"
"50","DPi","Kyle Kaiser","17","1:14.400","26:42.073","Green","Track","0.582","6.469","2.713","3.774","10.464","7.399","5.478","4.065","10.933","15.979","1.592","4.952","141.753"
"55","DPi","Harry Tincknell","15","1:14.073","26:42.989","Green","Track","0.568","6.337","2.822","4.192","10.758","7.405","5.512","3.960","10.886","15.160","1.599","4.874","145.246"
"911","GTLM","Nick Tandy","17","1:17.448","27:17.855","Green","Track","0.633","7.019","2.931","4.065","10.766","7.690","5.547","4.295","11.674","15.777","1.677","5.374","130.332"
"10","DPi","Jordan Taylor","17","1:15.290","27:17.932","Green","Track","0.575","6.489","2.897","4.011","10.524","7.404","5.826","3.911","11.093","16.080","1.565","4.915","143.478"
"912","GTLM","Laurens Vanthoor","17","1:18.179","27:19.201","Green","Track","0.632","7.026","2.942","4.100","10.854","7.757","5.665","4.273","11.974","15.895","1.679","5.382","130.538"
"4","GTLM","Oliver Gavin","17","1:17.939","27:20.410","Green","Track","0.624","6.949","3.066","4.121","10.911","7.940","5.662","4.244","11.585","15.837","1.663","5.337","132.212"
"66","GTLM","Sebastien Bourdais","17","1:17.833","27:27.529","Green","Track","0.637","7.086","2.926","4.074","10.741","7.771","5.553","4.358","11.689","15.844","1.711","5.443","129.513"
"3","GTLM","Antonio Garcia","17","1:17.972","27:28.301","Green","Track","0.623","6.929","2.988","4.132","10.933","7.902","5.590","4.337","11.614","15.879","1.682","5.363","132.424"
"24","GTLM","John Edwards","17","1:17.831","27:30.023","Green","Track","0.627","6.975","2.954","4.041","10.797","7.761","5.601","4.311","11.649","15.962","1.741","5.412","131.579"
"25","GTLM","Tom Blomqvist","17","1:18.149","27:31.081","Green","Track","0.630","6.985","3.016","4.174","11.032","7.771","5.620","4.308","11.647","15.854","1.715","5.397","130.952"
"67","GTLM","Ryan Briscoe","17","1:17.825","27:32.560","Green","Track","0.635","7.059","3.021","4.100","10.757","7.806","5.644","4.255","11.674","15.766","1.687","5.421","129.921"
"31","DPi","Felipe Nasr","18","1:13.300","27:39.116","Green","Track","0.579","6.452","2.779","3.828","10.433","7.340","5.419","4.015","10.835","15.136","1.569","4.915","142.487"
"77","DPi","Tristan Nunez","18","1:13.970","27:43.978","Green","Track","0.566","6.382","2.890","4.020","10.745","7.367","5.678","3.984","10.807","15.058","1.608","4.865","145.760"
"7","DPi","Helio Castroneves","18","1:12.958","27:45.194","Green","Track","0.569","6.371","2.816","3.878","10.547","7.281","5.410","3.931","10.687","15.029","1.573","4.866","144.991"
"6","DPi","Juan Pablo Montoya","18","1:13.812","27:50.377","Green","Track","0.572","6.426","2.641","3.837","10.522","7.476","5.297","4.079","10.997","15.422","1.614","4.929","144.231"
"84","DPi","Simon Trummer","18","1:13.780","27:52.012","Green","Track","0.579","6.489","2.683","3.921","10.593","7.353","5.276","4.202","10.909","15.325","1.543","4.907","142.487"
"85","DPi","Misha Goikhberg","18","1:14.141","27:55.437","Green","Track","0.580","6.552","2.752","4.216","10.658","7.364","5.469","3.937","10.877","15.220","1.571","4.945","142.241"
"5","DPi","Joao Barbosa","18","1:14.564","27:56.045","Green","Track","0.573","6.459","2.795","4.305","10.818","7.404","5.519","3.950","10.919","15.344","1.554","4.924","143.979"
"50","DPi","Kyle Kaiser","18","1:14.718","27:56.791","Green","Track","0.578","6.472","2.771","4.074","10.912","7.555","5.541","4.053","10.830","15.402","1.590","4.940","142.734"
"55","DPi","Harry Tincknell","16","1:14.885","27:57.874","Green","Track","0.568","6.403","2.718","4.067","11.059","7.560","5.480","4.021","11.088","15.421","1.609","4.891","145.246"
"10","DPi","Jordan Taylor","18","1:13.647","28:31.579","Green","Track","0.577","6.521","2.807","4.013","10.504","7.277","5.487","3.914","10.884","15.183","1.557","4.923","142.981"
"911","GTLM","Nick Tandy","18","1:17.824","28:35.679","Green","Track","0.631","7.023","2.938","4.090","10.824","7.757","5.593","4.416","11.608","15.835","1.707","5.402","130.745"
"912","GTLM","Laurens Vanthoor","18","1:17.553","28:36.754","Green","Track","0.631","7.024","2.915","4.078","10.825","7.739","5.627","4.246","11.639","15.788","1.670","5.371","130.745"
"4","GTLM","Oliver Gavin","18","1:17.719","28:38.129","Green","Track","0.625","6.955","2.949","4.118","10.907","7.747","5.602","4.286","11.636","15.847","1.687","5.360","132.000"
"66","GTLM","Sebastien Bourdais","18","1:17.766","28:45.295","Green","Track","0.637","7.083","2.858","4.078","10.737","7.803","5.486","4.356","11.711","15.835","1.721","5.461","129.513"
"3","GTLM","Antonio Garcia","18","1:17.847","28:46.148","Green","Track","0.626","6.966","2.921","4.112","10.870","7.838","5.655","4.311","11.627","15.868","1.689","5.364","131.789"
"24","GTLM","John Edwards","18","1:17.791","28:47.814","Green","Track","0.630","6.966","2.944","4.079","10.876","7.699","5.620","4.312","11.668","15.892","1.719","5.386","130.952"
"25","GTLM","Tom Blomqvist","18","1:17.953","28:49.034","Green","Track","0.630","6.980","2.940","4.114","10.825","7.748","5.600","4.350","11.664","15.855","1.793","5.454","130.952"
"67","GTLM","Ryan Briscoe","18","1:18.156","28:50.716","Green","Track","0.634","7.054","3.030","4.125","10.864","7.811","5.685","4.260","11.758","15.843","1.680","5.412","130.126"
"31","DPi","Felipe Nasr","19","1:13.652","28:52.768","Green","Track","0.578","6.422","2.747","3.881","10.455","7.305","5.333","3.993","10.993","15.417","1.592","4.936","142.734"
"77","DPi","Tristan Nunez","19","1:13.309","28:57.287","Green","Track","0.566","6.369","2.711","3.931","10.623","7.189","5.473","3.988","10.758","15.225","1.604","4.872","145.760"
"7","DPi","Helio Castroneves","19","1:12.885","28:58.079","Green","Track","0.566","6.358","2.729","3.884","10.421","7.245","5.349","3.986","10.707","15.222","1.563","4.855","145.760"
"6","DPi","Juan Pablo Montoya","19","1:13.488","29:03.865","Green","Track","0.572","6.437","2.635","3.734","10.563","7.431","5.309","3.984","10.921","15.349","1.621","4.932","144.231"
"84","DPi","Simon Trummer","19","1:13.553","29:05.565","Green","Track","0.579","6.474","2.739","3.960","10.546","7.369","5.307","4.064","10.865","15.195","1.545","4.910","142.487"
"85","DPi","Misha Goikhberg","19","1:13.364","29:08.801","Green","Track","0.580","6.510","2.712","3.948","10.503","7.312","5.344","3.956","10.753","15.232","1.575","4.939","142.241"
"5","DPi","Joao Barbosa","19","1:13.834","29:09.879","Green","Track","0.579","6.482","2.871","3.938","10.417","7.351","5.455","3.948","10.813","15.446","1.582","4.952","142.487"
"50","DPi","Kyle Kaiser","19","1:13.902","29:10.693","Green","Track","0.578","6.459","2.751","3.878","10.578","7.420","5.414","4.063","10.828","15.349","1.618","4.966","142.734"
"55","DPi","Harry Tincknell","17","1:13.739","29:11.613","Green","Track","0.570","6.376","2.730","3.972","10.596","7.417","5.384","4.000","10.969","15.162","1.653","4.910","144.737"
"10","DPi","Jordan Taylor","19","1:13.517","29:45.096","Green","Track","0.579","6.484","2.804","3.998","10.377","7.251","5.456","3.912","10.834","15.310","1.580","4.932","142.487"
"911","GTLM","Nick Tandy","19","1:17.413","29:53.092","Green","Track","0.632","7.020","2.912","4.075","10.757","7.751","5.581","4.264","11.682","15.661","1.690","5.388","130.538"
"912","GTLM","Laurens Vanthoor","19","1:17.609","29:54.363","Green","Track","0.631","7.012","2.910","4.157","10.825","7.787","5.622","4.278","11.605","15.750","1.664","5.368","130.745"
"4","GTLM","Oliver Gavin","19","1:17.215","29:55.344","Green","Track","0.623","6.958","2.888","4.041","10.806","7.663","5.631","4.297","11.571","15.732","1.667","5.338","132.424"
"66","GTLM","Sebastien Bourdais","19","1:17.650","30:02.945","Green","Track","0.637","7.096","2.958","4.067","10.725","7.772","5.539","4.317","11.645","15.752","1.703","5.439","129.513"
"3","GTLM","Antonio Garcia","19","1:17.507","30:03.655","Green","Track","0.625","6.965","2.942","4.113","10.820","7.785","5.603","4.289","11.628","15.696","1.684","5.357","132.000"
"24","GTLM","John Edwards","19","1:17.802","30:05.616","Green","Track","0.626","6.958","2.949","4.059","10.823","7.862","5.652","4.312","11.627","15.860","1.702","5.372","131.789"
"25","GTLM","Tom Blomqvist","19","1:17.836","30:06.870","Green","Track","0.631","6.991","2.970","4.143","10.923","7.718","5.657","4.321","11.589","15.777","1.727","5.389","130.745"
"31","DPi","Felipe Nasr","20","1:14.344","30:07.112","Green","Track","0.576","6.432","2.913","3.927","10.548","7.360","5.850","3.961","11.031","15.266","1.577","4.903","143.229"
"67","GTLM","Ryan Briscoe","19","1:18.734","30:09.450","Green","Track","0.632","7.048","3.065","4.129","10.837","7.845","5.742","4.361","12.028","15.947","1.681","5.419","130.538"
"77","DPi","Tristan Nunez","20","1:13.681","30:10.968","Green","Track","0.566","6.350","2.760","3.966","10.614","7.245","5.375","3.974","10.796","15.532","1.626","4.877","145.760"
"7","DPi","Helio Castroneves","20","1:13.522","30:11.601","Green","Track","0.566","6.336","2.715","3.915","10.450","7.649","5.403","3.980","10.803","15.241","1.582","4.882","145.760"
"6","DPi","Juan Pablo Montoya","20","1:13.451","30:17.316","Green","Track","0.574","6.446","2.728","3.805","10.590","7.387","5.242","4.034","10.961","15.140","1.616","4.928","143.728"
"84","DPi","Simon Trummer","20","1:13.274","30:18.839","Green","Track","0.578","6.490","2.695","3.935","10.450","7.309","5.337","4.017","10.919","15.090","1.544","4.910","142.734"
"5","DPi","Joao Barbosa","20","1:14.402","30:24.281","Green","Track","0.580","6.499","2.848","4.022","10.443","7.323","5.358","3.963","10.786","16.086","1.557","4.937","142.241"
"50","DPi","Kyle Kaiser","20","1:14.113","30:24.806","Green","Track","0.579","6.465","2.814","3.836","10.464","7.435","5.445","4.107","10.780","15.640","1.600","4.948","142.487"
"55","DPi","Harry Tincknell","18","1:14.144","30:25.757","Green","Track","0.569","6.359","2.705","4.069","10.731","7.588","5.396","4.020","10.972","15.244","1.608","4.883","144.991"
"85","DPi","Misha Goikhberg","20","1:27.466","30:36.267","Green","Pit","0.579","6.494","2.620","3.946","10.445","7.290","5.337","3.951","11.708","16.282","3.886","14.928","142.487"
"10","DPi","Jordan Taylor","20","1:13.366","30:58.462","Green","Track","0.580","6.492","2.778","3.911","10.333","7.250","5.433","3.936","10.885","15.256","1.579","4.933","142.241"
"911","GTLM","Nick Tandy","20","1:17.410","31:10.502","Green","Track","0.631","7.025","2.919","4.003","10.682","7.678","5.593","4.326","11.710","15.758","1.695","5.390","130.745"
"912","GTLM","Laurens Vanthoor","20","1:17.379","31:11.742","Green","Track","0.632","7.022","2.910","4.036","10.768","7.729","5.584","4.274","11.657","15.707","1.678","5.382","130.538"
"4","GTLM","Oliver Gavin","20","1:17.872","31:13.216","Green","Track","0.625","6.945","3.029","4.184","10.808","7.913","5.714","4.241","11.556","15.828","1.683","5.346","132.000"
"66","GTLM","Sebastien Bourdais","20","1:17.518","31:20.463","Green","Track","0.636","7.097","2.905","4.080","10.689","7.772","5.551","4.310","11.608","15.708","1.712","5.450","129.717"
"3","GTLM","Antonio Garcia","20","1:17.895","31:21.550","Green","Track","0.624","6.968","2.942","4.141","10.849","7.790","5.639","4.312","11.569","15.976","1.705","5.380","132.212"
"31","DPi","Felipe Nasr","21","1:14.568","31:21.680","Green","Track","0.572","6.496","2.963","3.931","10.641","7.370","5.739","4.060","10.989","15.354","1.560","4.893","144.231"
"24","GTLM","John Edwards","20","1:18.134","31:23.750","Green","Track","0.625","6.964","2.981","4.033","10.883","7.751","5.676","4.340","11.877","15.885","1.722","5.397","132.000"
"25","GTLM","Tom Blomqvist","20","1:18.138","31:25.008","Green","Track","0.627","6.973","3.086","4.187","10.965","7.670","5.693","4.320","11.652","15.837","1.733","5.395","131.579"
"77","DPi","Tristan Nunez","21","1:14.474","31:25.442","Green","Track","0.565","6.303","2.845","4.067","10.796","7.405","5.682","4.153","10.851","15.318","1.625","4.864","146.018"
"7","DPi","Helio Castroneves","21","1:14.682","31:26.283","Green","Track","0.567","6.332","2.850","4.077","10.700","7.423","5.583","4.082","11.205","15.378","1.594","4.891","145.503"
"67","GTLM","Ryan Briscoe","20","1:18.822","31:28.272","Green","Track","0.634","7.041","3.007","4.080","10.834","7.796","5.992","4.398","12.169","15.769","1.681","5.421","130.126"
"6","DPi","Juan Pablo Montoya","21","1:13.395","31:30.711","Green","Track","0.572","6.422","2.674","3.817","10.667","7.357","5.262","4.054","10.888","15.163","1.604","4.915","144.231"
"84","DPi","Simon Trummer","21","1:13.559","31:32.398","Green","Track","0.577","6.482","2.690","3.966","10.541","7.381","5.323","4.030","10.849","15.165","1.605","4.950","142.981"
"5","DPi","Joao Barbosa","21","1:13.512","31:37.793","Green","Track","0.582","6.487","2.872","3.916","10.377","7.510","5.418","3.941","10.750","15.149","1.570","4.940","141.753"
"50","DPi","Kyle Kaiser","21","1:14.140","31:38.946","Green","Track","0.580","6.452","2.773","3.935","10.565","7.463","5.447","4.106","10.860","15.351","1.633","4.975","142.241"
"55","DPi","Harry Tincknell","19","1:13.769","31:39.526","Green","Track","0.569","6.356","2.686","3.958","10.648","7.354","5.454","4.008","10.923","15.289","1.622","4.902","144.991"
"10","DPi","Jordan Taylor","21","1:13.509","32:11.971","Green","Track","0.580","6.495","2.795","3.912","10.334","7.291","5.466","3.949","10.898","15.314","1.555","4.920","142.241"
"911","GTLM","Nick Tandy","21","1:17.632","32:28.134","Green","Track","0.631","7.011","2.884","4.079","10.787","7.706","5.536","4.327","11.682","15.859","1.723","5.407","130.745"
"912","GTLM","Laurens Vanthoor","21","1:17.443","32:29.185","Green","Track","0.632","7.015","2.867","4.046","10.848","7.713","5.587","4.257","11.618","15.776","1.697","5.387","130.538"
"4","GTLM","Oliver Gavin","21","1:17.369","32:30.585","Green","Track","0.623","6.945","2.883","4.072","10.819","7.662","5.631","4.319","11.639","15.743","1.685","5.348","132.424"
"31","DPi","Felipe Nasr","22","1:13.950","32:35.630","Green","Track","0.572","6.532","3.073","3.979","10.582","7.411","5.295","4.014","10.876","15.111","1.579","4.926","144.231"
"3","GTLM","Antonio Garcia","21","1:18.218","32:39.768","Green","Track","0.624","6.961","3.137","4.222","10.943","7.828","5.669","4.318","11.601","15.821","1.712","5.382","132.212"
"77","DPi","Tristan Nunez","22","1:14.948","32:40.390","Green","Track","0.560","6.324","2.840","4.084","10.815","7.356","5.669","4.145","11.251","15.413","1.623","4.868","147.321"
"24","GTLM","John Edwards","21","1:18.383","32:42.133","Green","Track","0.627","6.951","3.028","4.075","10.909","7.713","5.682","4.305","11.859","16.116","1.731","5.387","131.579"
"7","DPi","Helio Castroneves","22","1:15.827","32:42.110","Green","Track","0.565","6.315","2.929","4.172","11.034","7.479","5.617","4.071","10.858","16.303","1.594","4.890","146.018"
"25","GTLM","Tom Blomqvist","21","1:18.699","32:43.707","Green","Track","0.626","6.972","3.052","4.216","11.028","7.701","6.104","4.338","11.690","15.888","1.698","5.386","131.789"
"6","DPi","Juan Pablo Montoya","22","1:14.056","32:44.767","Green","Track","0.570","6.394","2.726","3.876","10.691","7.413","5.499","4.034","11.103","15.220","1.614","4.916","144.737"
"84","DPi","Simon Trummer","22","1:14.260","32:46.658","Green","Track","0.580","6.474","2.718","3.993","10.534","7.372","5.358","4.098","10.943","15.705","1.564","4.921","142.241"
"67","GTLM","Ryan Briscoe","21","1:19.714","32:47.986","Green","Track","0.633","7.050","2.998","4.069","10.872","7.896","5.706","4.258","12.671","16.450","1.683","5.428","130.332"
"66","GTLM","Sebastien Bourdais","21","1:29.681","32:50.144","Green","Pit","0.635","7.090","2.927","4.090","10.775","7.841","5.923","4.316","11.683","15.843","3.472","15.086","129.921"
"5","DPi","Joao Barbosa","22","1:13.476","32:51.269","Green","Track","0.580","6.466","2.704","4.073","10.399","7.382","5.447","3.979","10.827","15.113","1.569","4.937","142.241"
"50","DPi","Kyle Kaiser","22","1:13.965","32:52.911","Green","Track","0.580","6.476","2.820","3.895","10.571","7.432","5.465","4.099","10.837","15.190","1.625","4.975","142.241"
"55","DPi","Harry Tincknell","20","1:13.879","32:53.405","Green","Track","0.568","6.341","2.790","3.985","10.655","7.374","5.386","4.133","10.862","15.251","1.617","4.917","145.246"
"10","DPi","Jordan Taylor","22","1:13.424","33:25.395","Green","Track","0.579","6.489","2.797","3.887","10.462","7.251","5.458","3.949","10.880","15.201","1.558","4.913","142.487"
"911","GTLM","Nick Tandy","22","1:17.516","33:45.650","Green","Track","0.633","7.034","2.891","4.058","10.750","7.753","5.616","4.287","11.628","15.753","1.713","5.400","130.332"
"912","GTLM","Laurens Vanthoor","22","1:17.568","33:46.753","Green","Track","0.632","7.026","2.884","4.066","10.851","7.733","5.590","4.270","11.646","15.839","1.668","5.363","130.538"
"4","GTLM","Oliver Gavin","22","1:17.363","33:47.948","Green","Track","0.625","6.949","2.907","4.023","10.812","7.676","5.637","4.275","11.582","15.841","1.686","5.350","132.000"
"31","DPi","Felipe Nasr","23","1:13.203","33:48.833","Green","Track","0.575","6.437","2.826","3.834","10.395","7.301","5.417","4.001","10.803","15.126","1.577","4.911","143.478"
"77","DPi","Tristan Nunez","23","1:14.265","33:54.655","Green","Track","0.563","6.345","2.849","4.182","10.829","7.366","5.480","4.043","10.778","15.340","1.625","4.865","146.536"
"7","DPi","Helio Castroneves","23","1:14.010","33:56.120","Green","Track","0.568","6.359","2.813","3.904","10.639","7.395","5.635","4.067","10.888","15.274","1.586","4.882","145.246"
"3","GTLM","Antonio Garcia","22","1:18.964","33:58.732","Green","Track","0.626","7.000","3.114","4.306","10.950","7.828","6.252","4.304","11.665","15.847","1.700","5.372","131.789"
"24","GTLM","John Edwards","22","1:18.004","34:00.137","Green","Track","0.628","6.982","2.975","4.034","10.935","7.680","5.636","4.344","11.644","15.994","1.741","5.411","131.369"
"6","DPi","Juan Pablo Montoya","23","1:15.915","34:00.682","Green","Track","0.569","6.364","2.831","4.325","10.924","7.625","5.866","4.142","11.300","15.451","1.608","4.910","144.991"
"84","DPi","Simon Trummer","23","1:15.053","34:01.711","Green","Track","0.578","6.457","2.738","4.123","10.781","7.498","5.449","4.165","11.061","15.711","1.572","4.920","142.734"
"25","GTLM","Tom Blomqvist","22","1:19.362","34:03.069","Green","Track","0.627","6.970","2.968","4.147","11.011","7.750","5.948","4.562","11.970","16.349","1.694","5.366","131.579"
"5","DPi","Joao Barbosa","23","1:14.185","34:05.454","Green","Track","0.578","6.492","2.931","3.916","10.436","7.456","5.526","3.956","10.902","15.486","1.571","4.935","142.734"
"50","DPi","Kyle Kaiser","23","1:14.142","34:07.053","Green","Track","0.579","6.449","2.771","3.843","10.503","7.445","5.513","4.085","10.788","15.603","1.609","4.954","142.487"
"67","GTLM","Ryan Briscoe","22","1:19.080","34:07.066","Green","Track","0.634","7.074","3.036","4.157","10.972","7.896","5.735","4.302","11.760","16.401","1.691","5.422","130.126"
"55","DPi","Harry Tincknell","21","1:14.107","34:07.512","Green","Track","0.564","6.330","2.687","4.057","10.623","7.435","5.365","4.060","10.923","15.573","1.611","4.879","146.277"
"10","DPi","Jordan Taylor","23","1:13.434","34:38.829","Green","Track","0.578","6.489","2.802","3.890","10.327","7.253","5.435","3.977","10.917","15.300","1.554","4.912","142.734"
"66","GTLM","Dirk Mueller","22","2:11.191","35:01.335","Yellow","Track","0.000","0.000","0.000","0.000","12.254","8.268","5.948","4.418","11.978","16.527","1.762","5.546","0.000"
"911","GTLM","Nick Tandy","23","1:19.806","35:05.456","Yellow","Track","0.631","7.026","2.897","4.085","10.806","7.691","5.642","4.305","11.602","16.382","2.095","6.644","130.745"
"912","GTLM","Laurens Vanthoor","23","1:19.869","35:06.622","Yellow","Track","0.631","7.018","2.901","4.076","10.862","7.758","5.611","4.318","11.623","16.282","1.950","6.839","130.745"
"31","DPi","Felipe Nasr","24","1:18.619","35:07.452","Yellow","Track","0.575","6.508","3.059","4.072","10.780","7.464","5.531","4.078","11.046","16.562","1.823","7.121","143.478"
"4","GTLM","Oliver Gavin","23","1:20.768","35:08.716","Yellow","Track","0.624","6.948","2.969","4.084","10.986","7.662","5.956","4.277","11.660","16.386","1.759","7.457","132.212"
"77","DPi","Tristan Nunez","24","1:15.644","35:10.299","Yellow","Track","0.564","6.361","2.692","3.959","10.553","7.274","5.492","4.110","10.771","16.260","1.722","5.886","146.277"
"7","DPi","Helio Castroneves","24","1:15.814","35:11.934","Yellow","Track","0.566","6.374","2.800","3.970","10.478","7.344","5.389","3.955","10.728","16.410","1.820","5.980","145.760"
"6","DPi","Juan Pablo Montoya","24","1:16.352","35:17.034","Yellow","Track","0.569","6.378","2.693","3.910","10.784","7.543","5.447","4.110","11.387","16.743","1.706","5.082","144.991"
"3","GTLM","Antonio Garcia","23","1:20.533","35:19.265","Yellow","Track","0.625","6.979","2.964","4.145","10.855","7.778","5.640","4.411","12.062","17.484","1.873","5.717","132.000"
"84","DPi","Simon Trummer","24","1:18.304","35:20.015","Yellow","Track","0.576","6.425","2.765","4.147","10.818","7.554","5.694","4.256","11.319","17.402","1.749","5.599","143.229"
"24","GTLM","John Edwards","23","1:21.649","35:21.786","Yellow","Track","0.628","6.962","3.049","4.203","11.054","7.776","5.931","4.295","11.909","18.466","1.875","5.501","131.369"
"25","GTLM","Tom Blomqvist","23","1:20.664","35:23.733","Yellow","Track","0.627","6.968","2.997","4.164","10.930","7.765","5.714","4.349","12.182","17.784","1.756","5.428","131.579"
"5","DPi","Joao Barbosa","24","1:20.609","35:26.063","Yellow","Track","0.580","6.456","2.914","3.937","10.449","7.430","5.666","4.063","12.222","18.667","1.974","6.251","142.241"
"50","DPi","Kyle Kaiser","24","1:21.261","35:28.314","Yellow","Track","0.581","6.520","2.785","3.969","10.568","7.436","5.435","4.156","12.753","18.700","2.043","6.315","141.997"
"67","GTLM","Ryan Briscoe","23","1:21.950","35:29.016","Yellow","Track","0.633","7.056","3.095","4.232","11.146","7.856","5.718","4.312","12.007","17.383","1.902","6.610","130.332"
"55","DPi","Harry Tincknell","22","1:56.029","36:03.541","Yellow","Track","0.564","6.387","2.785","4.118","43.326","8.129","6.617","4.884","11.963","18.563","2.047","6.646","146.277"
"10","DPi","Jordan Taylor","24","1:24.898","36:03.727","Yellow","Track","0.580","6.479","2.729","4.206","12.610","8.461","6.163","4.775","13.251","17.362","1.695","6.587","142.241"
"66","GTLM","Dirk Mueller","23","1:21.204","36:22.539","Yellow","Track","0.647","7.181","3.219","4.528","12.058","8.227","5.718","4.305","11.999","16.139","1.705","5.478","127.512"
"911","GTLM","Nick Tandy","24","1:30.626","36:36.082","Yellow","Track","0.786","9.212","3.801","4.729","12.355","8.599","6.513","5.119","13.602","17.962","1.856","6.092","104.962"
"912","GTLM","Laurens Vanthoor","24","1:31.429","36:38.051","Yellow","Track","0.816","9.324","3.894","4.964","12.214","8.746","6.452","5.362","13.879","17.515","1.967","6.296","101.103"
"4","GTLM","Oliver Gavin","24","1:51.647","37:00.363","Yellow","Track","0.856","9.936","5.273","6.821","18.178","13.982","9.516","7.591","15.360","16.934","1.733","5.467","96.379"
"3","GTLM","Antonio Garcia","24","1:44.299","37:03.564","Yellow","Track","0.685","7.849","3.508","4.642","16.886","13.803","10.154","6.847","14.869","17.448","1.884","5.724","120.438"
"24","GTLM","John Edwards","24","1:44.782","37:06.568","Yellow","Track","0.633","7.940","4.102","4.860","15.125","14.030","10.358","6.562","16.896","17.078","1.749","5.449","130.332"
"67","GTLM","Ryan Briscoe","24","1:38.919","37:07.935","Yellow","Track","0.798","8.552","3.773","4.687","12.217","14.294","9.618","6.011","14.510","17.305","1.713","5.441","103.383"
"25","GTLM","Tom Blomqvist","24","1:49.050","37:12.783","Yellow","Track","0.630","7.401","3.651","4.764","15.257","14.821","10.174","6.001","20.951","18.228","1.726","5.446","130.952"
"50","DPi","Kyle Kaiser","25","2:01.218","37:29.532","Yellow","Track","0.753","8.568","3.479","4.466","12.679","13.939","10.209","6.459","21.846","28.412","2.288","8.120","109.562"
"55","DPi","Harry Tincknell","23","1:26.598","37:30.139","Yellow","Track","0.807","9.396","4.106","4.537","11.853","7.846","5.940","4.085","11.430","17.283","1.922","7.393","102.230"
"31","DPi","Felipe Nasr","25","2:26.157","37:33.609","Yellow","Pit","0.800","10.058","5.551","6.235","18.530","13.446","10.433","7.630","25.664","28.194","4.337","15.279","103.125"
"77","DPi","Tristan Nunez","25","2:23.874","37:34.173","Yellow","Pit","0.687","9.304","5.221","6.746","18.239","13.939","9.534","7.544","24.894","28.189","4.639","14.938","120.087"
"7","DPi","Helio Castroneves","25","2:22.863","37:34.797","Yellow","Pit","0.760","9.223","4.753","6.232","18.501","13.826","9.653","7.628","24.530","27.992","4.712","15.053","108.553"
"6","DPi","Juan Pablo Montoya","25","2:18.237","37:35.271","Yellow","Pit","0.592","7.391","4.051","5.046","17.886","13.767","9.971","7.472","24.685","27.711","4.501","15.164","139.358"
"84","DPi","Simon Trummer","25","2:16.248","37:36.263","Yellow","Pit","0.656","7.818","3.806","4.821","16.523","13.743","10.224","6.864","24.362","27.920","4.591","14.920","125.762"
"5","DPi","Joao Barbosa","25","2:10.943","37:37.006","Yellow","Pit","0.733","8.204","3.720","4.997","12.818","14.679","9.779","5.944","22.621","27.729","4.463","15.256","112.551"
"10","DPi","Jordan Taylor","25","1:35.653","37:39.380","Yellow","Pit","0.854","9.300","4.390","4.590","11.699","7.816","6.097","4.045","11.429","17.286","3.331","14.816","96.604"
"66","GTLM","Dirk Mueller","24","1:18.947","37:41.486","Yellow","Track","0.642","7.141","3.069","4.086","11.050","7.919","5.692","4.317","11.884","15.938","1.720","5.489","128.505"
"911","GTLM","Nick Tandy","25","1:25.640","38:01.722","Yellow","Track","0.726","8.264","3.449","4.513","11.970","8.404","6.094","4.758","12.826","17.304","1.798","5.534","113.636"
"912","GTLM","Laurens Vanthoor","25","1:27.439","38:05.490","Yellow","Track","0.745","8.613","3.546","4.510","12.020","8.173","6.201","4.812","13.154","17.634","1.932","6.099","110.738"
"4","GTLM","Oliver Gavin","25","1:21.653","38:22.016","Yellow","Track","0.639","7.136","3.202","4.445","11.539","8.206","6.142","4.410","12.014","16.746","1.723","5.451","129.108"
