"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"46","GS","Owen Trinkler","1","2:15.893","2:15.893","Green","Track","0.000","18.820","12.018","22.942","8.684","6.932","6.435","11.610","7.876","6.878","5.562","0.500","3.189","163.636"
"59","GS","Kenny Wilden","1","2:23.625","2:23.625","Green","Track","0.000","20.337","12.590","24.441","8.874","7.095","6.626","12.427","8.035","6.941","5.686","0.512","3.270","159.801"
"60","GS","Nate Stacy","1","2:27.550","2:27.550","Green","Track","0.000","21.017","13.073","23.503","8.680","7.064","6.409","10.877","7.856","6.934","5.645","0.507","3.242","161.377"
"77","GS","Alan Brynjolfsson","1","2:29.076","2:29.076","Green","Track","0.000","20.089","13.087","24.247","8.689","6.887","6.363","11.635","7.948","6.849","5.618","0.502","3.189","162.984"
"71","GS","Andrew Davis","1","2:29.288","2:29.288","Green","Track","0.000","18.751","12.122","22.122","8.614","6.944","6.376","11.291","7.826","6.934","5.741","0.515","3.272","158.870"
"26","GS","Jayson Clunie","1","2:32.750","2:32.750","Green","Track","0.000","22.344","13.655","25.137","8.909","7.017","6.871","11.968","8.006","7.011","5.730","0.513","3.266","159.490"
"44","GS","Mike Vess","1","2:33.332","2:33.332","Green","Track","0.000","21.723","12.821","24.629","8.748","7.003","6.927","12.002","8.042","6.787","5.571","0.499","3.193","163.964"
"47","GS","Matt Travis","1","2:33.462","2:33.462","Green","Track","0.000","21.346","12.679","25.078","8.817","6.955","6.484","11.618","8.026","6.788","5.571","0.497","3.169","164.624"
"12","TCR","Ryan Nash","1","2:33.964","2:33.964","Green","Track","0.000","20.988","12.722","24.965","9.326","7.661","7.886","12.933","8.464","7.504","6.217","0.570","3.655","143.541"
"11","GS","Stefan Rzadzinski","1","2:34.526","2:34.526","Green","Track","0.000","19.518","12.172","23.536","8.589","6.864","6.416","11.720","7.952","6.793","5.594","0.499","3.176","163.964"
"35","GS","Dylan Murry","1","2:39.003","2:39.003","Green","Track","0.000","21.044","12.438","25.604","8.700","7.437","7.242","11.963","9.001","7.897","6.201","0.543","3.415","150.678"
"82","GS","James Clay","1","2:43.315","2:43.315","Green","Track","0.000","20.904","12.703","24.284","9.070","6.986","6.641","11.262","7.722","6.787","5.640","0.506","3.225","161.696"
"54","TCR","Michael Johnson","1","2:47.566","2:47.566","Green","Track","0.000","20.419","14.154","26.074","9.454","7.613","7.387","12.752","8.514","7.498","6.183","0.553","3.521","147.953"
"13","GS","Orey Fidani","1","2:48.097","2:48.097","Green","Track","0.000","19.848","11.860","24.489","8.778","6.891","6.597","12.953","8.056","6.861","5.893","0.560","3.561","146.104"
"33","GS","Indy Dontje","1","2:48.284","2:48.284","Green","Track","0.000","19.197","12.899","23.707","8.940","6.992","6.487","12.282","7.845","6.835","5.759","0.541","3.390","151.235"
"61","TCR","Gavin Ernstone","1","2:49.395","2:49.395","Green","Track","0.000","22.112","14.580","27.795","9.770","7.609","7.199","12.897","8.473","7.408","6.340","0.597","3.742","137.049"
"89","TCR","Chad Gilsinger","1","2:51.267","2:51.267","Green","Track","0.000","19.400","12.090","23.696","9.169","7.544","7.002","11.810","8.297","7.404","6.139","0.556","3.564","147.155"
"67","GS","Chris Bellomo","1","2:54.753","2:54.753","Green","Track","0.000","19.329","12.787","23.950","8.704","7.043","7.363","12.774","7.990","6.824","5.567","0.499","3.173","163.964"
"24","GS","Frank Gannett II","1","2:56.798","2:56.798","Green","Track","0.000","19.864","12.825","23.875","8.904","7.231","8.281","13.594","8.057","6.985","5.678","0.510","3.256","160.428"
"65","GS","Tim Probert","1","2:57.616","2:57.616","Green","Track","0.000","18.431","12.562","24.052","9.008","6.989","7.536","13.674","7.911","6.948","6.048","0.545","3.421","150.125"
"57","GS","Bryce Ward","1","2:58.108","2:58.108","Green","Track","0.000","18.802","11.779","23.693","8.708","7.193","7.635","13.624","7.865","6.816","5.866","0.530","3.378","154.374"
"10","TCR","Kieron O'Rourke","1","2:58.259","2:58.259","Green","Track","0.000","22.389","14.345","27.897","10.087","8.169","8.010","13.929","8.736","7.911","6.731","0.618","3.940","132.392"
"5","TCR","Roy Block","1","2:58.721","2:58.721","Green","Track","0.000","21.011","14.582","26.094","9.365","8.295","8.342","13.713","8.429","7.461","6.444","0.604","3.872","135.461"
"84","TCR","Todd Lamb","1","3:09.470","3:09.470","Green","Track","0.000","20.904","13.532","24.468","9.298","7.578","7.385","12.483","8.225","7.385","6.135","0.555","3.539","147.420"
"56","GS","Jeff Mosing","1","3:10.248","3:10.248","Green","Track","0.000","21.095","12.809","24.339","8.729","6.946","6.499","11.930","7.953","6.955","5.659","0.507","3.276","161.377"
"4","GS","Ted Giovanis","1","3:10.416","3:10.416","Green","Track","0.000","20.722","12.706","26.014","8.951","7.033","6.779","13.864","8.191","6.969","5.683","0.508","3.391","161.059"
"2","GS","Rodrigo Sales","1","3:13.443","3:13.443","Green","Track","0.000","21.462","13.503","26.590","8.926","7.416","6.683","12.915","7.961","6.886","5.624","0.504","3.270","162.338"
"66","GS","Spencer Pumpelly","1","3:15.228","3:15.228","Green","Track","0.000","18.396","12.785","22.734","8.674","6.909","6.180","11.564","7.942","6.843","5.552","0.495","3.159","165.289"
"39","GS","Jeff Westphal","1","3:15.609","3:15.609","Green","Track","0.000","21.587","12.615","25.754","9.641","7.347","6.641","12.647","8.289","7.325","5.874","0.522","3.279","156.740"
