"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"46","GS","Hugh Plumb","1","2:19.425","2:19.425","Green","Track","0.000","18.266","12.062","24.847","9.103","7.236","6.633","11.200","7.712","6.679","5.523","0.498","3.166","164.294"
"22","GS","Billy Johnson","1","2:19.609","2:19.609","Green","Track","0.000","18.731","11.637","22.665","8.894","7.134","6.536","11.330","7.878","6.915","5.761","0.521","3.306","157.041"
"4","GS","Guy Cosmo","1","2:20.575","2:20.575","Green","Track","0.000","0.000","12.095","23.232","8.810","6.984","7.045","11.399","7.783","6.762","5.558","0.498","3.172","164.294"
"13","GS","Scott Hargrove","1","2:31.158","2:31.158","Green","Track","0.000","19.552","11.658","22.506","8.673","6.990","6.380","11.342","7.883","6.872","5.713","0.515","3.285","158.870"
"33","GS","Indy Dontje","1","2:33.322","2:33.322","Green","Track","0.000","21.009","12.658","24.442","8.721","6.978","6.491","11.586","7.829","6.869","5.685","0.509","3.240","160.743"
"44","GS","Mike Vess","1","2:36.786","2:36.786","Green","Track","0.000","20.374","11.894","23.118","8.765","7.029","6.461","11.494","8.040","6.951","5.786","0.518","3.297","157.950"
"65","GS","Tim Probert","1","2:44.160","2:44.160","Green","Track","0.000","19.858","12.881","25.384","8.803","6.964","7.108","13.828","8.059","6.973","5.754","0.516","3.285","158.562"
"97","GS","Rob Ecklin Jr.","1","2:44.807","2:44.807","Green","Track","0.000","21.419","13.436","25.498","8.850","7.067","7.270","13.774","8.058","7.234","6.195","0.545","3.516","150.125"
"57","GS","Christian Hohenadel","1","2:51.754","2:51.754","Green","Track","0.000","21.419","13.632","24.999","9.912","7.652","6.782","12.013","7.830","7.008","6.112","0.539","3.391","151.796"
"23","TCR","James Vance","1","2:53.525","2:53.525","Green","Track","0.000","22.044","13.689","25.309","9.340","7.447","6.932","12.064","8.316","7.378","6.120","0.551","3.513","148.490"
"26","GS","Toby Grahovec","1","2:54.994","2:54.994","Green","Track","0.000","21.513","13.233","24.836","8.969","7.071","6.590","12.019","8.007","6.972","5.817","0.521","3.322","157.041"
"75","GS","Kuno Wittmer","1","2:56.291","2:56.291","Green","Track","0.000","0.000","0.000","22.822","8.286","6.640","6.165","11.557","7.535","6.687","5.543","0.494","3.133","165.624"
"31","GS","Marc Miller","1","2:57.263","2:57.263","Green","Track","0.000","21.179","12.195","24.052","8.777","7.321","6.813","11.805","7.786","6.778","5.627","0.506","3.221","161.696"
"09","GS","Dale Katechis","1","2:59.384","2:59.384","Green","Track","0.000","0.000","12.602","23.984","8.786","6.995","6.464","12.376","7.893","6.855","5.669","0.512","3.274","159.801"
"8","GS","Gunnar Jeannette","1","2:59.977","2:59.977","Green","Pit","0.000","23.242","13.553","25.655","8.923","7.022","7.430","14.302","9.160","8.551","11.994","0.000","0.000","0.000"
"39","GS","Jeff Westphal","1","3:00.641","3:00.641","Green","Track","0.000","21.330","13.475","23.939","8.695","6.920","6.630","12.145","7.849","6.866","5.648","0.506","3.213","161.696"
