"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"37","TCR","Shelby Blackstock","5","2:25.207","12:18.887","Green","Pit","6.765","6.134","27.418","17.076","30.111","10.405","21.253","0.626","12.420","2.782","10.217","135.420","62.087"
"88","GS","Greg Liefooghe","4","2:12.028","12:20.111","Green","Track","6.250","6.221","26.598","16.418","29.021","9.977","20.607","0.580","11.716","1.620","3.020","146.160","106.622"
"2","GS","Tyler Cooke","5","2:22.379","12:20.835","Green","Pit","6.405","6.423","26.765","16.421","29.256","9.945","20.335","0.588","12.828","3.211","10.202","144.171","53.792"
"17","TCR","Mikey Taylor","5","2:16.472","12:30.057","Green","Track","6.673","6.256","27.707","17.216","30.189","10.276","20.907","0.613","11.755","1.697","3.183","138.292","101.784"
"35","GS","James Cox","5","2:25.075","12:30.777","Green","Pit","6.357","6.330","26.755","16.546","29.938","10.528","21.504","0.594","12.792","3.000","10.731","142.715","57.576"
"13","GS","Orey Fidani","5","2:15.799","12:52.329","Green","Track","6.425","6.473","27.284","16.919","29.777","10.115","20.274","0.582","13.196","1.657","3.097","145.658","104.241"
"75","GS","Kuno Wittmer","5","2:13.079","12:54.916","Green","Track","6.307","6.480","27.063","16.534","29.379","10.027","20.262","0.573","11.763","1.646","3.045","147.945","104.938"
"8","GS","Gunnar Jeannette","4","5:38.104","12:57.208","Green","Track","205.243","10.905","27.978","16.747","29.833","10.023","20.259","0.585","11.844","1.632","3.055","144.911","105.838"
"21","TCR","Harry Gottsacker","5","2:20.226","13:00.417","Green","Track","6.770","6.597","27.948","17.758","31.644","10.557","21.262","0.622","12.112","1.730","3.226","136.291","99.842"
"96","GS","Robby Foley","5","2:20.251","13:07.706","Green","Track","6.244","6.255","26.605","16.265","28.607","10.595","27.317","0.852","12.928","1.600","2.983","99.499","107.955"
"39","GS","Tyler McQuarrie","5","2:11.227","13:10.851","Green","Track","6.352","6.245","26.558","16.322","28.962","9.809","20.105","0.586","11.628","1.623","3.037","144.663","106.425"
"73","TCR","Mat Pombo","5","2:16.353","13:18.189","Green","Track","6.652","6.128","27.576","17.284","30.331","10.221","20.885","0.624","11.769","1.689","3.194","135.854","102.266"
"5","TCR","Tim Lewis Jr","5","2:19.057","13:19.727","Green","Track","6.807","6.493","27.916","18.130","30.666","10.408","20.987","0.617","12.194","1.682","3.157","137.395","102.692"
"33","GS","Russell Ward","5","2:12.820","13:21.500","Green","Track","6.384","6.405","27.016","16.537","29.261","9.955","20.130","0.577","11.892","1.634","3.029","146.920","105.708"
"44","GS","Jason Hart","5","2:13.175","13:25.547","Green","Track","6.395","6.281","26.859","16.669","29.491","10.032","20.343","0.585","11.770","1.663","3.087","144.911","103.865"
"15","GS","Myatt Snider","6","2:13.386","13:32.805","Green","Track","6.382","6.158","27.120","16.758","29.664","9.959","20.513","0.587","11.521","1.647","3.077","144.417","104.874"
"93","GS","Tom Dyer","5","4:20.421","13:37.609","Green","Pit","6.363","6.200","26.552","16.523","28.865","9.875","20.539","0.590","12.714","3.070","129.130","143.683","56.263"
"22","GS","Matt Crafton","6","2:26.399","13:57.974","Green","Pit","6.407","6.503","27.020","16.972","29.623","9.976","20.561","0.639","14.383","4.126","10.189","132.665","41.863"
"7","GS","Alan Brynjolfsson","6","2:14.296","13:58.788","Green","Track","6.384","6.300","27.209","16.790","29.727","10.257","20.496","0.587","11.738","1.688","3.120","144.417","102.327"
"56","GS","Eric Foss","4","2:12.540","14:04.421","Green","Track","6.366","6.266","26.847","16.628","29.365","9.935","20.239","0.585","11.635","1.633","3.041","144.911","105.773"
"69","GS","Corey Fergus","4","2:13.752","14:06.675","Green","Track","6.275","6.432","26.851","16.751","29.605","10.136","20.541","0.569","11.971","1.621","3.000","148.985","106.556"
"59","GS","Rod Randall","6","2:15.772","14:14.955","Green","Track","6.519","6.489","27.871","16.911","29.591","10.094","20.408","0.589","12.491","1.694","3.115","143.927","101.964"
"40","GS","James Pesek","6","2:15.708","14:18.999","Green","Track","6.557","6.675","27.425","16.945","29.868","10.126","20.442","0.586","12.308","1.674","3.102","144.663","103.182"
"61","TCR","Jon Morley","5","2:29.673","14:23.655","Green","Pit","6.725","6.377","28.053","17.172","30.510","10.387","21.371","0.700","13.470","4.279","10.629","121.104","40.366"
"71","GS","Robin Liddell","4","6:28.215","14:25.623","Green","Pit","6.274","6.231","26.516","16.360","28.960","9.887","20.373","0.580","11.712","3.209","258.113","146.160","53.826"
"58","GS","Alec Udell","5","4:13.519","14:28.224","Green","Pit","6.336","6.247","26.866","16.471","29.159","10.149","20.247","0.582","12.904","3.888","120.670","145.658","44.426"
"88","GS","Greg Liefooghe","5","2:12.199","14:32.310","Green","Track","6.264","6.220","26.653","16.414","29.038","10.184","20.422","0.581","11.757","1.636","3.030","145.908","105.579"
"17","TCR","Mikey Taylor","6","2:17.047","14:47.104","Green","Track","6.677","6.186","28.554","17.108","30.144","10.218","20.935","0.617","11.754","1.686","3.168","137.395","102.448"
"10","TCR","Kieron O'Rourke","5","2:36.529","14:47.843","Green","Pit","6.736","6.778","29.805","17.983","31.155","10.960","22.060","0.652","14.417","4.189","11.794","130.020","41.234"
"57","GS","Christian Hohenadel","4","7:29.397","14:56.919","Green","Track","317.508","9.930","27.597","16.755","29.652","10.327","20.396","0.584","11.946","1.642","3.060","145.159","105.193"
"8","GS","Gunnar Jeannette","5","2:13.032","15:10.240","Green","Track","6.331","6.357","27.496","16.656","29.049","9.916","20.172","0.583","11.796","1.629","3.047","145.408","106.033"
"12","TCR","Russell McDonough","5","4:03.319","15:16.081","Green","Track","104.165","11.790","29.780","17.722","30.682","10.531","21.100","0.624","11.992","1.714","3.219","135.854","100.774"
"96","GS","Robby Foley","6","2:11.073","15:18.779","Green","Track","6.237","6.243","26.657","16.336","28.793","9.918","20.014","0.577","11.684","1.612","3.002","146.920","107.151"
"75","GS","Kuno Wittmer","6","2:24.458","15:19.374","Green","Pit","6.350","6.365","27.063","16.621","29.649","10.187","20.439","0.575","13.127","3.763","10.319","147.431","45.901"
"21","TCR","Harry Gottsacker","6","2:26.919","15:27.336","Green","Pit","6.713","6.525","27.946","17.280","30.094","10.283","21.074","0.621","12.780","3.456","10.147","136.510","49.979"
"46","GS","Owen Trinkler","6","4:04.368","15:28.972","Green","Track","113.368","10.364","27.661","16.813","29.339","9.892","20.172","0.583","11.526","1.619","3.031","145.408","106.688"
"73","TCR","Mat Pombo","6","2:16.485","15:34.674","Green","Track","6.726","6.107","27.856","17.175","30.208","10.181","20.950","0.624","11.783","1.685","3.190","135.854","102.509"
"33","GS","Russell Ward","6","2:13.693","15:35.193","Green","Track","6.279","6.425","26.800","16.625","29.173","10.212","20.570","0.576","12.324","1.654","3.055","147.175","104.430"
"5","TCR","Tim Lewis Jr","6","2:18.429","15:38.156","Green","Track","6.711","6.321","28.067","17.448","30.435","10.451","21.028","0.620","12.509","1.679","3.160","136.730","102.875"
"15","GS","Myatt Snider","7","2:13.748","15:46.553","Green","Track","6.384","6.152","27.385","16.704","29.802","9.995","20.322","0.588","11.711","1.640","3.065","144.171","105.322"
"44","GS","Jason Hart","6","2:22.698","15:48.245","Green","Track","6.387","6.442","27.778","17.582","36.165","10.336","20.665","0.624","11.941","1.676","3.102","135.854","103.059"
"89","TCR","Ryan Eversley","4","6:52.146","15:48.539","Green","Pit","6.790","6.168","27.638","17.142","30.125","10.265","20.783","0.633","12.230","3.082","277.290","133.922","56.044"
"4","GS","Guy Cosmo","6","4:25.523","15:54.958","Green","Track","135.172","10.097","27.220","16.637","29.350","9.942","20.287","0.587","11.553","1.633","3.045","144.417","105.773"
"84","TCR","Todd Lamb","5","4:59.413","15:57.970","Green","Track","163.578","9.773","27.925","17.294","29.779","10.334","23.102","0.710","12.100","1.666","3.152","119.398","103.678"
"13","GS","Orey Fidani","6","3:16.674","16:09.003","Green","Pit","6.481","6.622","27.644","16.870","30.310","10.164","20.629","0.588","13.292","3.453","60.621","144.171","50.022"
"7","GS","Alan Brynjolfsson","7","2:14.969","16:13.757","Green","Track","6.485","6.412","27.626","16.856","29.698","10.196","20.522","0.586","11.779","1.687","3.122","144.663","102.387"
