"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"35","GS","James Cox","2","2:03.593","4:44.264","Green","Track","0.000","0.000","15.339","4.644","0.583","17.122","25.049","16.019","20.003","6.897","3.812","140.925"
"3","TCR","Alex Popow","2","2:07.621","4:47.261","Green","Track","4.006","10.567","15.561","5.484","0.687","17.873","25.547","17.074","20.384","6.604","3.834","119.591"
"59","GS","Kenny Wilden","2","1:59.552","4:49.046","Green","Track","3.583","9.843","13.825","4.231","0.544","16.108","24.344","16.207","20.521","6.581","3.765","151.028"
"88","GS","Henry Schmitt","2","2:04.067","4:49.349","Green","Track","3.643","10.350","14.287","4.491","0.676","17.161","25.421","16.686","21.132","6.523","3.697","121.537"
"40","GS","James Pesek","2","2:06.475","4:51.322","Green","Track","3.710","10.368","14.403","4.330","0.556","17.180","25.629","16.547","22.571","7.296","3.885","147.768"
"60","GS","Nate Stacy","2","1:59.844","4:51.507","Green","Track","3.575","9.858","13.838","4.237","0.544","16.116","24.881","16.069","19.992","6.930","3.804","151.028"
"21","TCR","Harry Gottsacker","2","2:04.915","4:51.680","Green","Track","3.762","10.162","14.620","4.535","0.581","16.611","25.776","16.487","21.102","7.277","4.002","141.410"
"56","GS","Jeff Mosing","2","1:57.928","4:53.235","Green","Track","3.615","10.013","13.919","4.254","0.546","15.694","23.928","15.817","19.933","6.473","3.736","150.475"
"89","TCR","Chad Gilsinger","2","2:09.620","4:55.392","Green","Track","3.779","10.067","14.418","4.483","0.605","17.728","28.221","17.016","21.867","7.442","3.994","135.800"
"84","TCR","Brian Henderson","2","2:07.617","5:08.014","Green","Track","3.869","10.555","15.124","4.619","0.600","16.887","26.272","16.947","21.305","7.369","4.070","136.932"
"71","GS","Frank DePew","2","2:08.847","5:08.842","Green","Track","3.773","10.768","14.749","4.383","0.561","17.518","26.395","16.897","21.434","8.331","4.038","146.451"
"96","GS","Vin Barletta","2","2:05.585","5:11.940","Green","Track","3.805","10.581","14.677","4.436","0.588","17.601","25.916","16.309","20.694","7.122","3.856","139.726"
"73","TCR","Mike LaMarra","2","2:03.646","5:12.550","Green","Track","3.875","10.492","14.759","4.563","0.585","16.580","24.907","16.185","20.468","7.248","3.984","140.443"
"52","TCR","Colin Mullan","2","2:01.614","5:13.229","Green","Track","3.815","9.875","15.377","4.605","0.587","15.546","24.720","16.458","20.396","6.423","3.812","139.964"
"65","GS","Tim Probert","2","2:01.857","5:14.616","Green","Track","3.678","10.202","14.699","4.534","0.578","16.259","24.842","15.887","20.443","6.893","3.842","142.144"
"23","TCR","Jared Salinsky","2","2:06.115","5:15.122","Green","Track","4.338","10.834","14.563","4.456","0.570","16.904","25.195","16.293","21.540","7.443","3.979","144.139"
"4","GS","Ted Giovanis","2","2:01.825","5:16.907","Green","Track","3.658","10.072","13.966","4.246","0.547","16.662","25.150","16.398","20.728","6.624","3.774","150.199"
"12","TCR","Ryan Nash","2","2:07.944","5:17.390","Green","Track","4.329","10.911","16.458","4.682","0.605","17.464","25.199","16.946","20.829","6.695","3.826","135.800"
"37","TCR","Shelby Blackstock","2","2:11.952","5:22.898","Green","Track","3.822","10.092","15.073","4.537","0.586","16.223","26.861","17.562","26.819","6.501","3.876","140.203"
"54","TCR","Michael Johnson","2","2:00.199","5:26.287","Green","Track","3.750","10.016","14.340","4.422","0.566","15.896","24.535","16.335","19.930","6.542","3.867","145.157"
"93","GS","Mark Siegel","2","2:06.743","5:36.393","Green","Track","0.000","0.000","14.555","4.476","0.568","17.629","26.001","16.824","21.014","7.210","3.931","144.646"
"33","GS","Indy Dontje","2","2:07.138","5:41.315","Green","Track","3.736","10.028","14.691","4.835","0.627","17.012","27.133","17.570","21.404","6.395","3.707","131.035"
"75","GS","Kuno Wittmer","2","1:58.358","5:46.590","Green","Track","3.565","9.878","13.770","4.242","0.547","15.810","24.561","15.953","19.688","6.586","3.758","150.199"
"7","GS","Trent Hindman","2","1:56.885","5:53.856","Green","Track","3.577","9.679","13.992","4.282","0.546","15.532","23.893","15.833","19.348","6.442","3.761","150.475"
"8","GS","Gunnar Jeannette","2","3:53.649","6:04.733","Green","Pit","3.884","10.676","15.451","4.615","0.591","16.812","25.220","16.831","21.659","8.325","109.585","139.017"
"13","GS","Scott Hargrove","3","1:57.491","6:05.574","Green","Track","3.586","9.699","13.912","4.237","0.543","15.713","24.207","15.871","19.518","6.435","3.770","151.306"
"82","GS","James Clay","3","1:56.111","6:08.124","Green","Track","3.552","9.636","13.710","4.285","0.546","15.132","23.921","15.647","19.502","6.467","3.713","150.475"
"2","GS","Kenton Koch","3","2:01.546","6:10.674","Green","Track","3.589","9.761","14.845","4.484","0.572","15.353","23.826","15.927","22.951","6.455","3.783","143.635"
"97","GS","Rob Ecklin Jr.","3","1:58.597","6:17.345","Green","Track","3.588","9.805","13.717","4.238","0.545","15.887","24.301","15.682","19.914","7.120","3.800","150.751"
"57","GS","Christian Hohenadel","3","1:56.289","6:17.597","Green","Track","3.544","9.578","13.689","4.219","0.541","15.248","23.552","15.570","19.435","7.063","3.850","151.865"
"39","GS","Tyler McQuarrie","3","1:55.834","6:19.919","Green","Track","0.000","0.000","13.823","4.263","0.544","15.042","23.666","15.706","19.396","6.531","3.775","151.028"
"46","GS","Hugh Plumb","3","1:56.259","6:36.521","Green","Track","3.585","9.631","13.762","4.274","0.553","15.432","23.757","15.837","19.320","6.383","3.725","148.570"
"5","TCR","Tim Lewis Jr","3","1:59.897","6:37.364","Green","Track","3.722","9.902","14.297","4.499","0.578","15.803","24.438","16.597","19.734","6.532","3.795","142.144"
"11","GS","Spencer Pumpelly","3","2:14.098","6:41.843","Green","Pit","3.583","10.172","14.178","4.268","0.544","16.082","24.816","16.021","19.852","8.590","15.992","151.028"
"35","GS","James Cox","3","1:57.653","6:41.917","Green","Track","0.000","0.000","13.706","4.199","0.537","16.106","23.939","15.824","19.532","6.640","3.730","152.996"
"61","TCR","Gavin Ernstone","2","2:37.739","6:43.532","Green","Pit","3.945","11.158","18.104","4.890","0.612","17.735","25.911","16.761","20.754","9.326","28.543","134.247"
"3","TCR","Alex Popow","3","1:58.275","6:45.536","Green","Track","3.710","9.824","14.318","4.487","0.577","15.319","24.004","16.162","19.683","6.407","3.784","142.390"
"88","GS","Henry Schmitt","3","1:58.356","6:47.705","Green","Track","3.597","9.901","13.596","4.175","0.619","16.115","24.241","15.944","19.776","6.669","3.723","132.729"
"60","GS","Nate Stacy","3","2:00.488","6:51.995","Green","Track","3.723","10.278","14.653","4.354","0.554","17.069","24.128","15.886","19.578","6.530","3.735","148.302"
"56","GS","Jeff Mosing","3","1:59.238","6:52.473","Green","Track","3.553","9.708","14.115","4.307","0.575","17.375","23.826","15.907","19.648","6.481","3.743","142.885"
"40","GS","James Pesek","3","2:04.504","6:55.826","Green","Track","3.695","10.218","14.793","4.421","0.576","17.627","25.666","16.271","20.693","6.742","3.802","142.637"
"21","TCR","Harry Gottsacker","3","2:07.906","6:59.586","Green","Track","3.840","10.462","14.503","4.858","0.675","18.270","27.032","17.576","20.087","6.703","3.900","121.717"
