"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"31","DPi","Felipe Nasr","1","1:57.274","1:57.274","Green","Track","0.000","10.864","15.202","5.078","0.593","15.045","21.726","14.336","16.533","5.291","3.061","138.548"
"55","DPi","Jonathan Bomarito","1","2:02.337","2:02.337","Green","Track","0.000","10.593","13.445","4.315","0.670","15.355","22.283","13.818","17.591","5.591","3.073","122.626"
"5","DPi","Joao Barbosa","1","2:04.161","2:04.161","Green","Track","0.000","10.921","14.617","4.830","0.696","16.225","23.017","15.318","18.114","5.777","3.172","118.045"
"85","DPi","Tristan Vautier","1","2:27.711","2:27.711","Green","Pit","298.316","11.035","14.049","4.028","0.669","17.566","23.700","14.067","18.208","8.104","15.735","122.809"
"912","GTLM","Laurens Vanthoor","1","2:32.211","2:32.211","Green","Track","0.000","11.097","16.345","4.936","0.724","18.681","26.545","17.014","20.182","6.490","3.527","113.479"
"52","LMP2","Eric Lux","1","2:33.509","2:33.509","Green","Pit","0.000","12.376","16.390","4.662","0.788","18.901","26.115","15.940","20.466","11.792","12.334","104.263"
"10","DPi","Jordan Taylor","1","2:34.163","2:34.163","Green","Pit","0.000","11.488","14.926","4.842","0.818","19.010","25.901","15.765","20.352","8.675","15.721","100.439"
"38","LMP2","Kyle Masson","1","2:35.228","2:35.228","Green","Pit","0.000","11.441","14.345","4.424","0.762","18.342","25.194","15.854","20.424","9.302","15.573","107.820"
"6","DPi","Juan Pablo Montoya","1","2:35.816","2:35.816","Green","Pit","0.000","10.098","14.284","4.133","0.699","17.680","21.662","13.865","17.537","8.548","15.619","117.538"
"911","GTLM","Patrick Pilet","1","2:36.269","2:36.269","Green","Track","0.000","11.717","16.415","4.799","0.747","20.360","26.234","16.292","21.138","6.987","3.592","109.985"
"3","GTLM","Antonio Garcia","1","2:50.779","2:50.779","Green","Pit","0.000","12.890","16.525","4.484","0.641","18.104","25.473","16.113","20.320","11.312","12.163","128.173"
"4","GTLM","Tommy Milner","1","2:51.950","2:51.950","Green","Pit","0.000","12.465","16.468","4.500","0.670","17.994","25.753","15.863","20.642","11.546","12.184","122.626"
"84","DPi","Stephen Simpson","1","2:55.927","2:55.927","Green","Pit","0.000","11.226","16.613","5.870","0.724","16.654","23.992","16.226","21.461","9.514","16.181","113.479"
"24","GTLM","John Edwards","1","2:56.423","2:56.423","Green","Pit","0.000","11.832","15.600","5.834","0.857","17.755","25.102","16.075","21.392","9.964","15.929","95.868"
"7","DPi","Ricky Taylor","1","2:57.623","2:57.623","Green","Pit","0.000","10.529","14.140","4.028","0.587","15.637","23.349","14.247","21.020","13.429","12.435","139.964"
"25","GTLM","Tom Blomqvist","1","2:58.795","2:58.795","Green","Pit","0.000","12.540","17.041","6.948","1.050","19.366","25.008","15.513","20.315","9.920","15.666","78.247"
"55","DPi","Jonathan Bomarito","2","1:38.548","3:40.885","Green","Track","3.139","8.456","11.251","3.576","0.468","13.764","20.153","13.137","16.332","5.261","3.011","175.554"
"5","DPi","Joao Barbosa","2","1:40.910","3:45.071","Green","Track","3.315","8.846","11.357","3.565","0.480","13.636","21.385","13.452","16.485","5.318","3.071","171.165"
"31","DPi","Felipe Nasr","2","1:51.261","3:48.535","Green","Pit","2.964","8.087","11.998","3.721","0.474","11.953","19.441","12.934","16.331","7.540","15.818","173.331"
"912","GTLM","Laurens Vanthoor","2","1:53.943","4:26.154","Green","Track","3.633","9.657","12.661","4.299","0.634","16.233","23.784","15.320","18.217","6.046","3.459","129.588"
"911","GTLM","Patrick Pilet","2","2:10.182","4:46.451","Green","Pit","3.590","9.885","12.852","4.006","0.520","15.996","24.548","15.312","19.767","8.054","15.652","157.998"
"6","DPi","Dane Cameron","2","2:35.243","5:11.059","Green","Pit","45.094","9.565","11.568","3.592","0.479","13.832","20.559","13.143","15.985","9.195","12.231","171.522"
"55","DPi","Jonathan Bomarito","3","1:34.636","5:15.521","Green","Track","2.967","8.152","11.174","3.547","0.460","12.282","19.529","12.761","15.723","5.059","2.982","178.607"
"5","DPi","Joao Barbosa","3","1:35.489","5:20.560","Green","Track","3.052","8.198","11.237","3.535","0.456","12.444","19.696","13.068","15.678","5.099","3.026","180.173"
"77","DPi","Timo Bernhard","1","5:39.826","5:39.826","Green","Pit","14.481","11.924","15.052","3.904","0.555","16.654","24.065","15.055","18.245","8.030","166.220","148.034"
"66","GTLM","Joey Hand","1","5:53.551","5:53.551","Green","Pit","15.376","10.933","15.250","4.609","0.000","17.046","24.936","15.251","19.949","9.324","188.598","0.000"
"31","DPi","Felipe Nasr","3","2:17.065","6:05.600","Green","Track","41.425","9.386","11.815","3.609","0.481","12.752","19.867","13.946","15.737","5.047","3.000","170.809"
"912","GTLM","Laurens Vanthoor","3","1:48.147","6:14.301","Green","Track","3.370","9.081","12.557","3.961","0.539","14.945","22.201","14.615","17.627","5.852","3.399","152.429"
"54","DPi","Colin Braun","1","6:24.354","6:24.354","Green","Pit","14.321","12.252","17.550","6.075","0.000","19.855","25.691","16.178","19.207","8.340","216.593","0.000"
"38","LMP2","Kyle Masson","2","3:52.180","6:27.408","Green","Track","131.307","9.537","12.335","3.694","0.477","14.066","20.989","13.843","17.371","5.432","3.129","172.241"
"55","DPi","Jonathan Bomarito","4","1:33.442","6:48.963","Green","Track","2.935","7.929","11.226","3.564","0.462","12.030","19.182","12.678","15.541","4.934","2.961","177.834"
"5","DPi","Joao Barbosa","4","1:34.388","6:54.948","Green","Track","2.948","7.894","11.249","3.536","0.457","12.183","19.553","12.860","15.671","5.032","3.005","179.779"
"3","GTLM","Antonio Garcia","2","4:18.334","7:09.113","Green","Track","146.505","11.618","14.283","4.199","0.579","15.842","23.059","14.802","18.046","5.970","3.431","141.898"
"85","DPi","Tristan Vautier","2","4:47.856","7:15.567","Green","Track","190.771","9.362","11.885","3.644","0.501","13.631","19.996","13.243","16.459","5.296","3.068","163.990"
"31","DPi","Felipe Nasr","4","1:33.064","7:38.664","Green","Track","2.914","7.857","11.180","3.514","0.453","11.498","19.437","13.054","15.289","4.897","2.971","181.367"
"52","LMP2","Eric Lux","2","5:11.857","7:45.366","Green","Track","195.175","12.785","15.020","4.252","0.646","17.127","23.773","15.399","18.278","6.067","3.335","127.181"
