"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP5"
"21","TCR","Mason Filippi","3","1:47.652","6:57.073","Green","Track","5.744","9.649","5.748","10.922","9.038","2.321","0.622","9.785","18.652","21.600","7.209","6.362","131.540"
"98","TCR","Michael Lewis","3","1:42.240","6:59.841","Green","Track","5.530","9.601","5.443","10.201","9.014","2.323","0.630","8.573","17.854","20.503","6.691","5.877","129.870"
"59","GS","Kenny Wilden","3","1:41.879","7:08.385","Green","Track","5.481","9.158","5.306","10.084","8.926","2.225","0.597","8.394","17.954","20.496","7.033","6.225","137.049"
"35","GS","Dylan Murry","4","1:44.537","7:09.444","Green","Pit","5.106","8.862","5.116","0.000","0.000","2.195","0.584","8.472","18.046","19.369","7.476","10.654","140.100"
"75","GS","Kuno Wittmer","1","7:09.428","7:09.428","Green","Track","21.294","15.166","6.549","11.470","9.195","2.267","0.634","9.516","19.593","22.732","7.540","6.311","129.051"
"96","GS","Robby Foley","3","1:41.529","7:09.799","Green","Track","5.396","9.059","5.191","10.017","8.637","2.180","0.588","8.611","18.057","20.628","7.120","6.045","139.147"
"88","GS","Greg Liefooghe","4","1:40.480","7:16.179","Green","Track","5.177","8.867","5.133","9.998","8.826","2.228","0.596","8.677","17.924","20.248","6.923","5.883","137.279"
"7","GS","Alan Brynjolfsson","4","1:44.649","7:22.721","Green","Track","5.200","9.769","5.170","10.487","8.847","2.219","0.595","9.225","19.479","20.513","7.268","5.877","137.510"
"97","GS","Brandon Kidd","4","1:47.165","7:27.641","Green","Track","5.292","9.615","5.444","12.128","9.040","2.209","0.608","9.429","19.007","20.830","7.496","6.067","134.569"
"73","TCR","Mike LaMarra","4","1:42.776","7:29.306","Green","Track","5.394","9.457","5.310","10.288","9.192","2.351","0.629","8.626","17.745","20.604","7.418","5.762","130.077"
"31","GS","Jeff Courtney","4","1:54.012","7:33.537","Green","Pit","5.314","9.916","5.314","10.788","8.976","2.238","0.596","9.092","18.913","20.955","10.151","11.759","137.279"
"57","GS","Christian Hohenadel","4","1:40.707","7:38.861","Green","Track","5.296","9.135","5.084","9.992","8.753","2.193","0.586","9.116","18.300","19.693","7.025","5.534","139.621"
"65","GS","Brent Mosing","4","1:46.575","7:59.728","Green","Track","5.392","9.451","5.331","10.831","8.851","2.225","0.597","9.669","19.548","21.237","7.151","6.292","137.049"
"84","TCR","Brian Henderson","2","1:49.662","8:08.108","Green","Track","5.766","9.911","6.048","11.167","9.209","2.383","0.686","9.920","19.060","21.675","7.944","5.893","119.268"
"40","GS","Jade Buford","4","1:42.516","8:11.044","Green","Track","5.410","9.465","5.237","9.981","8.770","2.212","0.591","8.961","18.858","19.995","6.959","6.077","138.440"
"81","TCR","Marco Cirone","2","5:24.506","8:12.990","Green","Pit","6.156","10.067","5.602","10.339","9.015","2.310","0.631","9.685","19.080","20.652","9.848","221.121","129.664"
"13","GS","Scott Hargrove","2","1:51.762","8:15.704","Green","Track","6.334","10.090","5.437","11.394","9.089","2.219","0.603","9.806","19.738","22.299","7.841","6.912","135.685"
"37","TCR","Shelby Blackstock","3","4:22.865","8:26.522","Green","Track","151.964","13.186","6.500","12.001","9.476","2.377","0.637","9.691","19.523","23.855","7.578","6.077","128.443"
"71","GS","Robin Liddell","2","5:34.149","8:36.555","Green","Pit","5.757","10.544","6.100","10.899","8.829","2.203","0.588","9.309","18.563","21.304","9.059","230.994","139.147"
"5","TCR","Tim Lewis Jr","4","3:01.351","8:37.514","Green","Pit","5.436","9.733","5.555","11.147","8.953","2.307","0.649","9.991","19.747","20.966","9.503","77.364","126.068"
"98","TCR","Michael Lewis","4","1:41.218","8:41.059","Green","Track","5.298","9.085","5.278","9.670","8.940","2.293","0.618","8.401","18.779","20.577","6.587","5.692","132.392"
"21","TCR","Mason Filippi","4","1:45.927","8:43.000","Green","Track","5.482","9.155","5.489","10.238","8.883","2.293","0.616","9.528","19.133","21.932","7.068","6.110","132.822"
"59","GS","Kenny Wilden","4","1:39.319","8:47.704","Green","Track","5.335","9.316","5.352","10.075","8.814","2.219","0.595","8.330","17.372","19.525","6.525","5.861","137.510"
"96","GS","Robby Foley","4","1:40.877","8:50.676","Green","Track","5.615","9.723","5.236","10.241","8.560","2.181","0.589","8.394","17.703","20.012","6.971","5.652","138.910"
"75","GS","Kuno Wittmer","2","1:41.871","8:51.299","Green","Track","6.098","9.992","5.431","10.338","8.704","2.177","0.579","8.640","17.445","20.006","6.727","5.734","141.309"
"88","GS","Greg Liefooghe","5","1:43.044","8:59.223","Green","Track","5.223","8.975","5.134","10.104","8.713","2.202","0.602","9.046","18.805","21.199","7.151","5.890","135.911"
"7","GS","Alan Brynjolfsson","5","1:44.885","9:07.606","Green","Track","5.327","9.738","5.149","10.610","8.945","2.235","0.595","8.965","19.297","20.881","7.347","5.796","137.510"
"97","GS","Rob Ecklin Jr.","5","1:45.057","9:12.698","Green","Track","5.215","9.721","5.231","10.629","8.819","2.201","0.588","9.112","18.968","20.695","7.644","6.234","139.147"
"73","TCR","Mike LaMarra","5","1:43.910","9:13.216","Green","Track","5.353","9.277","5.272","10.041","9.179","2.341","0.628","8.845","18.570","20.864","7.588","5.952","130.284"
"57","GS","Christian Hohenadel","5","1:41.993","9:20.854","Green","Track","5.415","9.180","5.158","10.057","8.617","2.399","0.689","9.326","18.224","19.590","7.537","5.801","118.749"
"54","TCR","Stephen Simpson","1","9:29.777","9:29.777","Green","Track","0.000","13.963","6.650","11.283","9.470","2.693","0.818","10.849","20.501","23.103","8.224","6.818","100.022"
"65","GS","Brent Mosing","5","1:48.912","9:48.640","Green","Track","5.418","9.477","5.501","10.738","8.838","2.201","0.591","9.728","19.832","22.589","7.465","6.534","138.440"
"40","GS","Jade Buford","5","1:39.199","9:50.243","Green","Track","5.229","8.959","5.109","9.691","8.712","2.206","0.590","8.729","17.351","19.692","6.981","5.950","138.675"
"84","TCR","Brian Henderson","3","1:45.828","9:53.936","Green","Track","5.496","9.540","5.692","10.052","8.896","2.323","0.649","10.045","17.791","21.380","7.908","6.056","126.068"
"13","GS","Scott Hargrove","3","1:49.154","10:04.858","Red","Track","5.831","9.621","5.384","11.633","9.040","2.224","0.592","8.987","18.390","22.125","8.050","7.277","138.206"
"37","TCR","Shelby Blackstock","4","1:50.499","10:17.021","Red","Pit","5.636","9.391","5.382","10.307","9.050","2.327","0.623","8.439","17.971","21.657","8.883","10.833","131.329"
"98","TCR","Michael Lewis","5","1:50.173","10:31.232","Red","Pit","5.205","8.926","5.163","9.628","8.837","2.279","0.612","8.292","18.124","21.290","9.693","12.124","133.690"
"21","TCR","Mason Filippi","5","1:58.075","10:41.075","Red","Pit","5.412","9.082","5.381","9.984","8.766","2.267","0.608","9.427","18.288","24.216","12.231","12.413","134.569"
"71","GS","Robin Liddell","3","2:08.014","10:44.569","Red","Pit","13.954","12.196","5.468","10.163","8.634","2.182","0.583","8.592","17.755","22.099","13.274","13.114","140.340"
"96","GS","Robby Foley","5","1:55.672","10:46.348","Red","Pit","5.181","8.856","5.083","10.041","8.475","2.159","0.580","8.363","17.370","22.149","14.537","12.878","141.066"
"75","GS","Kuno Wittmer","3","1:56.761","10:48.060","Red","Pit","5.247","9.304","5.203","9.835","8.807","2.188","0.582","8.200","17.470","21.734","14.550","13.641","140.581"
"31","GS","Fred Roberts","5","3:19.462","10:52.999","Red","Pit","76.565","12.902","6.803","12.964","10.056","2.716","0.762","10.643","20.259","22.848","10.200","12.744","107.373"
"88","GS","Greg Liefooghe","6","1:54.544","10:53.767","Red","Pit","5.302","8.956","5.078","9.911","8.689","2.189","0.584","8.593","19.234","23.424","10.268","12.316","140.100"
"5","TCR","Tim Lewis Jr","5","2:22.488","11:00.002","Red","Pit","15.872","14.161","6.713","12.424","9.662","2.786","0.812","10.454","20.318","23.404","10.339","15.543","100.761"
"97","GS","Rob Ecklin Jr.","6","1:55.817","11:08.515","Red","Pit","5.290","9.853","5.255","10.673","8.810","2.181","0.583","9.123","19.830","21.842","9.586","12.791","140.340"
"73","TCR","Mike LaMarra","6","1:58.288","11:11.504","Red","Pit","5.473","9.474","5.439","10.572","9.162","2.319","0.621","8.874","20.127","22.092","10.889","13.246","131.752"
"57","GS","Christian Hohenadel","6","2:09.578","11:30.432","Red","Pit","5.674","9.344","5.316","10.150","8.706","2.549","0.795","10.946","24.445","30.710","10.007","10.936","102.916"
"54","TCR","Stephen Simpson","2","2:11.530","11:41.307","Red","Pit","6.596","11.004","6.714","10.354","9.049","2.356","0.782","11.088","20.331","31.905","9.866","11.485","104.627"
"65","GS","Brent Mosing","6","2:00.402","11:49.042","Red","Pit","5.428","9.577","5.337","10.897","9.005","2.309","0.624","9.649","21.387","24.277","9.610","12.302","131.119"
"40","GS","Jade Buford","6","2:03.123","11:53.366","Red","Pit","5.121","8.669","5.552","10.793","9.029","2.313","0.675","9.576","21.627","24.607","10.087","15.074","121.212"
"84","TCR","Brian Henderson","4","2:01.315","11:55.251","Red","Pit","5.542","9.381","5.487","10.178","8.879","2.302","0.619","9.232","20.681","24.292","9.740","14.982","132.178"
"13","GS","Scott Hargrove","4","2:15.027","12:19.885","Red","Pit","7.663","11.271","7.307","12.410","10.266","2.873","0.827","10.214","19.582","26.608","11.755","14.251","98.934"
"52","TCR","Max Faulkner","3","11:19.991","15:22.675","Red","Pit","188.049","13.865","7.106","11.699","9.273","2.345","0.681","9.927","20.533","384.783","15.474","16.256","120.144"
"81","TCR","Marco Cirone","3","9:29.429","17:42.419","Green","Pit","16.451","13.481","6.303","11.563","9.231","2.336","0.645","10.096","20.332","22.296","9.913","446.782","126.850"
"7","GS","Alan Brynjolfsson","6","8:35.755","17:43.361","Green","Pit","5.301","9.598","5.270","10.535","8.942","2.230","0.593","8.801","19.763","22.565","9.832","412.325","137.973"
"3","TCR","Alex Popow","3","10:55.153","17:46.189","Green","Pit","16.795","13.774","6.295","11.929","10.504","2.830","0.734","10.015","19.206","25.043","14.444","523.584","111.469"
"61","TCR","Gavin Ernstone","1","17:55.281","17:55.281","Green","Pit","14.104","15.588","7.284","12.650","10.143","2.572","0.751","11.408","22.871","25.030","11.597","447.924","108.946"
"59","GS","Kenny Wilden","5","9:20.150","18:07.854","Green","Pit","5.218","8.946","5.059","9.670","8.641","2.193","0.587","8.150","16.872","23.897","13.261","457.656","139.384"
"35","GS","Dylan Murry","5","11:52.516","19:01.960","Green","Pit","613.213","10.067","5.104","9.576","8.756","2.212","0.591","8.280","17.322","19.030","7.709","10.656","138.440"
"71","GS","Robin Liddell","4","8:18.933","19:03.502","Green","Track","401.705","11.605","5.387","10.157","8.689","2.212","0.592","8.523","17.066","20.159","6.875","5.963","138.206"
"96","GS","Robby Foley","6","8:20.512","19:06.860","Green","Track","401.282","12.139","5.722","10.220","8.725","2.200","0.590","8.504","17.668","20.560","6.871","6.031","138.675"
"75","GS","Kuno Wittmer","4","8:19.021","19:07.081","Green","Track","401.618","11.853","5.441","10.177","8.551","2.162","0.575","8.352","17.365","20.230","6.850","5.847","142.292"
"37","TCR","Shelby Blackstock","5","8:57.576","19:14.597","Green","Pit","428.355","11.413","5.725","10.568","9.070","2.335","0.626","9.195","18.597","22.514","8.391","10.787","130.700"
"31","GS","Fred Roberts","6","8:22.549","19:15.548","Green","Track","398.290","12.423","5.901","10.768","8.943","2.217","0.594","8.798","18.993","21.358","7.676","6.588","137.741"
"54","TCR","Stephen Simpson","3","7:44.941","19:26.248","Green","Track","357.922","12.396","6.443","10.802","9.070","2.305","0.678","9.512","19.349","22.755","7.314","6.395","120.676"
"5","TCR","Tim Lewis Jr","6","8:27.627","19:27.629","Green","Track","398.443","12.249","6.203","11.663","9.676","2.472","0.728","10.147","19.604","22.164","7.627","6.651","112.388"
"88","GS","Henry Schmitt","7","8:40.904","19:34.671","Green","Track","415.345","13.671","7.392","10.889","8.993","2.315","0.668","9.297","18.266","21.114","6.781","6.173","122.482"
"98","TCR","Mark Wilkins","6","9:04.993","19:36.225","Green","Track","442.884","11.924","5.766","10.560","9.088","2.305","0.643","9.451","18.309","20.851","7.088","6.124","127.244"
"73","TCR","Mike LaMarra","7","8:25.619","19:37.123","Green","Track","404.149","11.634","5.662","10.133","9.166","2.350","0.648","9.409","18.606","21.085","7.014","5.763","126.263"
"7","GS","Alan Brynjolfsson","7","2:02.143","19:45.504","Green","Track","16.886","12.392","5.826","11.563","9.079","2.236","0.596","9.172","19.247","21.440","7.296","6.410","137.279"
"21","TCR","Harry Gottsacker","6","9:05.850","19:46.925","Green","Track","438.072","13.112","7.104","11.449","9.266","2.317","0.635","9.312","19.186","21.708","7.554","6.135","128.848"
"81","TCR","Marco Cirone","4","2:05.920","19:48.339","Green","Track","19.367","12.585","6.298","11.218","9.381","2.338","0.625","9.339","18.956","21.877","7.469","6.467","130.909"
"40","GS","Jade Buford","7","7:55.027","19:48.393","Green","Track","371.598","13.091","5.652","10.373","8.867","2.252","0.605","9.437","18.463","21.202","7.312","6.175","135.237"
"3","TCR","Alex Popow","4","2:06.110","19:52.299","Green","Track","16.964","11.976","6.129","11.327","9.278","2.375","0.672","10.617","21.155","22.076","7.227","6.314","121.753"
"97","GS","Rob Ecklin Jr.","7","8:48.704","19:57.219","Green","Track","417.764","13.790","6.844","12.200","9.030","2.266","0.696","10.453","19.829","21.886","7.318","6.628","117.555"
"84","TCR","Brian Henderson","5","8:03.008","19:58.259","Green","Track","376.976","12.252","6.697","11.783","9.221","2.367","0.691","9.630","18.809","21.321","7.307","5.954","118.405"
"61","TCR","Gavin Ernstone","2","2:12.727","20:08.008","Green","Track","13.978","14.001","7.077","12.422","9.977","2.533","0.721","10.774","22.367","23.942","8.120","6.815","113.479"
"65","GS","Brent Mosing","7","8:21.362","20:10.404","Green","Track","399.798","12.342","5.578","10.851","8.764","2.195","0.586","8.793","19.055","20.330","6.980","6.090","139.621"
"59","GS","Kenny Wilden","6","2:06.141","20:13.995","Green","Track","14.471","16.896","8.292","10.738","9.026","2.276","0.609","8.635","18.727","23.796","6.817","5.858","134.348"
"39","GS","Jeff Westphal","1","20:16.764","20:16.764","Green","Track","777.775","12.760","5.679","11.089","9.142","2.239","0.598","9.308","19.531","21.444","7.356","6.370","136.820"
"71","GS","Robin Liddell","5","1:36.501","20:40.003","Green","Track","5.139","8.943","4.977","9.454","8.469","2.185","0.585","8.038","16.716","19.548","6.696","5.751","139.860"
"96","GS","Robby Foley","7","1:38.163","20:45.023","Green","Track","5.290","8.877","5.021","9.725","8.455","2.167","0.583","8.267","17.673","19.515","6.778","5.812","140.340"
"75","GS","Kuno Wittmer","5","1:44.025","20:51.106","Green","Track","5.256","9.005","5.011","9.773","10.686","2.944","0.833","9.351","18.346","20.670","6.553","5.597","98.221"
"31","GS","Fred Roberts","7","1:43.252","20:58.800","Green","Track","5.433","9.398","5.065","10.124","8.898","2.210","0.590","8.706","18.628","20.782","7.155","6.263","138.675"
"54","TCR","Stephen Simpson","4","1:44.063","21:10.311","Green","Track","6.047","9.855","5.556","9.687","8.844","2.268","0.615","8.775","18.079","21.293","7.056","5.988","133.038"
"37","TCR","Shelby Blackstock","6","1:56.359","21:10.956","Green","Track","13.733","11.838","5.727","10.645","9.866","2.521","0.664","9.146","18.337","21.281","6.904","5.697","123.220"
"88","GS","Henry Schmitt","8","1:39.342","21:14.013","Green","Track","5.191","8.679","5.036","9.850","8.783","2.210","0.591","8.340","17.606","20.519","6.720","5.817","138.440"
"98","TCR","Mark Wilkins","7","1:39.952","21:16.177","Green","Track","5.338","8.857","5.182","10.059","9.007","2.285","0.614","8.707","17.526","19.786","6.813","5.778","133.254"
"73","TCR","Mike LaMarra","8","1:41.653","21:18.776","Green","Track","5.373","9.244","5.242","9.981","9.081","2.318","0.621","8.863","18.012","20.576","6.717","5.625","131.752"
"40","GS","Jade Buford","8","1:39.129","21:27.522","Green","Track","5.208","8.876","4.998","9.719","8.810","2.221","0.593","8.317","18.185","19.828","6.693","5.681","137.973"
"7","GS","Alan Brynjolfsson","8","1:42.944","21:28.448","Green","Track","5.447","9.445","5.050","10.663","9.176","2.239","0.596","8.477","18.374","21.013","6.755","5.709","137.279"
"21","TCR","Harry Gottsacker","7","1:43.018","21:29.943","Green","Track","5.346","9.146","5.283","10.252","9.395","2.339","0.624","8.728","18.321","20.661","7.160","5.763","131.119"
"57","GS","Bryce Ward","7","10:05.129","21:35.561","Green","Track","503.190","11.953","5.883","10.614","8.866","2.196","0.613","9.314","19.309","19.935","7.082","6.174","133.472"
"3","TCR","Alex Popow","5","1:48.654","21:40.953","Green","Track","5.439","9.185","5.314","10.168","8.969","2.288","0.627","9.310","19.076","23.674","8.081","6.523","130.492"
"97","GS","Rob Ecklin Jr.","8","1:46.502","21:43.721","Green","Track","5.621","9.983","5.393","10.824","8.715","2.170","0.586","9.506","19.186","20.642","7.369","6.507","139.621"
"84","TCR","Brian Henderson","6","1:45.972","21:44.231","Green","Track","5.439","10.430","5.912","10.239","8.875","2.315","0.664","9.658","18.418","20.747","7.467","5.808","123.220"
"59","GS","Kenny Wilden","7","1:36.562","21:50.557","Green","Track","5.069","8.694","4.938","9.706","8.608","2.200","0.590","8.014","17.157","19.670","6.274","5.642","138.675"
"39","GS","Jeff Westphal","2","1:43.105","21:59.869","Green","Track","5.363","9.070","5.114","10.226","8.889","2.213","0.592","8.574","18.160","21.882","7.089","5.933","138.206"
"61","TCR","Gavin Ernstone","3","1:53.647","22:01.655","Green","Track","6.145","10.630","5.825","11.226","9.296","2.321","0.621","9.330","20.685","23.350","7.747","6.471","131.752"
"65","GS","Brent Mosing","8","1:51.379","22:01.783","Green","Pit","5.413","9.345","5.068","10.200","8.679","2.184","0.583","8.512","18.418","21.590","9.684","11.703","140.340"
"5","TCR","Tim Lewis Jr","7","2:45.296","22:12.925","Green","Pit","5.942","9.586","5.650","10.596","8.992","2.281","0.648","9.608","19.312","22.417","8.711","61.553","126.263"
"35","GS","James Cox","6","3:11.427","22:13.387","Green","Track","79.424","14.156","6.080","0.000","0.000","2.387","0.662","10.183","22.007","21.859","7.861","6.608","123.592"
"71","GS","Robin Liddell","6","1:34.831","22:14.834","Green","Track","5.002","8.538","4.901","9.404","8.492","2.181","0.583","7.967","16.783","18.860","6.589","5.531","140.340"
