"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"31","DPi","Pipo Derani","1","1:52.279","1:52.279","Green","Track","0.000","9.805","11.905","3.622","0.486","18.524","22.722","13.124","16.194","5.105","3.026","169.052"
"5","DPi","Filipe Albuquerque","1","1:55.311","1:55.311","Green","Track","0.000","11.154","13.329","3.812","0.514","14.473","21.783","13.823","16.993","5.453","3.075","159.843"
"85","DPi","Tristan Vautier","1","1:57.611","1:57.611","Green","Track","0.000","10.853","14.171","3.922","0.504","14.203","21.355","13.916","17.010","5.332","3.089","163.014"
"55","DPi","Olivier Pla","1","2:01.411","2:01.411","Green","Track","0.000","12.454","12.333","3.724","0.527","14.524","20.498","13.120","20.010","5.272","3.014","155.900"
"77","DPi","Oliver Jarvis","1","2:05.605","2:05.605","Green","Track","0.000","11.254","13.456","3.759","0.564","15.185","21.856","13.770","17.833","5.700","3.082","145.672"
"52","LMP2","Eric Lux","1","2:07.222","2:07.222","Green","Track","0.000","11.609","14.405","4.420","0.587","16.446","23.752","14.921","19.421","6.153","3.325","139.964"
"10","DPi","Renger Van Der Zande","1","2:13.275","2:13.275","Green","Track","0.000","10.496","13.070","3.834","0.543","14.086","22.045","17.908","20.863","5.272","3.059","151.306"
"911","GTLM","Patrick Pilet","1","2:16.025","2:16.025","Green","Track","0.000","10.100","14.781","4.557","0.705","17.112","23.469","14.527","18.054","6.083","3.435","116.538"
"38","LMP2","Cameron Cassels","1","2:17.621","2:17.621","Green","Track","0.000","12.224","15.377","4.310","0.679","17.238","24.972","14.464","18.807","5.966","3.357","121.000"
"912","GTLM","Earl Bamber","1","2:18.357","2:18.357","Green","Track","0.000","9.142","13.383","4.029","0.517","14.737","23.020","14.823","18.076","5.949","3.433","158.915"
"96","GTD","Dillon Machavern","1","2:19.873","2:19.873","Green","Track","0.000","11.168","14.524","4.175","0.538","15.857","23.736","15.418","19.022","6.068","3.454","152.712"
"86","GTD","Trent Hindman","1","2:24.431","2:24.431","Green","Track","0.000","9.828","14.056","4.500","0.616","15.531","23.497","15.119","18.501","6.137","3.499","133.375"
"57","GTD","Katherine Legge","1","2:25.336","2:25.336","Green","Track","0.000","9.917","14.241","4.150","0.596","15.990","23.472","14.937","18.518","6.176","3.500","137.851"
"84","DPi","Simon Trummer","1","2:26.491","2:26.491","Green","Track","0.000","10.110","14.063","3.832","0.512","14.822","22.188","13.759","17.536","5.524","3.125","160.467"
"4","GTLM","Oliver Gavin","1","2:26.774","2:26.774","Green","Track","0.000","10.640","14.019","4.066","0.543","15.723","22.774","14.598","17.941","5.888","3.422","151.306"
"6","DPi","Dane Cameron","1","2:28.673","2:28.673","Green","Pit","0.000","9.060","11.568","3.576","0.482","13.732","21.906","13.655","18.063","6.239","15.651","170.455"
"3","GTLM","Jan Magnussen","1","2:29.008","2:29.008","Green","Track","0.000","10.814","14.669","4.469","0.622","16.645","23.051","14.729","18.493","5.962","3.425","132.089"
"25","GTLM","Connor De Phillippi","1","2:29.357","2:29.357","Green","Track","0.000","10.651","13.590","4.133","0.536","15.494","23.092","14.657","18.240","6.009","3.422","153.282"
"24","GTLM","Jesse Krohn","1","2:29.637","2:29.637","Green","Track","0.000","10.631","14.315","4.104","0.547","15.731","22.181","14.706","17.946","5.883","3.389","150.199"
"54","DPi","Romain Dumas","1","2:36.510","2:36.510","Green","Track","15.912","10.712","12.870","3.690","0.471","13.712","22.200","13.775","17.772","5.433","3.053","174.435"
"33","GTD","Jeroen Bleekemolen","1","2:39.006","2:39.006","Green","Track","14.553","10.511","13.673","4.371","0.547","16.117","22.897","14.779","19.570","6.178","3.496","150.199"
"67","GTLM","Richard Westbrook","1","2:39.047","2:39.047","Green","Track","15.451","10.689","14.349","4.117","0.534","15.109","23.455","14.651","18.621","6.014","3.395","153.856"
"48","GTD","Bryan Sellers","1","2:39.720","2:39.720","Green","Track","14.757","10.140","13.684","4.296","0.562","16.181","23.028","14.780","20.024","6.120","3.469","146.191"
"66","GTLM","Dirk Mueller","1","2:40.613","2:40.613","Green","Track","16.118","9.831","13.295","4.007","0.551","14.643","21.968","14.445","18.520","5.927","3.406","149.109"
"14","GTD","Philipp Frommenwiler","1","2:42.256","2:42.256","Green","Track","0.000","11.006","15.847","4.543","0.564","16.122","24.253","15.668","20.314","6.618","3.568","145.672"
"63","GTD","Toni Vilander","1","2:44.877","2:44.877","Green","Track","14.847","11.497","15.136","4.746","0.652","16.272","23.199","14.872","18.555","6.166","3.526","126.011"
"47","GTD","Brandon Gdovic","1","2:50.521","2:50.521","Green","Track","14.694","10.509","14.727","4.387","0.558","16.885","23.863","15.101","18.703","6.419","3.603","147.239"
"29","GTD","Daniel Morad","1","3:01.720","3:01.720","Green","Track","14.577","11.752","15.600","4.398","0.618","17.206","25.690","16.188","20.566","0.000","0.000","132.944"
"540","GTD","Marc Miller","1","3:02.763","3:02.763","Green","Track","14.737","10.866","15.223","4.298","0.617","17.110","25.586","16.234","20.911","6.683","3.555","133.159"
"9","GTD","Lars Kern","1","3:03.687","3:03.687","Green","Track","15.221","11.901","17.284","5.307","0.735","18.933","27.413","17.114","22.410","6.976","3.681","111.781"
"44","GTD","John Potter","1","3:04.048","3:04.048","Green","Track","14.696","12.181","15.285","4.302","0.574","18.010","25.253","15.417","19.515","6.573","3.582","143.134"
"12","GTD","Aaron Telitz","1","3:07.986","3:07.986","Green","Track","0.000","10.408","14.275","4.175","0.538","15.517","23.238","15.183","18.427","5.973","3.488","152.712"
"7","DPi","Helio Castroneves","1","3:10.672","3:10.672","Green","Pit","0.000","11.505","20.901","8.828","1.166","21.110","30.387","15.601","18.899","7.751","15.603","70.462"
"8","GTD","Ryan Dalziel","1","3:12.605","3:12.605","Green","Track","14.480","10.406","14.680","4.247","0.573","16.212","23.747","15.382","18.980","6.328","3.577","143.384"
"31","DPi","Pipo Derani","2","1:36.892","3:29.171","Green","Track","2.920","7.924","11.219","3.511","0.468","14.620","19.846","12.748","15.659","4.994","2.983","175.554"
"50","DPi","Will Owen","1","3:31.832","3:31.832","Green","Track","14.560","9.941","12.497","3.692","0.505","15.233","21.129","13.214","16.319","5.255","3.060","162.691"
"5","DPi","Filipe Albuquerque","2","1:38.340","3:33.651","Green","Track","2.977","8.126","11.295","3.553","0.457","12.634","20.318","13.290","17.474","5.196","3.020","179.779"
"55","DPi","Olivier Pla","2","1:35.078","3:36.489","Green","Track","2.942","8.108","11.146","3.517","0.454","12.249","19.354","13.159","16.182","5.015","2.952","180.967"
"85","DPi","Tristan Vautier","2","1:42.138","3:39.749","Green","Track","2.994","8.331","11.335","3.555","0.458","12.127","19.481","12.878","22.491","5.427","3.061","179.387"
"73","GTD","Patrick Long","1","3:41.406","3:41.406","Green","Track","0.000","9.729","13.535","4.083","0.528","16.392","23.378","15.778","18.690","6.100","3.460","155.604"
"77","DPi","Oliver Jarvis","2","1:37.320","3:42.925","Green","Track","3.063","8.488","11.167","3.543","0.470","13.252","20.128","12.844","16.161","5.215","2.989","174.807"
"10","DPi","Renger Van Der Zande","2","1:35.309","3:48.584","Green","Track","2.957","8.055","11.341","3.578","0.462","11.993","19.371","13.518","15.972","5.061","3.001","177.834"
"52","LMP2","Eric Lux","2","1:43.737","3:50.959","Green","Track","3.160","8.778","11.807","3.671","0.474","13.822","21.342","14.143","17.604","5.717","3.219","173.331"
"911","GTLM","Patrick Pilet","2","1:45.935","4:01.960","Green","Track","3.298","8.864","12.528","3.940","0.508","14.090","21.562","14.247","17.654","5.839","3.405","161.730"
"38","LMP2","Cameron Cassels","2","1:44.902","4:02.523","Green","Track","3.193","8.791","11.823","3.721","0.535","14.726","21.818","13.633","17.673","5.725","3.264","153.568"
"84","DPi","Simon Trummer","2","1:38.453","4:04.944","Green","Track","3.050","8.254","11.731","3.651","0.469","12.524","20.062","13.066","16.990","5.552","3.104","175.179"
"912","GTLM","Earl Bamber","2","1:46.891","4:05.248","Green","Track","3.285","8.862","12.566","3.918","0.505","14.022","21.776","14.940","17.734","5.877","3.406","162.691"
"96","GTD","Dillon Machavern","2","1:50.103","4:09.976","Green","Track","3.309","9.249","12.594","3.926","0.505","14.805","22.914","14.667","18.692","6.011","3.431","162.691"
"4","GTLM","Oliver Gavin","2","1:46.342","4:13.116","Green","Track","3.285","8.857","12.482","3.881","0.501","14.128","21.717","14.260","18.030","5.827","3.374","163.990"
"86","GTD","Trent Hindman","2","1:49.204","4:13.635","Green","Track","3.350","9.178","12.841","4.028","0.519","14.426","22.180","14.617","18.580","6.036","3.449","158.303"
"25","GTLM","Connor De Phillippi","2","1:45.271","4:14.628","Green","Track","3.332","8.800","12.774","3.838","0.497","13.650","21.474","14.058","17.724","5.794","3.330","165.310"
"54","DPi","Romain Dumas","2","1:38.279","4:14.789","Green","Track","2.937","8.007","11.032","3.494","0.451","13.437","19.932","13.045","17.514","5.402","3.028","182.171"
"24","GTLM","Jesse Krohn","2","1:46.413","4:16.050","Green","Track","3.374","9.086","12.349","3.906","0.504","14.046","21.404","14.162","18.396","5.821","3.365","163.014"
"57","GTD","Katherine Legge","2","1:52.097","4:17.433","Green","Track","3.342","9.192","12.824","4.005","0.516","14.400","22.726","14.737","20.734","6.144","3.477","159.223"
"67","GTLM","Richard Westbrook","2","1:45.988","4:25.035","Green","Track","3.292","8.965","12.522","3.928","0.506","13.958","21.860","14.267","17.644","5.696","3.350","162.370"
"66","GTLM","Dirk Mueller","2","1:46.317","4:26.930","Green","Track","3.263","8.665","12.428","3.890","0.503","14.085","22.014","14.476","17.850","5.790","3.353","163.338"
"33","GTD","Jeroen Bleekemolen","2","1:47.887","4:26.893","Green","Track","0.000","0.000","12.774","4.003","0.514","14.225","21.963","14.462","17.954","5.891","3.439","159.843"
"48","GTD","Bryan Sellers","2","1:48.524","4:28.244","Green","Track","3.307","9.102","12.744","4.027","0.560","14.686","22.251","14.504","17.973","5.934","3.436","146.713"
"63","GTD","Toni Vilander","2","1:49.280","4:34.157","Green","Track","3.352","9.093","12.902","4.027","0.517","14.569","22.457","14.740","18.110","6.028","3.485","158.915"
"14","GTD","Philipp Frommenwiler","2","1:53.684","4:35.940","Green","Track","3.371","9.525","13.105","4.008","0.514","15.117","23.540","15.704","19.064","6.235","3.501","159.843"
"3","GTLM","Jan Magnussen","2","2:07.567","4:36.575","Green","Pit","3.316","9.051","14.464","4.133","0.562","16.170","22.849","14.675","19.319","7.497","15.531","146.191"
"47","GTD","Brandon Gdovic","2","1:50.732","4:41.253","Green","Track","3.408","9.430","12.905","4.003","0.515","14.899","22.776","14.876","18.354","6.081","3.485","159.532"
"29","GTD","Daniel Morad","2","1:52.355","4:54.075","Green","Track","0.000","0.000","12.986","4.047","0.520","15.042","23.280","14.871","18.986","6.144","3.506","157.998"
"540","GTD","Marc Miller","2","1:52.071","4:54.834","Green","Track","3.430","9.433","12.972","4.090","0.527","15.333","22.963","14.865","18.628","6.300","3.530","155.900"
"44","GTD","John Potter","2","1:53.509","4:57.557","Green","Track","3.439","9.600","13.177","4.066","0.522","15.572","23.556","15.066","18.712","6.264","3.535","157.393"
"12","GTD","Aaron Telitz","2","1:50.174","4:58.160","Green","Track","3.368","9.222","12.855","4.015","0.528","15.229","22.496","14.714","18.198","6.064","3.485","155.604"
"31","DPi","Pipo Derani","3","1:34.383","5:03.554","Green","Track","2.889","7.942","11.192","3.514","0.453","12.094","18.986","12.693","16.087","5.466","3.067","181.367"
