"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"46","GS","Hugh Plumb","1","2:27.335","2:27.335","Green","Track","0.000","22.453","13.438","23.901","8.664","6.905","6.449","11.400","7.752","6.796","5.587","0.502","3.194","162.984"
"35","GS","Dylan Murry","1","2:30.013","2:30.013","Green","Track","0.000","19.836","13.428","24.666","8.723","6.911","6.436","11.347","7.808","6.740","5.521","0.495","3.158","165.289"
"26","GS","Jayson Clunie","1","2:30.005","2:30.005","Green","Track","0.000","21.512","12.869","24.543","8.857","7.019","6.636","11.606","7.940","6.877","5.709","0.511","3.273","160.114"
"13","GS","Orey Fidani","1","2:32.236","2:32.236","Green","Track","0.000","22.370","13.614","25.606","8.895","7.261","6.549","12.109","7.928","6.789","5.623","0.503","3.199","162.660"
"4","GS","Ted Giovanis","1","2:34.743","2:34.743","Green","Track","0.000","21.299","14.003","25.400","8.859","6.958","6.602","13.032","8.078","6.916","5.635","0.503","3.197","162.660"
"2","GS","Rodrigo Sales","1","2:36.352","2:36.352","Green","Track","0.000","20.532","13.151","26.450","8.991","7.022","7.493","12.551","7.821","6.815","5.581","0.499","3.170","163.964"
"31","GS","Marc Miller","1","2:40.763","2:40.763","Green","Track","0.000","21.374","12.908","25.874","8.918","6.995","6.518","12.064","8.062","6.849","5.639","0.507","3.228","161.377"
"10","TCR","Lee Carpentier","1","2:41.209","2:41.209","Green","Track","0.000","20.914","13.416","25.398","9.407","7.533","7.183","12.959","8.524","7.490","6.151","0.549","3.509","149.031"
"33","GS","Russell Ward","1","2:47.653","2:47.653","Green","Track","0.000","21.528","13.563","25.868","9.538","7.533","7.370","14.772","8.334","7.021","5.719","0.510","3.252","160.428"
"57","GS","Bryce Ward","1","2:51.317","2:51.317","Green","Track","0.000","20.324","13.374","23.958","8.773","6.962","6.377","13.146","8.121","7.018","5.720","0.511","3.231","160.114"
"56","GS","Eric Foss","1","2:51.338","2:51.338","Green","Track","0.000","19.890","11.856","23.676","8.681","6.988","6.321","12.572","8.067","6.996","5.708","0.512","3.266","159.801"
"82","GS","Devin Jones","1","2:51.982","2:51.982","Green","Track","0.000","20.567","12.492","23.774","8.720","6.946","6.382","12.578","8.165","6.927","5.682","0.508","3.228","161.059"
"22","GS","Austin Cindric","1","2:58.404","2:58.404","Green","Track","0.000","20.565","12.287","24.257","8.834","7.091","6.518","11.365","7.991","7.023","5.706","0.512","3.278","159.801"
"5","TCR","Tim Lewis Jr","1","2:58.939","2:58.939","Green","Track","0.000","22.630","14.215","27.285","9.607","7.625","7.906","15.715","8.837","7.638","6.296","0.565","3.592","144.811"
"7","GS","Alan Brynjolfsson","1","2:59.016","2:59.016","Green","Track","0.000","21.426","13.274","25.025","8.771","6.878","6.604","11.938","7.961","6.822","5.551","0.495","3.165","165.289"
"89","TCR","Chad Gilsinger","1","2:59.425","2:59.425","Green","Track","0.000","22.188","12.575","24.407","9.307","7.648","7.287","14.404","8.748","7.595","6.260","0.564","3.587","145.068"
"12","TCR","Russell McDonough","1","3:00.068","3:00.068","Green","Track","0.000","21.525","12.925","27.192","9.671","7.707","7.175","25.023","9.581","7.730","6.177","0.555","3.579","147.420"
"96","GS","Sydney McKee","1","3:02.361","3:02.361","Green","Track","0.000","21.416","13.109","25.608","9.116","7.029","6.629","12.582","8.108","6.933","5.697","0.509","3.240","160.743"
"11","GS","Thomas Collingwood","1","3:02.993","3:02.993","Green","Track","0.000","22.408","13.174","27.835","9.016","7.141","6.760","12.467","7.979","6.859","5.625","0.503","3.280","162.660"
"93","GS","Tom Dyer","1","3:03.618","3:03.618","Green","Track","0.000","21.967","12.628","23.886","8.771","7.010","6.671","12.250","7.885","6.884","5.628","0.503","3.197","162.660"
"77","GS","Trent Hindman","1","3:10.225","3:10.225","Green","Track","0.000","22.760","13.568","26.011","9.629","8.000","7.380","11.744","7.838","6.774","5.604","0.500","3.181","163.636"
"47","GS","Jason Hart","1","3:13.187","3:13.187","Green","Track","0.000","22.910","14.720","26.228","9.763","7.677","6.880","11.917","8.092","7.014","5.735","0.510","3.254","160.428"
