"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"46","GS","Owen Trinkler","1","2:14.797","2:14.797","Green","Track","0.000","19.198","11.802","22.179","8.667","6.987","6.332","10.974","7.660","6.737","5.600","0.502","3.215","162.984"
"2","GS","Rodrigo Sales","1","2:22.172","2:22.172","Green","Track","0.000","20.118","11.939","22.573","8.654","7.060","6.575","10.880","7.757","6.837","5.695","0.511","3.267","160.114"
"77","GS","Alan Brynjolfsson","1","2:23.263","2:23.263","Green","Track","0.000","19.258","11.999","23.074","8.723","6.967","6.316","11.268","7.837","6.820","5.657","0.508","3.254","161.059"
"35","GS","James Cox","1","2:29.220","2:29.220","Green","Track","0.000","20.615","12.391","23.223","8.843","7.098","6.410","12.030","7.914","6.890","5.711","0.516","3.284","158.562"
"71","GS","Frank DePew","1","2:32.081","2:32.081","Green","Track","0.000","19.892","11.485","22.370","8.836","7.073","6.579","11.865","7.949","6.895","5.757","0.517","3.299","158.256"
"10","TCR","Kieron O'Rourke","1","2:33.812","2:33.812","Green","Track","0.000","20.490","13.620","25.043","9.713","8.493","7.549","12.884","8.505","7.470","6.192","0.556","3.541","147.155"
"31","GS","Paul Nemschoff","1","2:36.606","2:36.606","Green","Track","0.000","19.032","11.343","22.576","8.787","7.048","6.391","10.964","7.893","6.822","5.728","0.517","3.307","158.256"
"11","GS","Thomas Collingwood","1","2:39.343","2:39.343","Green","Track","0.000","20.606","12.345","24.316","8.981","7.104","6.581","11.848","8.001","6.894","5.748","0.519","3.314","157.646"
"13","GS","Orey Fidani","1","2:43.737","2:43.737","Green","Track","0.000","19.602","11.880","22.633","8.757","7.029","6.536","11.718","7.882","6.893","5.751","0.518","3.317","157.950"
"12","TCR","Russell McDonough","1","2:45.392","2:45.392","Green","Track","0.000","21.037","12.503","24.345","9.380","7.698","7.051","11.826","8.300","7.533","6.333","0.571","3.640","143.289"
"33","GS","Russell Ward","1","2:47.479","2:47.479","Green","Track","0.000","20.076","12.754","23.516","8.839","7.084","6.445","11.690","7.847","6.845","5.707","0.512","3.271","159.801"
"57","GS","Bryce Ward","1","2:48.463","2:48.463","Green","Track","0.000","20.064","12.781","24.360","8.767","6.951","6.328","11.363","7.723","6.764","5.616","0.504","3.230","162.338"
"7","GS","Trent Hindman","1","2:52.357","2:52.357","Green","Track","0.000","20.111","13.589","24.235","8.849","7.010","6.394","11.309","7.786","6.766","5.666","0.510","3.249","160.428"
"61","TCR","Gavin Ernstone","1","2:52.705","2:52.705","Green","Track","0.000","20.865","13.592","24.382","9.339","7.541","7.008","12.126","8.293","7.367","6.154","0.553","3.531","147.953"
"66","GS","Spencer Pumpelly","1","2:55.312","2:55.312","Green","Track","0.000","18.727","11.416","23.628","8.654","6.927","6.451","11.495","7.712","6.725","5.580","0.500","3.202","163.636"
"59","GS","Rod Randall","1","2:55.802","2:55.802","Green","Track","0.000","19.613","12.757","23.626","8.954","7.172","6.551","11.495","7.898","6.925","5.666","0.519","3.381","157.646"
"60","GS","Nate Stacy","1","2:55.998","2:55.998","Green","Track","0.000","19.345","12.366","23.848","8.917","7.149","6.543","11.574","7.802","6.841","5.585","0.501","3.373","163.310"
"82","GS","James Clay","1","3:00.581","3:00.581","Green","Track","0.000","19.480","11.746","22.506","8.678","6.991","6.882","11.628","7.942","7.006","5.874","0.530","3.380","154.374"
"4","GS","Guy Cosmo","1","3:01.174","3:01.174","Green","Track","0.000","19.369","11.737","22.426","8.705","7.175","7.942","11.395","7.674","6.729","5.585","0.500","3.194","163.636"
"89","TCR","Chad Gilsinger","1","3:05.089","3:05.089","Green","Track","0.000","19.022","11.988","22.718","9.337","7.720","7.053","11.235","8.206","7.412","6.297","0.575","3.684","142.292"
"67","GS","Chris Bellomo","1","3:07.659","3:07.659","Green","Track","0.000","20.186","12.067","23.827","8.826","6.995","6.879","12.316","8.079","6.862","5.672","0.510","3.251","160.428"
"26","GS","Jayson Clunie","1","3:08.773","3:08.773","Green","Track","0.000","20.037","12.403","23.033","8.738","7.010","6.467","11.541","7.908","6.883","5.748","0.516","3.296","158.562"
"5","TCR","Roy Block","1","3:13.819","3:13.819","Green","Pit","0.000","22.484","13.607","27.271","9.475","7.710","7.440","12.145","8.266","7.478","13.906","0.000","0.000","0.000"
"54","TCR","Stephen Simpson","1","3:15.868","3:15.868","Green","Pit","0.000","19.944","13.738","24.674","9.914","8.444","7.279","11.838","8.571","7.673","9.923","0.000","0.000","0.000"
"56","GS","Eric Foss","1","3:18.073","3:18.073","Green","Track","0.000","18.926","11.644","23.679","8.825","7.172","6.534","11.128","7.711","6.822","5.696","0.514","3.268","159.179"
"47","GS","Jason Hart","1","3:19.774","3:19.774","Green","Track","0.000","21.942","15.000","26.502","9.408","7.418","6.845","10.972","7.811","6.767","5.699","0.513","3.277","159.490"
"44","GS","Matt Travis","1","3:21.550","3:21.550","Green","Track","0.000","21.795","13.895","25.946","9.389","7.276","6.939","11.895","8.015","6.837","5.717","0.513","3.286","159.490"
"39","GS","Tyler McQuarrie","1","3:24.568","3:24.568","Green","Track","0.000","22.330","13.663","25.116","9.226","7.797","6.863","12.369","7.900","6.934","5.695","0.511","3.263","160.114"
"73","TCR","Shelby Blackstock","1","3:25.927","3:25.927","Green","Track","0.000","21.247","13.570","26.301","9.509","7.668","7.148","12.580","8.387","7.466","6.321","0.572","3.652","143.039"
"93","GS","Mark Siegel","1","3:26.135","3:26.135","Green","Track","0.000","21.317","13.186","25.187","8.919","7.425","6.822","12.829","8.178","7.041","5.786","0.535","3.459","152.931"
"24","GS","Frank Gannett II","1","3:27.184","3:27.184","Green","Track","0.000","19.856","12.900","23.382","9.059","7.119","6.534","11.893","8.024","6.942","5.724","0.514","3.289","159.179"
"15","GS","Ty Majeski","1","3:29.229","3:29.229","Green","Track","0.000","21.041","11.746","22.931","8.833","7.116","6.317","10.797","7.836","6.918","5.684","0.512","3.276","159.801"
"22","GS","Austin Cindric","1","3:30.823","3:30.823","Green","Track","0.000","21.102","11.892","22.775","8.878","7.120","6.309","10.886","7.965","6.994","5.716","0.514","3.291","159.179"
"99","GS","Gary Ferrera","1","3:39.554","3:39.554","Green","Track","0.000","21.236","13.790","24.746","9.113","7.098","6.485","12.131","7.853","6.827","5.657","0.509","3.323","160.743"
"09","GS","Ramin Abdolvahabi","1","3:41.936","3:41.936","Green","Track","0.000","20.750","13.522","24.558","9.175","7.180","6.777","12.477","8.068","7.032","5.910","0.533","3.408","153.505"
"37","TCR","Mike LaMarra","1","3:46.309","3:46.309","Green","Track","0.000","19.956","17.279","23.737","9.214","7.639","7.061","11.522","8.094","7.353","6.272","0.571","3.645","143.289"
"28","GS","Jan Heylen","1","3:49.114","3:49.114","Green","Track","0.000","22.023","12.912","24.576","9.059","7.327","6.738","12.311","7.895","6.818","5.725","0.517","3.317","158.256"
"65","GS","Tim Probert","1","3:50.500","3:50.500","Green","Track","0.000","19.736","12.375","23.399","8.956","7.082","6.987","12.393","7.851","6.935","5.738","0.519","3.307","157.646"
"84","TCR","Todd Lamb","1","3:51.403","3:51.403","Green","Track","0.000","22.791","14.293","25.313","9.500","7.670","7.288","12.351","8.182","7.320","6.154","0.555","3.557","147.420"
"96","GS","Bruce McKee","1","4:00.512","4:00.512","Green","Track","0.000","19.829","11.975","24.142","9.756","7.303","13.352","15.173","7.896","6.966","5.797","0.525","3.368","155.844"
"46","GS","Owen Trinkler","2","1:54.816","4:09.613","Green","Track","11.812","15.113","10.831","21.300","8.616","6.954","6.262","10.324","7.567","6.697","5.613","0.506","3.221","161.696"
"2","GS","Kenton Koch","2","1:56.082","4:18.254","Green","Track","12.004","15.262","10.892","21.288","8.619","7.002","6.309","10.537","7.800","6.842","5.717","0.515","3.295","158.870"
"77","GS","Alan Brynjolfsson","2","1:59.169","4:22.432","Green","Track","12.234","15.969","11.315","22.431","8.695","6.964","6.308","10.941","7.901","6.860","5.722","0.517","3.312","158.256"
"35","GS","James Cox","2","1:58.860","4:28.080","Green","Track","12.868","15.681","11.192","21.790","8.765","7.053","6.333","11.044","7.731","6.846","5.726","0.518","3.313","157.950"
"71","GS","Frank DePew","2","1:57.305","4:29.386","Green","Track","12.362","15.468","10.881","21.632","8.735","7.023","6.309","10.782","7.760","6.836","5.710","0.516","3.291","158.562"
"31","GS","Paul Nemschoff","2","1:58.708","4:35.314","Green","Track","12.133","16.020","10.966","22.278","8.876","7.061","6.392","10.809","7.769","6.792","5.747","0.522","3.343","156.740"
"10","TCR","Kieron O'Rourke","2","2:04.576","4:38.388","Green","Track","13.140","16.252","11.804","22.651","9.475","7.612","6.785","11.165","8.153","7.280","6.141","0.556","3.562","147.155"
"11","GS","Thomas Collingwood","2","2:01.858","4:41.201","Green","Track","12.787","16.265","11.377","22.744","8.942","7.098","6.380","11.540","8.081","6.945","5.801","0.527","3.371","155.253"
"13","GS","Orey Fidani","2","1:58.040","4:41.777","Green","Track","12.252","15.663","10.913","21.958","8.760","7.037","6.319","10.841","7.859","6.830","5.764","0.521","3.323","157.041"
