"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"21","TCR","Harry Gottsacker","5","8:37.529","52:15.284","Green","Pit","15.234","17.751","13.489","26.999","9.542","7.870","9.678","16.451","10.169","9.570","15.048","0.000","0.000","0.000"
"23","TCR","Nick Galante","11","5:18.142","52:32.675","Green","Track","192.541","21.726","13.625","26.103","9.527","7.564","7.179","13.421","8.607","7.480","6.231","0.561","3.577","145.843"
"96","GS","Robby Foley","14","7:58.665","52:53.727","Green","Pit","346.492","19.623","12.123","24.581","8.906","7.055","6.551","12.461","8.008","6.933","11.954","0.000","0.000","0.000"
"57","GS","Bryce Ward","14","6:06.904","52:55.196","Green","Track","243.783","24.297","12.825","25.388","8.970","7.031","6.774","13.333","8.035","6.904","5.753","0.517","3.294","158.256"
"24","GS","Drew Staveley","10","2:36.244","52:58.288","Green","Track","35.902","20.311","13.173","25.123","9.101","7.161","6.904","13.416","8.275","7.064","5.895","0.531","3.388","154.083"
"69","GS","Jesse Lazare","5","10:34.330","53:03.883","Green","Track","515.987","19.430","12.764","25.853","8.929","7.017","6.778","13.327","7.930","6.782","5.719","0.516","3.298","158.562"
"40","GS","James Pesek","10","11:57.483","53:15.762","Green","Track","572.057","26.076","17.170","30.844","10.848","8.372","7.566","16.012","9.419","8.276","6.522","0.573","3.748","142.789"
"98","TCR","Michael Lewis","3","2:49.754","53:30.583","Green","Track","40.734","23.863","13.773","26.728","9.324","7.622","7.481","13.515","8.480","7.539","6.415","0.581","3.699","140.823"
"23","TCR","Nick Galante","12","2:14.970","54:47.645","Green","Track","14.669","17.424","13.173","25.873","9.604","7.592","7.185","13.129","8.537","7.462","6.208","0.559","3.555","146.365"
"31","GS","Marc Miller","1","54:49.631","54:49.631","Green","Pit","0.000","21.889","13.222","26.221","8.948","7.014","6.945","13.470","8.115","6.915","12.254","0.000","0.000","0.000"
"21","TCR","Harry Gottsacker","6","2:47.107","55:02.391","Green","Track","34.938","23.945","14.473","28.160","9.566","7.569","7.339","14.504","8.599","7.479","6.326","0.572","3.637","143.039"
"24","GS","Drew Staveley","11","2:07.908","55:06.196","Green","Track","13.729","16.496","12.200","24.540","9.097","7.170","6.776","12.838","8.157","7.043","5.932","0.533","3.397","153.505"
"57","GS","Bryce Ward","15","2:12.245","55:07.441","Green","Track","14.693","17.117","12.193","25.645","9.744","7.608","6.928","13.861","8.037","6.877","5.729","0.515","3.298","158.870"
"69","GS","Jesse Lazare","7","2:05.165","55:09.048","Green","Track","13.473","16.569","12.064","24.418","8.681","6.896","6.592","12.497","7.772","6.741","5.697","0.511","3.254","160.114"
"96","GS","Robby Foley","15","2:31.161","55:24.888","Green","Track","32.943","19.536","12.078","24.821","8.850","7.040","8.252","13.008","7.961","6.940","5.838","0.526","3.368","155.548"
"40","GS","James Pesek","11","2:28.245","55:44.007","Green","Track","17.016","19.788","14.356","29.240","9.629","7.595","7.475","15.090","9.537","8.076","6.347","0.560","3.536","146.104"
"23","TCR","Nick Galante","13","2:14.019","57:01.664","Green","Track","14.334","17.395","12.933","26.041","9.540","7.579","7.076","12.846","8.513","7.442","6.204","0.558","3.558","146.628"
"24","GS","Drew Staveley","12","2:08.357","57:14.553","Green","Track","14.007","16.709","12.329","24.696","8.990","7.153","6.802","12.744","8.140","7.019","5.861","0.529","3.378","154.666"
"69","GS","Jesse Lazare","8","2:07.134","57:16.182","Green","Track","13.980","17.470","12.090","25.062","8.681","6.894","6.618","12.380","7.785","6.735","5.678","0.509","3.252","160.743"
"31","GS","Marc Miller","2","2:30.395","57:20.026","Green","Track","33.374","20.087","12.360","25.078","8.951","6.958","6.648","12.621","7.976","6.851","5.706","0.513","3.272","159.490"
"57","GS","Bryce Ward","16","2:14.670","57:22.111","Green","Track","15.125","18.487","13.234","26.121","9.362","7.314","6.939","13.681","8.047","6.891","5.698","0.509","3.262","160.743"
"21","TCR","Mason Filippi","7","2:23.552","57:25.943","Green","Track","14.976","18.877","14.703","27.607","9.625","8.397","8.949","13.935","8.561","7.487","6.274","0.563","3.598","145.325"
"96","GS","Robby Foley","16","2:06.098","57:30.986","Green","Track","13.423","17.028","11.909","24.680","8.848","7.020","6.528","12.184","7.972","6.906","5.773","0.519","3.308","157.646"
"98","TCR","Michael Lewis","4","4:22.665","57:53.248","Green","Pit","14.800","17.889","12.488","25.322","10.418","11.211","10.486","15.814","10.595","9.136","12.332","0.000","0.000","0.000"
"40","GS","James Pesek","12","2:23.757","58:07.764","Green","Track","15.895","19.174","13.690","28.769","9.383","7.285","7.144","14.489","8.869","8.419","6.496","0.567","3.577","144.300"
"69","GS","Jesse Lazare","9","2:05.346","59:21.528","Green","Track","13.578","16.529","11.796","24.906","8.818","6.936","6.519","12.157","7.796","6.758","5.730","0.517","3.306","158.256"
"24","GS","Drew Staveley","13","2:09.716","59:24.269","Green","Track","13.825","16.766","12.216","25.223","9.358","7.283","6.840","13.342","8.178","6.990","5.812","0.524","3.359","156.142"
"31","GS","Marc Miller","3","2:07.040","59:27.066","Green","Track","13.960","16.907","12.093","24.685","8.892","6.946","6.586","12.574","8.017","6.859","5.719","0.515","3.287","158.870"
"57","GS","Bryce Ward","17","2:10.708","59:32.819","Green","Track","14.348","17.073","12.391","25.597","8.955","6.976","6.561","13.429","8.353","7.281","5.862","0.523","3.359","156.440"
"23","TCR","Nick Galante","14","2:31.363","59:33.027","Green","Pit","14.160","17.550","12.679","25.959","9.584","7.595","6.956","14.050","8.650","7.523","11.907","0.000","0.000","0.000"
"44","GS","Mike Vess","1","59:36.225","59:36.225","Green","Track","0.000","24.161","15.267","28.864","10.854","8.599","8.767","14.927","9.860","8.745","7.026","0.669","4.156","122.299"
"21","TCR","Mason Filippi","8","2:18.555","59:44.498","Green","Track","15.006","18.589","13.416","27.352","9.390","7.499","7.299","13.515","8.535","7.476","6.296","0.568","3.614","144.046"
"96","GS","Robby Foley","17","2:23.077","59:54.063","Green","Pit","13.906","16.949","12.006","25.308","8.935","7.041","6.768","12.765","7.963","6.903","10.589","0.000","0.000","0.000"
"40","GS","James Pesek","13","2:23.289","1:00:31.053","Finish","Track","16.281","19.355","13.786","28.277","9.756","7.670","7.062","14.701","8.597","7.542","6.165","0.548","3.549","149.303"
"98","TCR","Michael Lewis","5","2:42.654","1:00:35.902","Finish","Track","40.409","20.444","12.523","25.370","9.377","7.613","7.292","13.014","8.438","7.527","6.395","0.578","3.674","141.554"
"31","GS","Marc Miller","4","2:07.401","1:01:34.467","Finish","Track","13.778","16.940","12.045","24.943","8.924","6.981","6.674","12.766","8.008","6.842","5.700","0.515","3.285","158.870"
"57","GS","Bryce Ward","18","2:10.427","1:01:43.246","Finish","Track","14.570","17.093","12.470","25.603","8.911","6.973","6.711","13.546","7.999","6.880","5.722","0.514","3.435","159.179"
"24","GS","Drew Staveley","14","2:27.501","1:01:51.770","Finish","Pit","13.994","16.879","12.562","25.498","9.179","7.149","6.785","13.146","8.203","7.072","11.145","0.000","0.000","0.000"
"21","TCR","Mason Filippi","9","2:20.310","1:02:04.808","Finish","Track","14.660","18.497","13.237","27.065","9.530","7.529","8.306","14.205","9.055","7.690","6.330","0.570","3.636","143.541"
"44","GS","Mike Vess","2","2:33.011","1:02:09.236","Finish","Track","15.679","19.513","15.156","27.667","9.890","7.782","9.528","14.829","10.350","8.112","8.238","0.998","5.269","81.982"
