"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"54","DPi","Jonathan Bennett","2","2:03.767","8:31.738","Green","Track","10.611","22.201","0.724","18.859","12.534","9.200","0.597","16.075","12.446","13.705","2.377","4.438","109.242","135.907"
"5","DPi","Joao Barbosa","4","1:29.156","8:38.435","Green","Track","3.425","11.754","0.525","14.430","10.419","8.755","0.518","13.231","9.901","10.011","2.180","4.007","150.649","156.634"
"50","DPi","Will Owen","2","1:51.412","8:46.144","Green","Track","9.599","16.450","0.804","19.801","12.103","9.073","0.670","15.080","10.831","10.637","2.205","4.159","98.372","121.099"
"6","DPi","Juan Pablo Montoya","3","1:41.721","9:01.297","Green","Track","9.859","13.958","0.584","15.948","11.298","8.941","0.526","14.346","10.222","9.909","2.168","3.962","135.430","154.252"
"31","DPi","Pipo Derani","3","4:33.368","9:17.607","Green","Track","179.590","15.358","0.640","16.153","11.511","9.018","0.541","13.917","10.487","10.030","2.150","3.973","123.580","149.975"
"7","DPi","Ricky Taylor","3","5:01.521","9:25.831","Green","Track","190.732","19.971","0.996","20.405","14.364","9.321","0.647","15.896","11.267","11.324","2.239","4.359","79.409","125.404"
"10","DPi","Renger Van Der Zande","4","1:27.667","9:40.592","Green","Track","3.275","11.475","0.511","13.942","10.378","8.727","0.512","12.844","9.865","10.022","2.152","3.964","154.777","158.469"
"85","DPi","Tristan Vautier","6","1:24.813","9:42.038","Green","Track","3.064","11.208","0.513","13.090","9.886","8.765","0.518","12.699","9.693","9.335","2.103","3.939","154.173","156.634"
"84","DPi","Stephen Simpson","6","1:26.767","9:56.157","Green","Track","3.468","11.640","0.515","13.232","10.034","8.812","0.521","12.971","9.776","9.638","2.163","3.997","153.575","155.732"
"5","DPi","Joao Barbosa","5","1:28.148","10:06.583","Green","Track","3.274","11.531","0.516","13.917","10.183","8.765","0.524","13.405","9.910","9.982","2.158","3.983","153.277","154.840"
"54","DPi","Jonathan Bennett","3","1:36.460","10:08.198","Green","Track","3.894","12.860","0.539","15.190","11.024","8.784","0.508","14.323","11.711","11.361","2.178","4.088","146.736","159.717"
"50","DPi","Will Owen","3","1:31.930","10:18.074","Green","Track","3.534","12.443","0.555","15.282","10.699","8.727","0.522","13.797","10.273","9.991","2.139","3.968","142.506","155.434"
"6","DPi","Juan Pablo Montoya","4","1:27.973","10:29.270","Green","Track","3.127","11.633","0.513","13.805","10.479","8.743","0.513","13.436","10.186","9.536","2.100","3.902","154.173","158.161"
"31","DPi","Pipo Derani","4","1:26.674","10:44.281","Green","Track","3.283","11.610","0.514","13.821","10.203","8.744","0.515","12.892","9.750","9.321","2.096","3.925","153.873","157.546"
"85","DPi","Tristan Vautier","7","1:24.545","11:06.583","Green","Track","3.014","11.164","0.508","13.120","10.020","8.741","0.516","12.546","9.577","9.290","2.104","3.945","155.691","157.241"
"10","DPi","Renger Van Der Zande","5","1:27.976","11:08.568","Green","Track","3.147","11.481","0.510","13.516","10.079","8.955","0.749","13.605","9.879","9.954","2.143","3.958","155.080","108.326"
"7","DPi","Ricky Taylor","4","1:46.965","11:12.796","Green","Pit","3.603","12.148","0.524","14.859","11.693","8.959","0.594","14.973","11.170","10.642","6.227","11.573","150.937","136.593"
"84","DPi","Stephen Simpson","7","1:25.875","11:22.032","Green","Track","3.245","11.619","0.513","13.105","9.932","8.839","0.520","12.796","9.667","9.489","2.157","3.993","154.173","156.031"
"5","DPi","Joao Barbosa","6","1:25.914","11:32.497","Green","Track","3.253","11.152","0.511","13.579","10.070","8.719","0.516","12.823","9.562","9.608","2.150","3.971","154.777","157.241"
"54","DPi","Jonathan Bennett","4","1:31.974","11:40.172","Green","Track","3.580","12.165","0.508","14.690","10.933","8.689","0.502","13.786","10.619","10.470","2.142","3.890","155.691","161.626"
"50","DPi","Will Owen","4","1:29.085","11:47.159","Green","Track","3.488","11.810","0.515","14.500","10.403","8.713","0.514","13.363","9.971","9.763","2.115","3.930","153.575","157.853"
"6","DPi","Juan Pablo Montoya","5","1:25.104","11:54.374","Green","Track","3.012","11.308","0.506","13.213","10.193","8.706","0.513","12.635","9.835","9.218","2.080","3.885","156.306","158.161"
"31","DPi","Pipo Derani","5","1:25.134","12:09.415","Green","Track","2.960","11.356","0.511","13.479","9.907","8.730","0.514","12.735","9.833","9.128","2.080","3.901","154.777","157.853"
"85","DPi","Tristan Vautier","8","1:23.158","12:29.741","Green","Track","3.007","10.972","0.507","12.852","9.669","8.718","0.518","12.341","9.454","9.114","2.081","3.925","155.998","156.634"
"10","DPi","Renger Van Der Zande","6","1:26.482","12:35.050","Green","Track","3.192","11.449","0.507","13.663","10.118","8.697","0.512","12.690","9.688","9.856","2.148","3.962","155.998","158.469"
"84","DPi","Stephen Simpson","8","1:25.546","12:47.578","Green","Track","3.229","11.572","0.518","13.076","9.890","8.818","0.517","12.699","9.697","9.405","2.147","3.978","152.685","156.937"
"5","DPi","Joao Barbosa","7","1:24.430","12:56.927","Green","Track","3.082","11.258","0.511","13.170","9.742","8.724","0.516","12.504","9.683","9.218","2.098","3.924","154.777","157.241"
"54","DPi","Jonathan Bennett","5","1:29.212","13:09.384","Green","Track","3.256","11.983","0.504","14.023","10.208","8.629","0.501","13.549","10.473","10.080","2.130","3.876","156.926","161.949"
"50","DPi","Will Owen","5","1:26.358","13:13.517","Green","Track","3.229","11.521","0.512","13.772","9.975","8.697","0.513","12.875","9.807","9.465","2.087","3.905","154.474","158.161"
"6","DPi","Juan Pablo Montoya","6","1:23.609","13:17.983","Green","Track","3.013","11.053","0.500","12.833","9.873","8.684","0.511","12.316","9.819","9.067","2.069","3.871","158.182","158.780"
"31","DPi","Pipo Derani","6","1:23.897","13:33.312","Green","Track","3.021","11.227","0.511","13.131","9.657","8.730","0.515","12.436","9.584","9.050","2.110","3.925","154.777","157.546"
"85","DPi","Tristan Vautier","9","1:23.207","13:52.948","Green","Track","2.934","11.030","0.511","12.676","9.595","8.715","0.517","12.276","9.504","9.299","2.159","3.991","154.777","156.937"
"10","DPi","Renger Van Der Zande","7","1:35.428","14:10.478","Green","Pit","3.083","11.343","0.507","13.203","9.994","8.659","0.511","12.451","9.470","9.935","5.138","11.134","155.998","158.780"
"84","DPi","Stephen Simpson","9","1:24.811","14:12.389","Green","Track","3.235","11.574","0.514","12.919","9.770","8.775","0.517","12.470","9.623","9.297","2.137","3.980","153.873","156.937"
"5","DPi","Joao Barbosa","8","1:23.538","14:20.465","Green","Track","2.952","11.145","0.512","12.912","9.659","8.727","0.516","12.455","9.484","9.169","2.095","3.912","154.474","157.241"
"54","DPi","Jonathan Bennett","6","1:28.146","14:37.530","Green","Track","3.228","12.036","0.503","13.569","10.328","8.642","0.501","13.301","10.153","9.916","2.106","3.863","157.238","161.949"
"50","DPi","Will Owen","6","1:26.577","14:40.094","Green","Track","3.156","11.273","0.508","13.609","9.854","8.652","0.512","13.765","9.864","9.355","2.108","3.921","155.691","158.469"
"6","DPi","Juan Pablo Montoya","7","1:34.176","14:52.159","Green","Track","2.853","10.897","0.500","12.674","9.676","8.745","0.513","21.026","11.920","9.425","2.076","3.871","158.182","158.161"
"31","DPi","Pipo Derani","7","1:23.246","14:56.558","Green","Track","2.885","11.066","0.509","12.928","9.587","8.715","0.512","12.369","9.610","9.090","2.083","3.892","155.385","158.469"
"7","DPi","Helio Castroneves","5","4:12.381","15:25.177","Green","Track","159.226","14.522","0.544","15.878","11.631","9.152","0.552","14.120","10.573","10.079","2.154","3.950","145.388","146.986"
"84","DPi","Stephen Simpson","10","1:25.492","15:37.881","Green","Track","3.119","11.447","0.513","13.044","9.776","8.906","0.522","12.724","9.621","9.676","2.151","3.993","154.173","155.434"
"5","DPi","Joao Barbosa","9","1:23.118","15:43.583","Green","Track","2.977","10.958","0.507","12.862","9.483","8.721","0.515","12.385","9.585","9.137","2.082","3.906","155.998","157.546"
"50","DPi","Will Owen","7","1:25.588","16:05.682","Green","Track","3.126","11.238","0.507","13.651","9.868","8.704","0.511","12.732","9.937","9.327","2.083","3.904","155.998","158.780"
"54","DPi","Jonathan Bennett","7","1:29.870","16:07.400","Green","Track","3.254","11.754","0.498","13.603","10.266","8.645","0.502","13.518","11.130","10.640","2.166","3.894","158.817","161.626"
"6","DPi","Juan Pablo Montoya","8","1:22.961","16:15.120","Green","Track","2.890","10.831","0.497","12.698","9.658","8.699","0.513","12.390","9.684","9.063","2.119","3.919","159.137","158.161"
"31","DPi","Pipo Derani","8","1:22.775","16:19.333","Green","Track","2.957","11.007","0.507","12.775","9.544","8.688","0.512","12.274","9.569","8.971","2.079","3.892","155.998","158.469"
"86","GTD","Mario Farnbacher","1","16:57.386","16:57.386","Green","Track","1388.040","18.537","0.758","18.291","12.733","10.188","0.651","15.983","11.923","12.052","2.551","4.907","104.342","124.633"
"7","DPi","Helio Castroneves","6","1:34.056","16:59.233","Green","Track","3.253","11.858","0.514","13.901","10.894","8.984","0.517","13.924","11.427","12.370","2.322","4.092","153.873","156.937"
"12","GTD","Townsend Bell","1","17:00.244","17:00.244","Green","Track","1829.647","17.270","0.623","18.638","13.097","10.262","0.600","16.051","12.044","12.559","2.550","4.591","126.952","135.227"
"57","GTD","Christina Nielsen","1","17:11.079","17:11.079","Green","Pit","1415.480","18.601","0.750","18.293","12.803","10.353","0.658","16.533","11.901","12.691","6.726","11.648","105.455","123.308"
"5","DPi","Joao Barbosa","10","1:32.710","17:16.293","Green","Track","2.898","11.262","0.615","16.981","10.752","8.865","0.615","14.674","10.041","9.909","2.143","3.955","128.603","131.929"
"73","GTD","Patrick Long","1","17:17.593","17:17.593","Green","Pit","1751.893","18.084","0.740","18.505","13.371","11.037","0.709","17.138","12.727","12.587","6.222","11.737","106.880","114.438"
"74","GTD","Lawson Aschenbach","1","17:30.957","17:30.957","Green","Track","9.975","19.053","0.890","20.582","13.884","11.022","0.732","17.073","12.813","12.510","2.609","4.956","88.866","110.842"
"76","GTD","Paul Holton","1","17:31.484","17:31.484","Green","Track","9.779","18.178","0.804","20.410","12.962","10.636","0.677","17.372","12.679","12.368","2.697","4.816","98.372","119.847"
"50","DPi","Will Owen","8","1:26.404","17:32.086","Green","Track","3.013","11.173","0.507","13.323","10.379","8.721","0.514","12.618","9.599","9.214","2.233","5.110","155.998","157.853"
"54","DPi","Jonathan Bennett","8","1:27.744","17:35.144","Green","Track","3.225","11.816","0.498","13.736","10.070","8.612","0.495","13.397","10.316","9.673","2.080","3.826","158.817","163.912"
"6","DPi","Juan Pablo Montoya","9","1:22.925","17:38.045","Green","Track","2.933","10.811","0.500","12.763","9.668","8.679","0.513","12.404","9.667","9.039","2.070","3.878","158.182","158.161"
"31","DPi","Pipo Derani","9","1:26.734","17:46.067","Green","Track","2.925","11.399","0.515","13.871","10.298","8.684","0.516","13.049","10.329","9.176","2.079","3.893","153.575","157.241"
"44","GTD","Andy Lally","1","18:06.660","18:06.660","Green","Pit","10.841","17.117","0.768","19.549","13.226","10.344","0.669","16.401","12.125","12.367","6.877","59.699","102.983","121.280"
"14","GTD","Jack Hawksworth","1","18:11.098","18:11.098","Green","Track","1803.796","22.517","0.800","19.872","13.061","10.830","0.603","16.082","12.168","11.329","2.472","4.523","98.864","134.555"
"96","GTD","Robby Foley","1","18:12.487","18:12.487","Green","Pit","10.137","20.514","0.958","19.660","14.717","13.267","0.721","17.303","12.857","12.469","9.724","41.240","82.558","112.533"
"10","DPi","Renger Van Der Zande","8","4:04.061","18:14.539","Green","Track","158.032","13.523","0.581","14.377","10.068","8.690","0.511","12.653","9.701","9.819","2.150","3.956","136.129","158.780"
"8","GTD","Parker Chase","1","18:24.304","18:24.304","Green","Track","10.521","19.049","0.853","18.670","12.781","10.626","0.769","15.950","11.774","12.385","2.570","5.035","92.721","105.509"
"7","DPi","Helio Castroneves","7","1:27.166","18:26.399","Green","Track","3.374","12.496","0.520","13.493","10.230","8.695","0.510","12.754","9.769","9.351","2.089","3.885","152.098","159.091"
"86","GTD","Mario Farnbacher","2","1:39.718","18:37.104","Green","Track","4.191","13.917","0.604","15.457","11.486","9.839","0.576","14.739","10.764","11.184","2.476","4.485","130.945","140.862"
"12","GTD","Townsend Bell","2","1:38.021","18:38.265","Green","Track","3.759","13.693","0.585","14.983","11.292","10.023","0.583","14.153","10.891","11.059","2.473","4.527","135.198","139.170"
"5","DPi","Joao Barbosa","11","1:22.705","18:38.998","Green","Track","2.973","11.062","0.507","12.914","9.505","8.689","0.514","12.238","9.341","8.992","2.080","3.890","155.998","157.853"
"50","DPi","Will Owen","9","1:26.889","18:58.975","Green","Track","4.048","12.260","0.515","13.515","10.000","8.677","0.512","12.708","9.533","9.161","2.073","3.887","153.575","158.469"
"48","GTD","Bryan Sellers","1","19:03.062","19:03.062","Green","Pit","9.844","16.841","0.692","17.658","13.358","10.128","0.578","16.111","12.187","12.026","7.123","112.854","114.293","140.374"
"54","DPi","Jonathan Bennett","9","1:30.207","19:05.351","Green","Track","3.219","11.844","0.501","15.606","10.345","8.600","0.505","13.423","10.393","9.821","2.100","3.850","157.866","160.666"
"63","GTD","Toni Vilander","1","19:05.888","19:05.888","Green","Pit","9.858","19.932","0.779","18.809","14.351","11.879","0.695","18.492","12.992","13.719","9.991","96.055","101.529","116.743"
"76","GTD","Paul Holton","2","1:44.279","19:15.763","Green","Track","4.186","13.716","0.600","17.307","11.594","10.841","0.641","15.422","11.519","11.314","2.497","4.642","131.818","126.578"
"74","GTD","Lawson Aschenbach","2","1:48.636","19:19.593","Green","Track","4.125","13.733","0.653","16.396","12.595","11.876","0.829","16.961","12.668","11.800","2.484","4.516","121.119","97.873"
"31","DPi","Pipo Derani","10","1:42.076","19:28.143","Green","Pit","2.857","11.176","0.510","13.507","10.494","8.816","0.528","14.764","11.601","10.233","6.167","11.423","155.080","153.667"
"10","DPi","Renger Van Der Zande","9","1:25.880","19:40.419","Green","Track","3.156","11.599","0.505","13.382","9.865","8.643","0.513","12.620","9.733","9.770","2.138","3.956","156.616","158.161"
"14","GTD","Jack Hawksworth","2","1:37.692","19:48.790","Green","Track","3.569","13.357","0.579","16.193","11.174","9.937","0.576","14.063","10.876","10.541","2.395","4.432","136.599","140.862"
"7","DPi","Helio Castroneves","8","1:27.400","19:53.799","Green","Track","3.092","12.617","0.520","13.452","10.080","8.788","0.512","12.603","9.709","9.899","2.174","3.954","152.098","158.469"
"44","GTD","Andy Lally","2","1:48.163","19:54.823","Green","Track","9.724","15.351","0.592","16.114","11.904","10.035","0.582","14.405","10.936","11.253","2.601","4.666","133.600","139.410"
"96","GTD","Robby Foley","2","1:46.696","19:59.183","Green","Track","9.381","16.056","0.582","15.682","11.612","9.856","0.564","14.158","11.015","10.989","2.405","4.396","135.895","143.859"
"73","GTD","Patrick Long","2","2:49.205","20:06.798","Green","Track","66.573","15.357","0.601","16.291","12.067","11.271","0.822","16.087","11.676","11.318","2.459","4.683","131.599","98.706"
"5","DPi","Joao Barbosa","12","1:28.335","20:07.333","Green","Track","3.215","12.061","0.517","13.638","9.721","8.671","0.513","12.471","9.707","11.596","2.215","4.010","152.980","158.161"
"8","GTD","Parker Chase","2","1:43.780","20:08.084","Green","Track","4.174","14.233","0.591","15.174","11.482","10.191","0.711","17.007","11.306","11.813","2.477","4.621","133.826","114.116"
"86","GTD","Mario Farnbacher","3","1:36.964","20:14.068","Green","Track","3.641","13.265","0.569","15.273","11.053","9.846","0.575","14.085","10.708","11.005","2.462","4.482","139.000","141.107"
"12","GTD","Townsend Bell","3","1:36.252","20:14.517","Green","Track","3.500","13.260","0.580","14.725","10.984","9.887","0.575","14.146","10.841","10.827","2.448","4.479","136.364","141.107"
"50","DPi","Will Owen","10","1:24.747","20:23.722","Green","Track","2.926","11.433","0.540","13.650","9.861","8.706","0.512","12.591","9.547","9.025","2.072","3.884","146.465","158.469"
"54","DPi","Jonathan Bennett","10","1:29.870","20:35.221","Green","Track","3.234","11.757","0.499","13.747","10.231","8.636","0.509","14.592","10.648","9.977","2.151","3.889","158.499","159.403"
"57","GTD","Christina Nielsen","2","3:28.287","20:39.366","Green","Track","105.510","17.249","0.599","15.991","11.974","10.067","0.578","15.841","11.882","11.342","2.554","4.700","132.038","140.374"
"48","GTD","Bryan Sellers","2","1:45.026","20:48.088","Green","Track","9.707","14.846","0.576","14.493","11.423","9.730","0.570","14.320","11.217","11.310","2.421","4.413","137.311","142.344"
"76","GTD","Paul Holton","3","1:36.102","20:51.865","Green","Track","3.780","13.210","0.585","15.121","10.962","9.958","0.587","14.123","10.499","10.390","2.409","4.478","135.198","138.222"
"74","GTD","Lawson Aschenbach","3","1:38.406","20:57.999","Green","Track","3.724","13.136","0.576","14.988","11.190","9.856","0.595","14.922","11.607","10.903","2.437","4.472","137.311","136.364"
"63","GTD","Toni Vilander","2","1:53.602","20:59.490","Green","Track","9.599","17.070","0.870","16.589","12.086","10.048","0.642","15.477","12.098","11.901","2.527","4.695","90.909","126.381"
"31","DPi","Pipo Derani","11","1:36.405","21:04.548","Green","Track","9.529","12.844","0.512","13.368","10.073","8.695","0.517","15.652","10.155","9.099","2.072","3.889","154.474","156.937"
"10","DPi","Renger Van Der Zande","10","1:29.488","21:09.907","Green","Track","3.110","11.235","0.506","13.219","9.984","8.681","0.513","12.499","9.913","13.698","2.158","3.972","156.306","158.161"
"7","DPi","Helio Castroneves","9","1:23.420","21:17.219","Green","Track","3.008","11.197","0.503","12.761","9.813","8.675","0.511","12.392","9.509","9.097","2.077","3.877","157.238","158.780"
"14","GTD","Jack Hawksworth","3","1:33.401","21:22.191","Green","Track","3.362","12.796","0.569","14.256","10.753","9.845","0.573","13.812","10.451","10.184","2.390","4.410","139.000","141.599"
"44","GTD","Andy Lally","3","1:36.179","21:31.002","Green","Track","3.916","13.353","0.576","14.642","11.104","9.895","0.577","13.683","10.657","10.841","2.450","4.485","137.311","140.618"
"96","GTD","Robby Foley","3","1:34.438","21:33.621","Green","Track","3.750","12.888","0.560","14.442","10.874","9.635","0.561","13.668","10.648","10.663","2.389","4.360","141.234","144.628"
"5","DPi","Joao Barbosa","13","1:27.944","21:35.277","Green","Track","3.591","13.010","0.520","13.039","9.615","8.698","0.514","12.473","10.092","10.195","2.205","3.992","152.098","157.853"
"73","GTD","Patrick Long","3","1:37.158","21:43.956","Green","Track","3.838","13.820","0.578","14.897","10.848","9.836","0.574","14.095","10.797","10.886","2.453","4.536","136.835","141.353"
"8","GTD","Parker Chase","3","1:38.180","21:46.264","Green","Track","3.724","13.737","0.590","14.906","11.125","9.962","0.581","14.199","11.023","11.273","2.497","4.563","134.052","139.650"
"86","GTD","Mario Farnbacher","4","1:35.465","21:49.533","Green","Track","3.538","13.000","0.566","14.588","10.785","9.818","0.574","13.960","10.617","11.056","2.472","4.491","139.737","141.353"
"12","GTD","Townsend Bell","4","1:36.639","21:51.156","Green","Track","3.490","13.110","0.576","14.646","10.761","9.825","0.574","13.797","11.508","11.457","2.430","4.465","137.311","141.353"
"54","DPi","Jonathan Bennett","11","1:27.538","22:02.759","Green","Track","3.305","11.678","0.496","13.448","10.110","8.560","0.504","13.410","10.165","9.898","2.115","3.849","159.457","160.985"
"57","GTD","Christina Nielsen","3","1:36.833","22:16.199","Green","Track","3.737","13.825","0.574","14.805","11.095","9.899","0.573","13.912","10.675","10.830","2.457","4.451","137.789","141.599"
"48","GTD","Bryan Sellers","3","1:35.074","22:23.162","Green","Track","3.938","13.277","0.566","14.224","11.255","9.626","0.565","13.511","10.494","10.815","2.410","4.393","139.737","143.604"
"76","GTD","Paul Holton","4","1:33.797","22:25.662","Green","Track","3.487","12.929","0.578","14.752","10.620","9.898","0.582","13.499","10.388","10.231","2.382","4.451","136.835","139.410"
"31","DPi","Pipo Derani","12","1:23.602","22:28.150","Green","Track","2.916","11.016","0.504","13.267","9.535","8.672","0.511","12.491","9.780","8.975","2.062","3.873","156.926","158.780"
"84","DPi","Stephen Simpson","11","6:51.434","22:29.315","Green","Pit","3.455","13.593","0.695","15.524","11.638","8.981","0.539","14.101","10.537","10.309","5.570","316.492","113.800","150.531"
"74","GTD","Lawson Aschenbach","4","1:35.526","22:33.525","Green","Track","3.574","12.961","0.573","14.429","10.964","9.807","0.596","14.164","10.647","10.920","2.427","4.464","138.030","136.135"
"85","DPi","Tristan Vautier","10","8:40.880","22:33.828","Green","Pit","2.884","11.057","0.507","13.359","9.550","8.754","0.516","12.429","9.505","9.532","5.948","436.839","155.998","157.241"
"10","DPi","Renger Van Der Zande","11","1:25.886","22:35.793","Green","Track","3.058","11.304","0.506","13.336","9.830","8.692","0.511","13.296","9.671","9.621","2.127","3.934","156.306","158.780"
"7","DPi","Helio Castroneves","10","1:22.943","22:40.162","Green","Track","2.904","11.022","0.501","12.484","9.593","8.673","0.511","12.229","9.455","9.495","2.138","3.938","157.866","158.780"
"63","GTD","Toni Vilander","3","1:42.902","22:42.392","Green","Track","3.847","14.026","0.581","15.697","11.579","9.951","0.582","15.450","11.372","12.838","2.485","4.494","136.129","139.410"
"14","GTD","Jack Hawksworth","4","1:32.828","22:55.019","Green","Track","3.273","12.567","0.563","13.896","10.600","9.739","0.571","13.440","10.443","10.303","2.370","5.063","140.481","142.095"
"5","DPi","Joao Barbosa","14","1:24.101","22:59.378","Green","Track","2.965","11.370","0.530","13.396","9.678","8.715","0.514","12.431","9.442","9.092","2.074","3.894","149.228","157.853"
"44","GTD","Andy Lally","4","1:33.584","23:04.586","Green","Track","3.469","12.932","0.573","14.141","10.713","9.870","0.577","13.420","10.470","10.542","2.419","4.458","138.030","140.618"
"96","GTD","Robby Foley","4","1:33.177","23:06.798","Green","Track","3.381","12.617","0.572","14.560","10.643","9.742","0.560","13.401","10.561","10.434","2.364","4.342","138.271","144.886"
"73","GTD","Patrick Long","4","1:36.218","23:20.174","Green","Track","3.665","13.310","0.570","14.988","10.826","9.801","0.574","13.947","10.691","10.913","2.440","4.493","138.756","141.353"
"8","GTD","Parker Chase","4","1:36.633","23:22.897","Green","Track","3.590","13.267","0.577","14.503","10.937","10.038","0.583","13.881","10.853","11.351","2.494","4.559","137.073","139.170"
"86","GTD","Mario Farnbacher","5","1:34.310","23:23.843","Green","Track","3.449","12.769","0.564","14.449","10.768","9.852","0.572","13.742","10.474","10.792","2.431","4.448","140.232","141.847"
"12","GTD","Townsend Bell","5","1:34.546","23:25.702","Green","Track","3.419","13.118","0.577","14.197","11.156","9.861","0.575","13.585","10.624","10.565","2.414","4.455","137.073","141.107"
"54","DPi","Jonathan Bennett","12","1:26.954","23:29.713","Green","Track","3.212","11.785","0.496","13.294","9.982","8.657","0.501","13.233","10.156","9.726","2.077","3.835","159.457","161.949"
"57","GTD","Christina Nielsen","4","1:33.951","23:50.150","Green","Track","3.397","13.091","0.565","14.272","10.696","9.821","0.572","13.718","10.526","10.474","2.405","4.414","139.984","141.847"
