"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"45","GT3P","Charlie Luck","7","1:55.078","22:25.214","Green","Track","3.432","9.482","13.225","4.047","0.515","15.632","24.053","15.265","19.459","6.386","3.582","159.532"
"7","GT3P","Maxwell Root","9","1:52.062","22:33.947","Green","Track","3.426","9.486","12.784","3.932","0.502","14.876","23.255","14.965","18.790","6.502","3.544","163.664"
"79","GT3P","Roman DeAngelis","9","1:51.623","22:39.240","Green","Track","3.372","9.257","12.735","3.926","0.500","14.849","23.482","14.882","18.803","6.301","3.516","164.318"
"48","GT3P","David Brule","7","2:01.427","22:43.357","Green","Track","3.593","10.002","14.329","4.216","0.530","16.250","25.860","15.797","20.570","6.693","3.587","155.017"
"68","GT3P","Jeff Mosing","8","1:53.115","22:53.517","Green","Track","3.410","9.444","12.867","3.944","0.503","15.352","23.488","15.215","18.992","6.366","3.534","163.338"
"42","GT3P","Bill Smith","9","1:54.676","22:58.960","Green","Track","3.416","9.532","13.293","4.020","0.509","15.660","23.528","15.188","19.659","6.319","3.552","161.413"
"25","GT3P","Victor Gomez IV","9","1:53.524","22:59.282","Green","Track","3.391","9.327","12.891","3.905","0.498","15.233","23.531","15.234","19.736","6.291","3.487","164.978"
"56","GT3P","David Baker","9","1:54.237","23:00.724","Green","Track","3.362","9.949","12.920","3.922","0.505","15.686","23.574","15.223","19.195","6.356","3.545","162.691"
"92","GT3P","Joseph Lombardo","9","1:56.538","23:02.875","Green","Track","3.448","10.344","13.352","3.933","0.512","15.868","23.817","15.461","19.794","6.484","3.525","160.467"
"53","GT3P","Riley Dickinson","8","1:52.355","23:06.693","Green","Track","3.370","9.241","12.663","3.862","0.492","15.104","23.555","15.146","19.002","6.407","3.513","166.990"
"3","GT3P","Jeff Kingsley","9","1:54.705","23:07.291","Green","Track","3.410","9.385","12.980","3.928","0.501","15.670","23.530","15.165","20.244","6.376","3.516","163.990"
"27","GT3G","Sebastian Carazo","9","1:57.055","23:08.177","Green","Track","3.552","9.559","13.144","4.057","0.516","16.945","24.632","15.566","19.136","6.370","3.578","159.223"
"17","GT3G","Curt Swearingin","9","1:56.390","23:19.041","Green","Track","3.520","9.863","13.406","4.067","0.519","16.070","23.925","15.418","19.557","6.386","3.659","158.303"
"69","GT3P","Dan Hardee","9","1:58.914","23:25.307","Green","Track","3.466","10.250","13.583","4.013","0.518","16.346","24.523","15.739","19.943","6.688","3.845","158.608"
"18","GT3G","Richard Edge","9","1:58.191","23:25.348","Green","Track","3.562","10.035","13.523","4.098","0.526","16.239","24.716","15.624","19.689","6.533","3.646","156.196"
"65","GT3G","Efrin Castro","9","1:58.123","23:25.464","Green","Track","3.602","10.214","13.875","4.061","0.520","15.778","24.761","15.724","19.694","6.316","3.578","157.998"
"9","GT3P","Mark Kvamme","9","2:13.615","23:29.301","Green","Pit","3.397","9.353","13.163","3.970","0.504","15.783","24.088","15.335","20.391","11.256","16.375","163.014"
"4","GT3P","Michael Mennella","9","1:57.176","23:30.151","Green","Track","3.395","9.625","13.804","4.038","0.514","16.178","23.904","15.368","20.078","6.695","3.577","159.843"
"99","GT3P","Alan Metni","9","2:25.369","23:30.468","Green","Pit","15.131","11.765","14.171","4.020","0.510","15.414","23.757","15.147","19.402","9.778","16.274","161.096"
"15","GT3G","Randal Bryant","9","2:02.544","23:31.280","Green","Track","3.541","9.631","13.580","4.082","0.556","15.825","24.607","16.368","23.820","6.826","3.708","147.768"
"22","GT3G","Bart Collins","9","1:56.650","23:34.529","Green","Track","3.535","9.721","13.372","4.095","0.523","15.879","24.240","15.583","19.578","6.475","3.649","157.092"
"36","GT3P","Vernon McClure","9","2:10.377","23:44.158","Green","Track","15.120","11.067","14.372","4.057","0.516","16.401","24.431","15.164","19.339","6.365","3.545","159.223"
"5","GT3G","Rob Ferriol","9","2:07.048","23:45.320","Green","Track","14.999","10.189","13.794","4.079","0.519","15.339","23.679","15.358","19.108","6.381","3.603","158.303"
"20","GT3P","Fred Poordad","9","1:53.841","23:49.548","Green","Track","3.409","9.610","13.081","3.961","0.505","15.271","23.643","15.170","19.184","6.426","3.581","162.691"
"61","GT3P","Scott Welham","9","2:14.214","24:08.011","Green","Track","15.943","11.426","15.849","4.198","0.532","16.597","24.623","15.471","19.621","6.400","3.554","154.434"
"45","GT3P","Charlie Luck","8","1:54.714","24:19.928","Green","Track","3.392","9.497","13.016","3.988","0.508","15.520","24.064","15.214","19.588","6.382","3.545","161.730"
"7","GT3P","Maxwell Root","10","1:51.616","24:25.563","Green","Track","3.370","9.236","12.755","3.920","0.501","14.824","23.242","15.009","18.902","6.345","3.512","163.990"
"79","GT3P","Roman DeAngelis","10","1:51.339","24:30.579","Green","Track","3.361","9.215","12.753","3.925","0.501","14.841","23.178","14.989","18.777","6.296","3.503","163.990"
"48","GT3P","David Brule","8","1:56.205","24:39.562","Green","Track","3.433","9.699","13.525","4.039","0.513","16.008","24.070","15.219","19.525","6.614","3.560","160.154"
"25","GT3P","Victor Gomez IV","10","1:52.897","24:52.179","Green","Track","3.357","9.370","13.717","3.983","0.506","15.078","23.076","15.012","18.905","6.385","3.508","162.370"
"56","GT3P","David Baker","10","1:54.320","24:55.044","Green","Track","3.365","9.485","12.987","3.918","0.516","15.622","23.890","15.271","19.338","6.390","3.538","159.223"
"42","GT3P","Bill Smith","10","1:57.067","24:56.027","Green","Track","3.390","9.791","14.039","4.557","0.627","16.216","23.900","15.164","19.518","6.332","3.533","131.035"
"92","GT3P","Joseph Lombardo","10","1:55.763","24:58.638","Green","Track","3.417","9.887","13.419","3.944","0.506","15.539","23.967","15.301","19.733","6.545","3.505","162.370"
"3","GT3P","Jeff Kingsley","10","1:52.703","24:59.994","Green","Track","3.349","9.358","13.052","3.912","0.498","15.323","23.264","15.102","18.955","6.383","3.507","164.978"
"27","GT3G","Sebastian Carazo","10","1:53.613","25:01.790","Green","Track","3.520","9.657","12.987","3.987","0.509","15.543","23.418","15.231","18.872","6.323","3.566","161.413"
"68","GT3P","Jeff Mosing","9","2:09.275","25:02.792","Green","Pit","3.375","9.462","13.162","3.977","0.508","15.723","23.536","15.364","19.103","8.459","16.606","161.730"
"17","GT3G","Curt Swearingin","10","1:56.384","25:15.425","Green","Track","3.526","9.815","13.338","4.067","0.518","15.933","23.910","15.416","19.794","6.426","3.641","158.608"
"18","GT3G","Richard Edge","10","1:57.420","25:22.768","Green","Track","3.582","10.222","13.508","4.120","0.526","15.828","24.403","15.682","19.404","6.487","3.658","156.196"
"65","GT3G","Efrin Castro","10","1:57.726","25:23.190","Green","Track","3.567","10.407","13.626","4.052","0.540","15.809","24.353","15.829","19.575","6.365","3.603","152.146"
"69","GT3P","Dan Hardee","10","2:00.504","25:25.811","Green","Track","4.090","10.492","13.839","4.043","0.550","16.485","24.817","15.431","20.210","6.928","3.619","149.380"
"4","GT3P","Michael Mennella","10","1:55.837","25:25.988","Green","Track","3.380","9.575","13.686","4.008","0.509","15.741","24.025","15.221","19.497","6.638","3.557","161.413"
"15","GT3G","Randal Bryant","10","1:55.237","25:26.517","Green","Track","3.538","9.599","13.439","4.079","0.523","15.536","23.914","15.275","19.258","6.462","3.614","157.092"
"22","GT3G","Bart Collins","10","1:56.233","25:30.762","Green","Track","3.471","9.686","13.368","4.075","0.521","15.813","23.971","15.612","19.362","6.683","3.671","157.695"
"9","GT3P","Mark Kvamme","10","2:07.624","25:36.925","Green","Track","15.178","10.392","13.932","4.060","0.516","15.617","23.596","15.108","19.323","6.370","3.532","159.223"
"99","GT3P","Alan Metni","10","2:07.957","25:38.425","Green","Track","15.146","10.894","14.086","4.012","0.508","15.495","23.849","15.077","19.050","6.341","3.499","161.730"
"5","GT3G","Rob Ferriol","10","1:55.282","25:40.602","Green","Track","3.435","9.596","13.005","3.975","0.533","16.085","23.948","15.392","19.273","6.446","3.594","154.145"
"36","GT3P","Vernon McClure","10","1:57.219","25:41.377","Green","Track","3.375","9.711","13.814","4.039","0.512","16.817","24.087","15.447","19.453","6.452","3.512","160.467"
"53","GT3P","Riley Dickinson","9","2:35.968","25:42.661","Green","Pit","3.344","9.417","12.737","3.875","0.494","17.655","24.954","15.417","20.182","7.895","39.998","166.314"
"20","GT3P","Fred Poordad","10","1:53.578","25:43.126","Green","Track","3.366","9.465","12.968","3.930","0.500","15.486","23.548","15.141","19.115","6.500","3.559","164.318"
"61","GT3P","Scott Welham","10","1:54.893","26:02.904","Green","Track","3.406","9.699","13.043","3.970","0.506","15.689","23.921","15.226","19.588","6.329","3.516","162.370"
"45","GT3P","Charlie Luck","9","1:54.293","26:14.221","Green","Track","3.348","9.375","12.987","3.979","0.507","15.635","23.990","15.135","19.406","6.389","3.542","162.049"
"7","GT3P","Maxwell Root","11","1:51.589","26:17.152","Green","Track","3.333","9.322","12.748","3.913","0.500","14.900","23.245","14.980","18.840","6.323","3.485","164.318"
"52","GT3G","Kurt Fazekas","8","5:09.299","26:35.919","Green","Track","182.109","12.950","18.969","4.634","0.597","18.049","25.601","15.739","20.086","6.855","3.710","137.620"
"48","GT3P","David Brule","9","1:57.051","26:36.613","Green","Track","3.407","9.575","13.333","3.993","0.507","16.564","24.213","15.454","19.834","6.618","3.553","162.049"
"79","GT3P","Roman DeAngelis","11","2:10.569","26:41.148","Green","Pit","3.360","9.290","13.950","4.020","0.540","15.995","23.551","15.222","19.573","8.399","16.669","152.146"
"25","GT3P","Victor Gomez IV","11","1:52.127","26:44.306","Green","Track","3.351","9.364","12.911","3.924","0.500","15.013","23.179","15.160","18.824","6.396","3.505","164.318"
"56","GT3P","David Baker","11","1:54.338","26:49.382","Green","Track","3.366","9.620","13.014","3.940","0.504","15.541","23.644","15.388","19.437","6.351","3.533","163.014"
