"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"7","DPi","Alexander Rossi","11","1:48.852","30:01.896","Green","Track","5.187","4.679","22.405","14.228","24.258","7.926","16.471","0.492","9.445","1.305","2.456","172.302","132.358"
"25","GTLM","Colton Herta","13","2:00.165","30:08.546","Green","Track","5.737","5.483","24.539","15.272","26.694","8.921","18.055","0.535","10.722","1.466","2.741","158.454","117.822"
"96","GTD","Dillon Machavern","12","2:51.085","30:12.478","Green","Pit","6.096","6.307","26.533","16.566","28.618","9.607","19.425","0.560","12.623","3.752","40.998","151.380","46.036"
"57","GTD","Katherine Legge","11","4:42.101","30:14.602","Green","Track","150.205","12.283","29.004","17.313","28.254","9.308","19.125","0.545","11.701","1.527","2.836","155.546","113.115"
"9","GTD","Lars Kern","13","2:03.063","30:19.031","Green","Track","5.898","5.946","24.919","15.444","27.115","9.238","18.796","0.553","10.851","1.500","2.803","153.296","115.152"
"63","GTD","Toni Vilander","12","2:03.903","30:22.570","Green","Track","5.960","5.973","25.249","15.402","27.407","9.294","18.796","0.544","10.996","1.494","2.788","155.832","115.614"
"66","GTLM","Joey Hand","11","4:39.782","30:31.087","Green","Track","158.396","10.081","26.087","15.641","26.861","9.064","18.210","0.531","10.779","1.438","2.694","159.647","120.116"
"911","GTLM","Patrick Pilet","15","2:08.706","30:35.566","Green","Pit","5.719","5.748","24.233","15.097","26.434","8.964","18.235","0.529","10.825","2.739","10.183","160.251","63.062"
"77","DPi","Timo Bernhard","15","1:48.668","30:38.146","Green","Track","5.129","4.771","22.099","13.936","24.078","8.231","16.693","0.485","9.486","1.307","2.453","174.789","132.156"
"71","GTD","JC Perez","12","2:07.948","30:38.593","Green","Track","6.118","6.572","26.262","15.741","27.795","9.607","19.386","0.556","11.542","1.524","2.845","152.469","113.338"
"8","GTD","Parker Chase","12","4:24.362","30:41.797","Green","Pit","5.916","5.965","26.051","15.779","28.002","9.279","19.143","0.546","11.696","3.301","138.684","155.261","52.326"
