"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"31","DPi","Felipe Nasr","1","2:08.856","2:08.856","Green","Track","0.000","19.754","11.557","22.035","7.168","5.778","5.926","10.031","6.458","5.743","4.799","0.433","2.758","188.957"
"63","GTD","Toni Vilander","1","2:17.709","2:17.709","Green","Track","0.000","19.657","11.685","22.559","7.968","6.471","6.177","11.032","7.281","6.360","5.291","0.476","3.039","171.887"
"19","GTD","Will Hardeman","1","2:20.557","2:20.557","Green","Track","0.000","20.125","12.881","23.616","8.083","6.545","6.175","11.674","7.350","6.475","5.364","0.482","3.073","169.747"
"51","GTD","Pedro Lamy","1","2:22.471","2:22.471","Green","Track","120.574","19.687","11.216","24.204","8.019","6.421","6.343","11.947","7.334","6.393","5.283","0.474","3.025","172.612"
"88","GTD","Kelvin van der Linde","1","2:31.073","2:31.073","Green","Track","0.000","20.648","11.303","22.331","7.981","6.517","6.134","10.993","7.309","6.483","5.339","0.480","3.048","170.455"
"73","GTD","Nicholas Boulle","1","2:36.655","2:36.655","Green","Track","0.000","20.373","12.287","23.781","8.028","6.470","6.140","12.038","7.336","6.443","5.343","0.481","3.059","170.100"
"71","GTD","Maximilian Buhk","1","2:38.810","2:38.810","Green","Track","0.000","21.093","11.684","22.579","7.950","6.513","6.313","11.577","7.301","6.427","5.345","0.481","3.066","170.100"
"33","GTD","Jeroen Bleekemolen","1","2:40.211","2:40.211","Green","Track","32.929","19.776","11.543","22.454","7.767","6.351","6.062","11.715","7.204","6.325","5.256","0.475","3.027","172.249"
"540","GTD","Marco Seefried","1","2:42.028","2:42.028","Green","Track","0.000","21.521","11.881","22.976","7.904","6.477","6.068","11.327","7.309","6.420","5.380","0.486","3.107","168.350"
"46","GTD","Fabio Babini","1","2:42.747","2:42.747","Green","Track","0.000","20.762","12.613","25.487","8.885","7.096","6.989","12.463","7.822","6.988","5.877","0.536","3.423","152.646"
"911","GTLM","Frederic Makowiecki","1","2:45.081","2:45.081","Green","Track","0.000","22.109","12.392","25.444","8.378","6.587","6.439","12.141","7.285","6.335","5.204","0.468","2.973","174.825"
"912","GTLM","Laurens Vanthoor","1","2:45.469","2:45.469","Green","Track","201.170","21.715","12.732","24.894","8.331","6.881","7.063","11.487","7.165","6.281","5.187","0.466","3.055","175.575"
"11","GTD","Mirko Bortolotti","1","2:50.780","2:50.780","Green","Track","0.000","22.970","13.470","26.881","8.780","7.126","8.458","12.817","7.432","6.482","5.509","0.588","3.996","139.147"
"8","GTD","Chris Haase","1","2:51.611","2:51.611","Green","Track","0.000","21.010","12.330","23.184","8.040","6.888","8.026","11.646","7.344","6.499","5.359","0.482","3.074","169.747"
"81","LMP2","Nicolas Lapierre","1","2:52.547","2:52.547","Green","Track","34.597","21.508","13.015","25.706","7.760","6.039","6.213","11.498","6.754","5.991","4.982","0.450","2.873","181.818"
"67","GTLM","Richard Westbrook","1","2:52.859","2:52.859","Green","Track","34.838","22.454","13.086","25.310","8.079","6.340","6.440","12.126","7.262","6.303","5.188","0.469","2.985","174.452"
"86","GTD","Mario Farnbacher","1","2:53.160","2:53.160","Green","Track","33.539","21.221","13.047","24.549","8.053","6.452","6.725","12.212","7.260","6.324","5.211","0.471","3.029","173.712"
"13","GTD","Marcos Gomes","1","2:56.587","2:56.587","Green","Track","0.000","22.105","12.493","25.179","8.357","6.517","6.344","12.036","7.370","6.390","5.275","0.474","3.025","172.612"
"57","GTD","Christina Nielsen","1","2:57.522","2:57.522","Green","Track","32.769","20.742","12.319","25.399","8.408","6.520","6.369","12.565","7.444","6.399","5.258","0.472","3.006","173.344"
"52","LMP2","Matthew McMurry","1","3:01.489","3:01.489","Green","Track","32.423","20.228","11.440","24.311","7.557","6.051","6.427","11.651","6.775","5.935","4.951","0.449","2.876","182.223"
"18","LMP2","Ryan Cullen","1","3:05.176","3:05.176","Green","Track","35.185","22.144","11.579","24.291","7.646","5.991","6.168","11.182","6.757","5.949","4.981","0.452","2.879","181.014"
"9","GTD","Dennis Olsen","1","3:06.391","3:06.391","Green","Track","32.753","20.463","13.177","25.108","8.955","7.194","7.008","12.203","7.574","6.818","5.673","0.529","3.318","154.666"
"38","LMP2","Kyle Masson","1","3:10.833","3:10.833","Green","Track","33.834","21.204","13.635","23.985","7.803","6.493","6.713","11.330","7.123","6.108","5.037","0.453","2.893","180.614"
"10","DPi","Renger Van Der Zande","1","3:16.928","3:16.928","Green","Pit","0.000","22.155","15.592","28.283","8.758","6.734","7.340","12.198","8.019","7.204","11.371","0.000","0.000","0.000"
"24","GTLM","John Edwards","1","3:19.981","3:19.981","Green","Track","0.000","21.195","11.552","23.646","7.962","6.460","6.157","11.193","7.236","6.366","5.277","0.477","3.042","171.527"
"47","GTD","Steve Dunn","1","3:32.168","3:32.168","Green","Track","232.613","20.550","12.764","24.916","8.714","7.274","6.956","12.644","7.845","7.168","5.758","0.506","3.313","161.696"
"62","GTLM","Davide Rigon","1","3:41.064","3:41.064","Green","Track","33.667","22.541","12.714","24.672","8.132","6.446","6.498","11.694","7.253","6.322","5.244","0.473","3.018","172.977"
"12","GTD","Jeff Segal","1","3:43.234","3:43.234","Green","Track","33.019","19.353","11.059","22.397","7.947","6.489","6.100","11.122","7.266","6.413","5.414","0.489","3.094","167.317"
"6","DPi","Juan Pablo Montoya","1","3:44.654","3:44.654","Green","Track","0.000","19.957","11.140","22.576","7.072","5.731","5.688","10.848","6.449","5.687","4.759","0.430","2.736","190.275"
"31","DPi","Felipe Nasr","2","1:40.036","3:48.892","Green","Track","10.489","13.162","9.754","19.780","7.061","5.733","5.391","8.849","6.327","5.634","4.711","0.425","2.720","192.513"
"14","GTD","Nick Cassidy","1","3:49.296","3:49.296","Green","Track","32.656","19.569","11.409","24.193","8.223","6.599","6.785","12.152","7.437","6.499","5.326","0.477","3.034","171.527"
"66","GTLM","Joey Hand","1","3:55.759","3:55.759","Green","Track","32.223","20.969","11.462","23.001","8.107","6.419","6.063","10.725","7.160","6.274","5.202","0.468","2.982","174.825"
"48","GTD","Ryan Hardwick","1","4:05.614","4:05.614","Green","Track","331.395","21.375","12.884","24.676","8.154","6.512","6.078","11.661","7.364","6.444","5.318","0.479","3.061","170.810"
"63","GTD","Toni Vilander","2","1:49.442","4:07.151","Green","Track","11.575","14.252","10.790","20.403","7.718","6.321","5.906","10.389","7.131","6.268","5.216","0.470","3.003","174.081"
"29","GTD","Dries Vanthoor","1","4:11.227","4:11.227","Green","Track","0.000","21.062","14.113","25.093","8.408","6.704","7.947","12.238","8.025","7.058","6.915","0.637","3.878","128.443"
"51","GTD","Pedro Lamy","2","1:49.821","4:12.292","Green","Track","11.769","14.612","9.875","20.876","7.726","6.324","6.018","10.663","7.022","6.282","5.180","0.468","3.006","174.825"
"19","GTD","Will Hardeman","2","1:51.790","4:12.347","Green","Track","11.813","14.753","10.234","21.836","7.811","6.457","6.005","10.583","7.179","6.351","5.269","0.476","3.023","171.887"
"96","GTD","Dillon Machavern","1","4:14.526","4:14.526","Green","Track","0.000","21.754","12.963","24.152","8.135","7.152","6.615","11.566","7.260","6.351","5.312","0.482","3.070","169.747"
