"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"88","GS","Greg Liefooghe","1","2:14.626","2:14.626","Green","Track","335.425","12.433","15.120","4.497","0.581","17.724","25.300","18.085","21.292","6.650","3.761","141.410"
"11","GS","Spencer Pumpelly","1","2:25.986","2:25.986","Green","Track","323.512","13.292","16.027","4.453","0.564","17.002","25.425","16.533","20.699","6.601","3.807","145.672"
"39","GS","Jeff Westphal","1","2:30.667","2:30.667","Green","Pit","333.563","11.177","16.801","4.767","0.617","17.321","25.252","16.645","20.351","7.436","15.451","133.159"
"69","GS","Corey Fergus","1","2:33.214","2:33.214","Green","Track","313.267","12.103","17.004","4.837","0.622","18.934","26.291","16.628","20.809","6.729","3.747","132.089"
"93","GS","Tom Dyer","1","2:37.621","2:37.621","Green","Track","337.442","14.235","19.230","5.359","0.744","20.420","27.562","16.876","21.777","6.986","3.909","110.429"
"98","TCR","Michael Lewis","1","2:43.205","2:43.205","Green","Pit","334.397","12.910","18.532","5.398","0.792","19.344","28.880","18.766","23.134","11.428","12.331","103.736"
"5","TCR","Tim Lewis Jr","1","2:44.158","2:44.158","Green","Track","309.275","12.597","18.102","4.940","0.698","20.198","27.503","17.482","21.817","7.311","3.988","117.706"
"21","TCR","Harry Gottsacker","1","2:45.855","2:45.855","Green","Pit","335.340","13.317","18.874","5.805","0.838","20.502","29.253","18.528","23.170","12.428","12.423","98.042"
"65","GS","Tim Probert","1","2:50.060","2:50.060","Green","Track","289.914","13.439","17.997","4.890","0.659","19.688","27.712","16.535","21.430","6.864","3.819","124.672"
"82","GS","James Clay","1","2:51.291","2:51.291","Green","Track","273.424","11.407","16.880","4.792","0.663","18.063","25.569","16.932","20.733","6.517","3.728","123.920"
"96","GS","Vin Barletta","1","2:54.399","2:54.399","Green","Track","295.632","13.881","18.260","4.771","0.664","20.329","29.227","17.796","22.692","7.392","3.948","123.734"
"7","GS","Trent Hindman","1","2:57.368","2:57.368","Green","Pit","305.060","12.970","19.651","5.920","0.760","18.275","26.074","16.951","22.166","11.191","12.392","108.104"
"56","GS","Eric Foss","1","2:57.472","2:57.472","Green","Track","245.941","11.355","16.280","5.855","0.956","18.656","27.390","16.891","21.298","6.663","3.775","85.940"
"61","TCR","Jon Morley","1","2:57.487","2:57.487","Green","Track","275.204","11.814","17.848","5.906","0.738","19.276","27.591","17.425","21.400","6.942","4.034","111.327"
"84","TCR","Brian Henderson","1","2:59.503","2:59.503","Green","Track","287.983","12.553","19.495","5.560","0.690","20.708","28.483","18.152","22.958","7.415","4.084","119.071"
"57","GS","Bryce Ward","1","3:00.858","3:00.858","Green","Track","287.281","11.768","19.439","5.703","0.705","19.699","29.328","18.607","21.436","7.611","3.940","116.538"
"4","GS","Guy Cosmo","1","3:01.109","3:01.109","Green","Track","233.733","12.908","17.221","4.626","0.630","18.324","25.988","17.269","20.980","7.437","3.974","130.411"
"75","GS","Paul Holton","1","3:02.020","3:02.020","Green","Track","155.007","11.201","15.230","4.327","0.555","18.060","26.450","16.365","20.116","6.796","3.793","148.034"
"37","TCR","Tom O'Gorman","1","3:04.292","3:04.292","Green","Track","195.304","11.652","16.097","4.855","0.772","18.140","28.184","16.807","20.027","6.469","3.859","106.424"
"23","TCR","Nick Galante","1","3:14.586","3:14.586","Green","Track","212.649","12.945","18.323","5.231","0.811","21.238","27.827","17.556","24.980","7.462","4.130","101.306"
"46","GS","Owen Trinkler","1","3:19.528","3:19.528","Green","Track","233.078","13.306","16.386","4.576","0.620","18.124","27.057","17.061","21.213","6.988","3.920","132.515"
