"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"52","LMP3","Mike Guasch","8","2:03.805","17:00.529","Green","Track","6.060","5.634","25.121","15.624","27.541","9.138","18.698","0.551","11.089","1.514","2.835","153.852","114.087"
"7","LMP3","Blake Mount","8","2:02.160","17:10.699","Green","Track","5.929","5.640","25.701","15.564","26.476","8.978","18.560","0.547","10.517","1.472","2.776","154.978","117.342"
"55","LMP3","Timo Reger","6","1:59.342","17:15.565","Green","Track","5.781","5.371","24.331","15.352","26.358","8.872","18.049","0.530","10.497","1.459","2.742","159.949","118.387"
"51","LMP3","Rob Hodes","7","4:41.775","17:17.475","Green","Track","150.275","12.366","28.066","16.705","28.447","9.538","19.185","0.557","12.135","1.584","2.917","152.195","109.045"
"19","LMP3","Bradley Baker","8","2:06.342","17:27.857","Green","Track","6.153","6.161","26.369","15.824","27.522","9.311","18.986","0.548","11.132","1.515","2.821","154.695","114.011"
"60","LMP3","Bruce Hamilton","7","2:06.394","17:27.758","Green","Track","6.053","6.185","25.682","15.671","28.161","9.337","18.695","0.541","11.663","1.555","2.851","156.696","111.079"
"74","LMP3","Wyatt Schwab","7","2:01.962","17:32.517","Green","Track","5.836","5.920","25.019","15.137","26.744","9.274","18.523","0.531","10.759","1.472","2.747","159.647","117.342"
"86","LMP3","Paul LaHaye","8","2:07.695","17:32.588","Green","Track","6.298","6.342","26.393","15.882","27.699","9.212","18.871","0.551","11.885","1.619","2.943","153.852","106.688"
"33","LMP3","Lance Willsey","8","2:04.054","17:33.231","Green","Track","6.037","5.676","25.130","15.572","27.289","9.309","18.843","0.554","11.268","1.526","2.850","153.019","113.190"
"26","LMP3","Matthew Bell","8","2:10.079","17:33.686","Green","Pit","5.871","5.554","25.038","15.270","27.206","8.779","18.193","0.550","10.599","2.956","10.063","154.132","58.433"
"9","LMP3","Gerry Kraut","8","2:00.477","17:35.659","Green","Track","5.784","5.588","24.673","15.311","26.926","8.807","18.106","0.533","10.522","1.473","2.754","159.048","117.262"
"54","LMP3","David Murry","6","2:05.075","17:40.556","Green","Track","6.045","6.128","25.590","15.484","27.581","9.378","18.856","0.549","11.179","1.490","2.795","154.413","115.924"
"43","LMP3","Stevan McAleer","7","2:15.708","17:45.350","Green","Track","0.000","0.000","26.654","0.000","0.000","11.739","20.633","0.595","11.600","1.465","2.745","142.475","117.903"
"23","LMP3","Anthony Simone","7","2:01.562","17:49.185","Green","Track","5.750","5.672","25.116","15.568","26.613","8.922","18.620","0.533","10.589","1.455","2.724","159.048","118.713"
"25","LMP3","Ross Chouest","8","2:07.080","17:53.466","Green","Track","6.016","6.168","27.110","15.821","27.685","9.348","18.925","0.553","11.088","1.526","2.840","153.296","113.190"
"10","LMP3","Joe Robillard","7","2:04.719","18:03.949","Green","Track","5.972","5.851","25.701","15.494","27.023","9.132","18.994","0.540","11.691","1.515","2.806","156.987","114.011"
"70","LMP3","Joel Janco","8","2:03.576","18:15.338","Green","Track","5.987","5.712","25.537","15.777","27.194","9.146","18.675","0.555","10.688","1.498","2.807","152.744","115.305"
"47","LMP3","Austin McCusker","7","1:59.018","18:17.959","Green","Track","5.775","5.419","24.446","15.078","26.351","8.854","18.044","0.538","10.325","1.452","2.736","157.570","118.958"
"2","LMP3","Tim George","7","4:15.511","18:40.850","Green","Pit","6.249","6.430","26.431","16.369","28.364","9.561","19.114","0.556","13.756","3.492","125.189","152.469","49.464"
"12","LMP3","Tim Moser","8","2:03.376","19:03.459","Green","Track","6.025","5.770","24.961","15.509","27.145","9.134","18.791","0.551","11.192","1.494","2.804","153.852","115.614"
"7","LMP3","Max Hanratty","9","2:00.821","19:11.520","Green","Track","5.884","5.549","24.843","15.397","26.382","8.901","18.631","0.547","10.455","1.464","2.768","154.978","117.983"
"55","LMP3","Timo Reger","7","1:59.073","19:14.638","Green","Track","5.759","5.345","24.310","15.279","26.293","8.864","18.094","0.534","10.424","1.445","2.726","158.750","119.534"
"52","LMP3","Mike Guasch","9","2:15.230","19:15.759","Green","Pit","6.041","5.686","25.297","15.554","27.294","9.102","18.525","0.550","13.011","3.947","10.223","154.132","43.762"
"51","LMP3","Rob Hodes","8","2:06.270","19:23.745","Green","Track","6.131","6.302","25.851","15.849","27.733","9.408","18.742","0.552","11.388","1.501","2.813","153.574","115.075"
"4","LMP3","Leo Lamelas","8","3:54.499","19:30.314","Green","Pit","6.118","6.251","25.646","15.849","27.023","9.571","18.836","0.555","12.207","3.582","108.861","152.744","48.221"
"19","LMP3","Bradley Baker","9","2:05.001","19:32.858","Green","Track","6.048","6.023","26.287","15.467","27.323","9.381","18.752","0.548","10.852","1.502","2.818","154.695","114.998"
"74","LMP3","Wyatt Schwab","8","2:01.016","19:33.533","Green","Track","5.793","5.747","24.918","15.083","26.939","9.067","18.215","0.532","10.489","1.472","2.761","159.347","117.342"
"60","LMP3","Bruce Hamilton","8","2:10.784","19:38.542","Green","Track","5.983","6.632","26.526","16.629","29.543","10.177","18.824","0.539","11.592","1.522","2.817","157.278","113.487"
"9","LMP3","Scott Andrews","9","2:02.997","19:38.656","Green","Track","5.762","5.614","25.149","0.000","0.000","9.674","18.556","0.530","11.734","1.486","2.757","159.949","116.236"
"33","LMP3","Lance Willsey","9","2:08.963","19:42.194","Green","Track","6.042","5.976","25.812","19.698","27.383","9.391","18.885","0.550","10.906","1.502","2.818","154.132","114.998"
"54","LMP3","David Murry","7","2:04.713","19:45.269","Green","Track","6.043","6.031","25.541","15.507","27.392","9.519","18.751","0.545","11.099","1.489","2.796","155.546","116.002"
