"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"23","TCR","Jared Salinsky","5","1:57.884","13:53.457","Green","Track","3.697","9.642","14.181","4.416","0.566","15.163","24.086","16.107","19.656","6.515","3.855","145.157"
"98","TCR","Michael Lewis","5","1:56.888","13:58.315","Green","Track","3.677","9.661","14.441","4.502","0.581","14.621","23.841","16.003","19.354","6.372","3.835","141.410"
"12","TCR","Ryan Nash","5","1:58.796","14:08.917","Green","Track","3.678","9.780","14.198","4.398","0.564","15.866","24.231","16.144","19.557","6.550","3.830","145.672"
"5","TCR","Tim Lewis Jr","5","1:57.893","14:15.236","Green","Track","3.694","9.760","0.000","0.000","0.576","15.566","24.171","15.935","19.345","6.424","3.799","142.637"
"61","TCR","Gavin Ernstone","5","2:00.181","14:22.967","Green","Track","3.732","10.049","0.000","0.000","0.580","15.454","24.407","16.324","19.665","6.684","3.959","141.654"
"73","TCR","Mike LaMarra","6","2:00.960","15:34.035","Finish","Track","3.705","9.892","14.546","4.559","0.587","15.326","24.318","16.507","19.864","7.471","4.185","139.964"
"84","TCR","Brian Henderson","6","2:01.984","15:39.186","Finish","Track","3.691","9.722","14.468","4.535","0.587","15.283","24.295","16.270","19.528","8.831","4.774","139.964"
"89","TCR","Chad Gilsinger","6","2:21.004","16:07.470","Finish","Pit","3.697","9.795","14.476","4.532","0.583","15.427","24.174","16.302","19.763","14.927","17.328","140.925"
"54","TCR","Michael Johnson","6","2:19.411","16:10.647","Finish","Pit","3.668","9.743","14.165","4.365","0.561","15.272","24.082","16.118","19.362","13.595","18.480","146.451"
"23","TCR","Jared Salinsky","6","2:23.944","16:17.401","Finish","Pit","3.677","9.791","14.319","4.439","0.569","15.377","24.165","16.008","19.734","12.850","23.015","144.392"
"98","TCR","Michael Lewis","6","2:22.722","16:21.037","Finish","Pit","3.670","9.702","14.463","4.508","0.581","14.746","23.834","15.995","19.445","17.607","18.171","141.410"
"46","GS","Owen Trinkler","1","31:43.473","31:43.473","Green","Track","0.000","10.614","14.608","4.377","0.559","15.845","23.964","15.487","19.451","6.290","3.706","146.975"
"56","GS","Jeff Mosing","1","31:45.772","31:45.772","Green","Track","0.000","10.348","14.883","4.430","0.569","15.897","24.119","15.820","19.840","6.403","3.730","144.392"
"88","GS","Henry Schmitt","1","31:52.424","31:52.424","Green","Track","0.000","11.217","15.736","4.410","0.566","17.150","24.920","15.985","20.398","6.775","3.781","145.157"
"97","GS","Rob Ecklin Jr.","1","31:55.930","31:55.930","Green","Track","0.000","11.186","15.975","4.499","0.611","18.228","25.339","16.187","20.219","6.725","3.743","134.467"
"11","GS","Thomas Collingwood","1","32:03.635","32:03.635","Green","Track","0.000","11.770","17.053","4.614","0.579","18.465","25.917","16.641","21.164","7.163","3.884","141.898"
"35","GS","James Cox","1","32:07.700","32:07.700","Green","Track","14.338","11.330","16.372","4.483","0.569","17.648","25.977","17.331","20.840","6.907","3.799","144.392"
"60","GS","Nate Stacy","1","32:08.729","32:08.729","Green","Track","14.565","11.607","16.831","4.813","0.670","18.057","26.042","16.153","20.557","6.792","3.775","122.626"
"65","GS","Tim Probert","1","32:09.414","32:09.414","Green","Track","0.000","11.907","16.739","4.619","0.635","18.183","24.926","16.121","20.663","6.669","3.784","129.384"
"13","GS","Scott Hargrove","1","32:14.667","32:14.667","Green","Track","14.957","12.042","16.200","4.795","0.745","18.153","26.427","17.809","20.949","7.077","3.936","110.281"
"71","GS","Frank DePew","1","32:26.575","32:26.575","Green","Track","14.649","12.989","18.922","4.955","0.655","18.910","26.834","17.028","21.984","7.105","3.858","125.434"
"4","GS","Ted Giovanis","1","32:29.962","32:29.962","Green","Track","0.000","12.683","17.221","4.947","0.626","17.817","25.320","16.248","20.482","7.072","3.870","131.245"
"40","GS","James Pesek","1","32:41.193","32:41.193","Green","Track","14.578","12.430","18.269","5.023","0.655","20.194","27.466","16.919","21.814","7.237","3.921","125.434"
"59","GS","Rod Randall","1","33:07.605","33:07.605","Green","Pit","12.007","12.416","16.725","4.584","0.579","16.887","26.572","16.550","21.853","10.784","15.894","141.898"
"82","GS","James Clay","1","33:16.772","33:16.772","Green","Track","21.076","17.035","23.125","7.508","1.039","20.458","24.957","16.248","19.707","6.392","3.683","79.075"
"57","GS","Christian Hohenadel","1","33:20.452","33:20.452","Green","Track","0.000","16.011","15.670","4.540","0.647","17.955","24.512","16.330","21.637","6.666","3.764","126.985"
"2","GS","Kenton Koch","1","33:22.055","33:22.055","Green","Track","14.551","14.257","22.613","7.336","1.144","20.778","25.386","16.094","22.846","6.528","3.788","71.817"
"8","GS","Gunnar Jeannette","1","33:23.682","33:23.682","Green","Track","14.598","13.188","22.508","7.756","0.958","20.757","26.863","16.330","21.673","6.925","3.839","85.761"
"96","GS","Vin Barletta","1","33:26.030","33:26.030","Green","Track","21.956","15.847","22.841","7.444","1.159","21.159","28.781","16.881","22.219","7.101","3.840","70.888"
"39","GS","Tyler McQuarrie","1","33:32.555","33:32.555","Green","Track","0.000","13.637","20.673","5.711","0.729","18.028","29.410","18.499","25.038","6.636","3.789","112.701"
"7","GS","Trent Hindman","1","33:34.317","33:34.317","Green","Track","0.000","10.916","15.156","5.074","0.736","18.107","26.887","21.432","21.981","6.781","3.845","111.629"
"93","GS","Mark Siegel","1","33:34.467","33:34.467","Green","Track","0.000","15.982","16.427","4.922","0.727","17.915","30.201","17.538","25.828","7.284","3.943","113.011"
"75","GS","Kuno Wittmer","1","33:37.626","33:37.626","Green","Track","0.000","11.446","18.072","6.565","0.864","19.144","28.861","16.020","21.901","6.414","3.707","95.092"
"33","GS","Indy Dontje","1","33:38.467","33:38.467","Green","Track","0.000","11.487","17.093","5.005","0.675","18.412","29.325","19.336","23.924","6.706","3.786","121.717"
"46","GS","Owen Trinkler","2","1:55.486","33:38.959","Green","Track","3.549","9.459","13.868","4.276","0.549","15.030","23.542","15.544","19.659","6.331","3.679","149.652"
"69","GS","Jesse Lazare","1","33:39.698","33:39.698","Green","Track","16.054","15.363","17.180","6.483","0.724","18.488","32.426","19.453","24.105","6.909","3.725","113.479"
"56","GS","Jeff Mosing","2","1:56.525","33:42.297","Green","Track","3.563","9.697","13.989","4.278","0.549","15.183","23.747","15.778","19.545","6.446","3.750","149.652"
"88","GS","Henry Schmitt","2","1:57.561","33:49.985","Green","Track","3.585","9.863","13.662","4.187","0.536","15.911","23.931","15.762","19.843","6.534","3.747","153.282"
"97","GS","Rob Ecklin Jr.","2","1:57.817","33:53.747","Green","Track","3.579","9.773","13.635","4.239","0.545","16.028","24.457","15.627","19.723","6.527","3.684","150.751"
"11","GS","Thomas Collingwood","2","1:59.920","34:03.555","Green","Track","3.663","9.881","14.080","4.271","0.545","15.938","24.423","16.263","20.154","6.853","3.849","150.751"
"35","GS","James Cox","2","1:56.926","34:04.626","Green","Track","3.597","9.811","13.736","4.230","0.541","15.767","23.875","15.755","19.365","6.495","3.754","151.865"
"60","GS","Nate Stacy","2","1:56.474","34:05.203","Green","Track","3.598","9.673","13.723","4.219","0.542","15.454","23.838","15.735","19.417","6.530","3.745","151.585"
