"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"97","GS","Brandon Kidd","88","2:15.479","3:21:57.051","Green","Track","4.027","11.159","15.050","4.345","0.618","18.735","28.364","18.307","23.209","7.704","3.961","132.944"
"57","GS","Christian Hohenadel","88","2:15.729","3:21:57.748","Green","Track","4.113","11.579","15.501","4.488","0.635","19.237","27.758","17.784","22.764","7.881","3.989","129.384"
"60","GS","Kyle Marcelli","88","2:16.677","3:21:58.358","Green","Track","4.220","11.583","15.566","4.467","0.625","19.107","28.142","18.100","23.033","7.821","4.013","131.455"
"98","TCR","Mark Wilkins","88","2:15.487","3:21:58.994","Green","Track","4.223","11.381","15.242","4.543","0.658","18.923","27.888","17.912","22.846","7.805","4.066","124.862"
"73","TCR","Mat Pombo","88","2:17.720","3:22:05.745","Green","Track","4.104","12.361","16.356","5.000","0.648","19.473","27.827","18.069","22.229","7.523","4.130","126.789"
"59","GS","Kenny Wilden","88","2:31.888","3:22:08.206","Green","Track","14.576","11.493","16.711","4.708","0.699","20.591","29.477","18.099","23.550","7.956","4.028","117.538"
"61","TCR","Jon Morley","87","2:15.023","3:22:10.209","Green","Track","4.185","11.238","15.037","4.600","0.644","18.110","28.554","17.819","22.861","7.770","4.205","127.576"
"88","GS","Greg Liefooghe","87","2:10.640","3:22:15.692","Green","Track","3.924","10.787","14.609","4.306","0.627","18.611","26.836","17.319","22.077","7.595","3.949","131.035"
"71","GS","Robin Liddell","89","2:09.673","3:22:23.705","Green","Track","3.868","10.820","14.014","4.275","0.592","18.181","26.892","17.333","22.060","7.645","3.993","138.782"
"2","GS","Tyler Cooke","88","2:16.380","3:22:26.130","Green","Track","4.131","11.661","15.066","4.503","0.677","19.144","28.058","18.048","23.010","7.970","4.112","121.358"
"69","GS","Corey Fergus","89","2:09.769","3:22:36.712","Green","Track","3.836","10.651","14.631","4.231","0.581","18.382","26.933","17.303","21.855","7.428","3.938","141.410"
"11","GS","Spencer Pumpelly","88","2:11.039","3:22:39.890","Green","Track","3.887","10.482","14.474","4.294","0.575","18.529","27.199","17.684","22.158","7.746","4.011","142.885"
"56","GS","Eric Foss","89","2:14.599","3:22:46.457","Green","Track","3.792","11.056","15.432","4.521","0.703","19.212","27.977","17.879","22.416","7.632","3.979","116.869"
"5","TCR","Tim Lewis Jr","87","2:17.153","3:22:52.070","Green","Track","4.034","11.358","15.913","4.612","0.654","19.095","28.371","18.104","23.119","7.826","4.067","125.626"
"75","GS","Paul Holton","85","2:16.559","3:23:16.530","Green","Track","3.991","11.119","16.246","4.484","0.592","19.014","28.333","18.091","22.453","8.233","4.003","138.782"
"65","GS","Justin Piscitell","89","2:29.607","3:23:21.927","Green","Pit","4.032","11.312","16.392","4.485","0.598","19.120","28.223","18.004","23.010","12.347","12.084","137.390"
"35","GS","Dylan Murry","89","2:13.548","3:23:22.680","Green","Track","4.013","11.382","15.045","4.395","0.633","18.573","27.317","17.697","22.454","7.993","4.046","129.793"
"84","TCR","Todd Lamb","77","2:40.935","3:23:32.721","Green","Track","14.682","12.573","20.151","5.352","0.795","20.644","30.557","19.126","24.046","8.674","4.335","103.345"
