"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"31","DPi","Eric Curran","1","2:01.836","2:01.836","Green","Track","0.000","17.440","10.506","21.149","7.189","5.822","5.902","9.460","6.361","5.718","4.809","0.435","2.775","188.088"
"6","DPi","Dane Cameron","1","2:02.579","2:02.579","Green","Track","0.000","17.820","10.417","21.001","7.033","5.786","5.467","9.223","6.325","5.736","4.781","0.434","2.769","188.521"
"7","DPi","Alexander Rossi","1","2:04.212","2:04.212","Green","Track","0.000","17.553","10.156","20.328","6.994","5.707","5.626","9.326","6.280","5.640","4.757","0.430","2.742","190.275"
"77","DPi","Tristan Nunez","1","2:06.789","2:06.789","Green","Track","0.000","17.923","9.970","20.450","6.952","5.693","5.352","9.227","6.316","5.647","4.746","0.431","2.746","189.833"
"81","LMP2","Nicolas Lapierre","1","2:10.761","2:10.761","Green","Track","0.000","18.452","10.646","21.988","7.406","5.985","5.778","9.645","6.601","5.916","5.026","0.456","2.916","179.426"
"52","LMP2","Gabriel Aubry","1","2:13.472","2:13.472","Green","Track","0.000","17.662","9.851","20.108","7.220","5.966","5.511","9.460","6.552","6.005","5.026","0.455","2.907","179.820"
"10","DPi","Renger Van Der Zande","1","2:13.925","2:13.925","Green","Track","0.000","19.283","10.700","21.474","7.097","6.329","8.507","10.923","7.034","6.163","5.134","0.495","3.079","165.289"
"9","GTD","Scott Hargrove","1","2:17.234","2:17.234","Green","Track","0.000","17.507","10.769","21.244","7.889","6.502","6.031","10.433","7.205","6.439","5.418","0.490","3.135","166.976"
"63","GTD","Dominik Farnbacher","1","2:27.950","2:27.950","Green","Track","0.000","19.080","10.744","21.474","7.915","6.431","6.017","10.771","7.172","6.363","5.330","0.486","3.092","168.350"
"19","GTD","Alex Riberas","1","2:27.962","2:27.962","Green","Track","0.000","18.758","11.158","21.238","7.981","6.543","6.192","11.182","7.255","6.477","5.382","0.491","3.184","166.636"
"44","GTD","Marco Mapelli","1","2:29.078","2:29.078","Green","Track","0.000","17.803","10.920","21.147","7.958","6.464","6.068","10.801","7.235","6.407","5.722","0.529","3.323","154.666"
