"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"81","LMP2","Ben Hanley","1","2:08.713","2:08.713","Green","Track","0.000","19.095","10.956","22.871","7.527","6.047","5.957","10.240","6.711","5.995","5.008","0.455","2.913","179.820"
"38","LMP2","Kris Wright","1","2:12.645","2:12.645","Green","Track","639.282","19.596","11.064","22.243","7.382","5.964","6.119","10.828","6.649","5.890","4.970","0.450","2.873","181.818"
"911","GTLM","Nick Tandy","1","2:16.657","2:16.657","Green","Track","486.010","19.604","10.990","22.460","7.937","6.393","6.176","10.846","7.128","6.262","5.203","0.469","2.988","174.452"
"9","GTD","Lars Kern","1","2:19.173","2:19.173","Green","Track","558.729","19.908","12.763","22.596","8.012","6.593","6.271","10.833","7.283","6.456","5.398","0.487","3.104","168.004"
"13","GTD","Victor Franzoni","1","2:22.163","2:22.163","Green","Track","384.624","19.046","11.510","23.625","8.077","6.465","6.102","10.941","7.246","6.355","5.306","0.479","3.058","170.810"
"73","GTD","Nicholas Boulle","1","2:24.443","2:24.443","Green","Track","415.972","19.646","12.238","24.613","8.418","6.548","6.211","12.111","7.373","6.474","5.390","0.485","3.094","168.697"
"84","DPi","Simon Trummer","1","2:34.543","2:34.543","Green","Track","0.000","19.551","11.021","21.803","7.379","5.953","5.940","10.886","6.605","5.822","4.829","0.436","2.782","187.656"
"88","GTD","Roman DeAngelis","1","2:37.256","2:37.256","Green","Track","384.042","22.135","14.497","23.935","8.286","6.655","6.466","11.722","7.490","6.570","5.454","0.491","3.123","166.636"
"44","GTD","Marco Mapelli","1","2:39.229","2:39.229","Green","Pit","446.005","20.189","11.639","22.692","8.170","6.605","6.277","11.561","7.452","6.508","8.715","0.000","0.000","0.000"
"10","DPi","Kamui Kobayashi","1","2:40.194","2:40.194","Green","Track","33.040","19.095","10.386","23.807","7.774","5.929","5.642","9.846","6.400","5.757","4.780","0.431","2.767","189.833"
"50","DPi","Rene Binder","1","2:40.494","2:40.494","Green","Track","0.000","20.755","13.677","24.092","7.942","6.224","6.234","10.864","6.554","5.909","4.924","0.443","2.820","184.691"
"6","DPi","Simon Pagenaud","1","2:40.757","2:40.757","Green","Track","34.827","20.274","11.082","23.020","7.493","5.984","5.703","10.089","6.439","5.660","4.764","0.434","2.841","188.521"
"912","GTLM","Earl Bamber","1","2:43.572","2:43.572","Green","Track","34.739","19.524","10.885","23.905","8.081","6.398","5.973","10.507","7.118","6.272","5.190","0.467","2.979","175.200"
"5","DPi","Mike Conway","1","2:44.032","2:44.032","Green","Track","34.247","19.689","10.163","20.788","7.143","6.007","5.773","9.782","6.517","5.780","4.771","0.429","2.747","190.718"
"24","GTLM","Alex Zanardi","1","2:44.785","2:44.785","Green","Track","0.000","21.295","13.261","24.905","8.120","6.398","6.247","11.231","7.174","6.262","5.264","0.506","3.181","161.696"
"25","GTLM","Colton Herta","1","2:45.106","2:45.106","Green","Track","0.000","20.909","12.390","25.637","8.069","6.386","6.100","11.102","7.088","6.238","5.178","0.469","3.003","174.452"
"33","GTD","Felipe Fraga","1","2:46.084","2:46.084","Green","Track","34.424","20.588","11.662","24.130","8.123","6.491","6.151","10.782","7.191","6.372","5.276","0.477","3.042","171.527"
"66","GTLM","Joey Hand","1","2:48.839","2:48.839","Green","Track","34.815","19.987","11.664","22.767","7.929","6.557","6.413","11.100","7.153","6.293","5.183","0.467","2.982","175.200"
"57","GTD","Simona De Silvestro","1","2:49.062","2:49.062","Green","Track","35.068","19.657","11.812","22.995","8.104","6.715","6.318","11.191","7.331","6.429","5.323","0.480","3.054","170.455"
"48","GTD","Bryan Sellers","1","2:50.800","2:50.800","Green","Track","34.877","19.366","11.791","22.936","8.127","6.599","6.376","11.471","7.365","6.519","5.403","0.486","3.111","168.350"
"85","DPi","Misha Goikhberg","1","2:52.167","2:52.167","Green","Pit","0.000","19.337","12.043","22.831","7.397","5.922","5.769","10.087","6.580","5.799","7.582","0.000","0.000","0.000"
