"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"5","DPi","Joao Barbosa","1","1:57.227","1:57.227","Green","Track","0.000","17.379","9.876","19.823","7.053","5.834","5.509","9.308","6.464","5.747","4.810","0.434","2.774","188.521"
"31","DPi","Felipe Nasr","1","2:02.223","2:02.223","Green","Track","0.000","18.100","10.260","20.620","7.058","5.810","5.512","9.469","6.455","5.737","4.798","0.433","2.772","188.957"
"6","DPi","Simon Pagenaud","1","2:02.648","2:02.648","Green","Track","0.000","17.055","9.772","20.861","7.003","5.743","5.483","9.477","6.405","5.691","4.770","0.433","2.766","188.957"
"84","DPi","Simon Trummer","1","2:16.278","2:16.278","Green","Track","0.000","17.789","10.364","21.101","7.181","5.890","5.605","9.792","6.506","5.745","4.791","0.432","2.768","189.394"
"77","DPi","Rene Rast","1","2:21.066","2:21.066","Green","Track","0.000","18.521","10.048","20.610","7.923","6.652","5.740","9.142","6.323","5.684","4.790","0.433","2.775","188.957"
"52","LMP2","Gabriel Aubry","1","2:23.298","2:23.298","Green","Track","0.000","18.242","10.249","21.436","7.262","5.982","5.682","9.813","6.555","5.841","4.939","0.448","2.864","182.630"
"81","LMP2","James Allen","1","2:28.765","2:28.765","Green","Track","0.000","19.815","10.852","22.040","7.519","6.033","5.832","10.347","6.666","5.888","4.975","0.451","2.877","181.415"
"55","DPi","Harry Tincknell","1","2:39.190","2:39.190","Green","Track","0.000","18.039","9.927","21.328","6.949","5.741","5.415","8.942","6.281","5.639","4.745","0.429","2.740","190.718"
"50","DPi","Will Owen","1","2:45.910","2:45.910","Green","Track","0.000","18.207","10.269","20.538","7.166","5.933","5.702","9.860","6.520","5.826","4.853","0.440","2.804","185.950"
"10","DPi","Fernando Alonso","1","2:47.310","2:47.310","Green","Track","32.731","18.701","10.274","20.266","7.078","5.833","5.500","9.508","6.445","5.729","4.793","0.434","2.774","188.521"
"66","GTLM","Dirk Mueller","1","2:58.237","2:58.237","Green","Track","32.891","20.537","11.530","22.017","0.000","0.000","6.024","10.529","7.124","6.263","5.203","0.470","3.006","174.081"
"25","GTLM","Tom Blomqvist","1","2:59.220","2:59.220","Green","Track","0.000","21.373","12.124","23.458","7.999","6.427","6.225","11.616","7.722","6.524","5.334","0.484","3.076","169.046"
"54","DPi","Romain Dumas","1","3:01.948","3:01.948","Green","Track","32.420","18.697","10.392","0.000","0.000","5.723","5.568","10.361","6.452","5.730","4.738","0.431","2.746","189.833"
"912","GTLM","Earl Bamber","1","3:01.988","3:01.988","Green","Track","32.303","21.087","12.680","23.875","8.131","6.656","6.629","11.120","7.226","6.379","5.296","0.477","3.048","171.527"
"18","LMP2","Ryan Cullen","1","3:02.608","3:02.608","Green","Pit","123.759","23.782","14.604","24.645","7.674","6.101","5.862","10.777","6.843","5.981","10.211","0.000","0.000","0.000"
"67","GTLM","Ryan Briscoe","1","3:02.906","3:02.906","Green","Track","32.509","20.174","12.330","23.353","8.053","6.460","6.268","11.062","7.206","6.313","5.215","0.471","3.004","173.712"
"4","GTLM","Oliver Gavin","1","3:04.316","3:04.316","Green","Track","31.965","19.305","11.236","22.880","8.022","6.529","6.208","10.955","7.281","6.369","5.271","0.476","3.041","171.887"
"85","DPi","Tristan Vautier","1","3:06.593","3:06.593","Green","Track","0.000","18.489","10.328","21.408","7.068","5.851","5.578","9.651","6.419","5.698","4.771","0.430","2.753","190.275"
"3","GTLM","Jan Magnussen","1","3:12.491","3:12.491","Green","Track","32.029","19.514","11.761","22.733","8.045","6.481","6.218","10.710","7.258","6.347","5.272","0.476","3.039","171.887"
"62","GTLM","Davide Rigon","1","3:18.790","3:18.790","Green","Track","0.000","20.104","11.655","22.983","7.898","6.409","6.132","10.784","7.141","6.268","5.206","0.472","3.017","173.344"
"7","DPi","Ricky Taylor","1","3:36.961","3:36.961","Green","Track","0.000","18.600","10.696","21.742","7.192","5.845","5.444","9.116","6.368","5.726","4.746","0.430","2.753","190.275"
"5","DPi","Joao Barbosa","2","1:38.875","3:46.102","Green","Track","10.613","13.116","9.596","18.737","7.014","5.810","5.335","8.725","6.329","5.666","4.759","0.430","2.745","190.275"
"6","DPi","Simon Pagenaud","2","1:39.568","3:52.216","Green","Track","11.035","13.282","8.651","18.923","6.889","5.712","5.343","9.687","6.428","5.661","4.759","0.432","2.766","189.394"
"84","DPi","Simon Trummer","2","1:37.356","3:53.634","Green","Track","10.336","13.274","8.649","18.519","6.955","5.722","5.280","8.790","6.342","5.618","4.718","0.426","2.727","192.061"
"77","DPi","Rene Rast","2","1:36.372","3:57.438","Green","Track","10.334","12.913","8.560","18.269","6.829","5.690","5.314","8.596","6.286","5.642","4.747","0.430","2.762","190.275"
"24","GTLM","Alex Zanardi","1","4:00.446","4:00.446","Green","Track","0.000","20.691","13.465","24.860","8.453","6.555","6.122","11.314","7.369","6.339","5.260","0.475","3.025","172.249"
"52","LMP2","Gabriel Aubry","2","1:39.941","4:03.239","Green","Track","10.891","13.509","8.900","18.863","7.052","5.867","5.505","8.952","6.450","5.784","4.894","0.441","2.833","185.529"
