"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP5"
"84","DPi","Stephen Simpson","3","1:50.645","5:48.820","Red","Pit","4.890","8.338","5.099","10.015","7.888","2.064","0.674","9.463","20.238","21.407","9.417","11.152","121.392"
"10","DPi","Jordan Taylor","3","1:51.792","5:50.290","Red","Pit","5.005","8.292","5.160","10.550","8.883","2.269","0.753","9.901","18.402","21.311","9.775","11.491","108.656"
"5","DPi","Filipe Albuquerque","3","1:49.375","5:51.507","Red","Pit","4.512","8.283","5.042","10.277","8.577","2.419","0.750","9.520","18.726","20.360","9.724","11.185","109.091"
"911","GTLM","Nick Tandy","3","1:51.953","5:53.916","Red","Pit","4.992","8.680","5.067","10.286","9.521","2.912","0.832","9.495","17.953","21.331","9.724","11.160","98.339"
"912","GTLM","Earl Bamber","3","1:51.469","5:55.185","Red","Pit","4.572","8.123","4.904","10.410","9.678","2.949","0.962","10.610","18.934","19.513","10.044","10.770","85.050"
"96","GTD","Bill Auberlen","3","1:48.896","5:56.482","Red","Pit","4.869","8.746","4.899","10.531","8.187","2.001","0.603","9.192","19.430","18.907","10.726","10.805","135.685"
"44","GTD","Andy Lally","3","1:51.001","6:00.311","Red","Pit","4.709","8.532","4.855","10.252","8.333","2.056","0.570","9.415","19.358","19.304","11.172","12.445","143.541"
"7","DPi","Ricky Taylor","2","2:52.338","6:09.189","Red","Pit","41.971","14.987","8.801","13.822","11.061","3.007","0.955","12.346","22.304","22.138","9.575","11.371","85.673"
"3","GTLM","Jan Magnussen","3","1:52.123","6:09.821","Red","Pit","4.817","8.480","5.283","10.443","8.339","2.028","0.590","8.996","19.982","21.967","10.163","11.035","138.675"
"4","GTLM","Tommy Milner","3","1:52.068","6:10.925","Red","Pit","4.801","8.392","5.316","10.947","8.474","2.083","0.634","9.394","18.868","21.458","10.591","11.110","129.051"
"33","GTD","Jeroen Bleekemolen","3","1:52.477","6:12.908","Red","Pit","4.767","8.583","5.026","10.716","8.635","2.076","0.556","9.078","18.665","21.438","11.421","11.516","147.155"
"19","GTD","Alex Riberas","3","1:59.998","6:20.858","Red","Pit","5.184","9.488","5.905","12.269","9.577","2.386","0.883","10.616","20.483","21.098","10.426","11.683","92.659"
"38","LMP2","Kyle Masson","3","2:00.516","6:21.950","Red","Pit","5.098","9.696","5.936","12.450","9.100","2.198","0.713","11.366","20.102","21.328","10.851","11.678","114.752"
"66","GTLM","Dirk Mueller","3","1:57.219","6:23.392","Red","Pit","5.448","9.280","5.390","10.721","8.876","2.134","0.675","11.415","21.006","19.495","10.840","11.939","121.212"
"24","GTLM","John Edwards","3","1:58.187","6:24.504","Red","Pit","5.619","9.702","5.652","11.369","9.153","2.155","0.652","10.265","20.781","19.762","11.126","11.951","125.488"
"25","GTLM","Tom Blomqvist","3","1:58.209","6:26.109","Red","Pit","5.416","9.480","5.647","11.292","8.648","2.103","0.664","10.282","20.765","20.113","11.370","12.429","123.220"
"50","DPi","Kyle Kaiser","3","1:59.708","6:28.320","Red","Pit","5.452","9.452","5.683","11.095","8.692","2.243","0.716","10.199","20.931","20.055","12.053","13.137","114.271"
"48","GTD","Bryan Sellers","3","2:01.351","6:30.258","Red","Pit","5.808","9.570","6.290","10.937","9.115","2.277","0.597","10.844","20.188","20.520","11.654","13.551","137.049"
"8","GTD","Ryan Dalziel","3","2:01.956","6:33.565","Red","Pit","5.191","9.087","6.145","0.000","0.000","2.124","0.679","10.381","20.424","21.004","11.379","15.213","120.498"
"12","GTD","Townsend Bell","2","6:49.634","9:20.540","Red","Pit","5.648","9.337","5.596","0.000","0.000","5.215","1.642","15.751","27.441","28.721","10.434","12.349","49.828"
"63","GTD","Toni Vilander","2","7:32.236","10:23.183","Green","Pit","5.142","9.322","5.222","11.222","8.683","2.068","0.562","9.533","18.911","18.854","10.409","352.308","145.584"
"74","GTD","Gar Robinson V","2","7:23.246","10:24.922","Green","Pit","5.513","9.242","5.352","12.757","9.193","2.224","0.705","10.244","19.564","19.543","11.772","337.137","116.054"
"76","GTD","Matt Plumb","2","7:28.516","10:30.936","Green","Pit","5.479","9.273","5.354","11.185","8.636","2.580","0.742","10.381","19.652","19.403","10.919","344.912","110.267"
"73","GTD","Patrick Long","3","6:17.083","10:38.716","Green","Pit","4.890","9.197","5.403","11.393","8.934","2.094","0.560","8.568","18.672","20.028","11.737","275.607","146.104"
"55","DPi","Ryan Hunter-Reay","3","7:11.387","10:52.812","Green","Pit","4.351","7.523","4.549","10.286","7.673","1.823","0.488","8.212","19.906","18.897","8.809","338.870","167.660"
"9","GTD","Scott Hargrove","3","6:29.770","11:18.475","Green","Track","293.003","10.539","5.271","10.851","8.237","2.053","0.585","9.500","19.605","18.199","6.724","5.203","139.860"
"57","GTD","Katherine Legge","3","6:47.091","11:19.594","Green","Track","307.845","11.009","5.409","11.029","8.478","2.056","0.596","9.439","19.591","19.106","7.239","5.294","137.279"
"67","GTLM","Richard Westbrook","3","6:19.596","11:23.207","Green","Track","279.874","10.892","5.313","11.033","8.315","2.071","0.618","9.524","20.144","19.180","6.999","5.633","132.392"
"85","DPi","Tristan Vautier","4","6:07.064","11:23.455","Green","Track","270.541","10.279","5.290","10.395","7.670","1.931","0.597","10.272","19.461","18.220","7.160","5.248","137.049"
"86","GTD","Mario Farnbacher","3","6:16.900","11:23.817","Green","Track","277.779","10.057","5.670","10.731","8.796","2.235","0.657","10.984","19.509","18.184","7.103","5.195","124.533"
"77","DPi","Oliver Jarvis","4","5:42.011","11:29.832","Green","Track","241.509","11.251","5.939","10.902","7.480","1.950","0.628","10.383","20.101","18.979","7.375","5.514","130.284"
"5","DPi","Filipe Albuquerque","4","5:38.589","11:30.096","Green","Track","243.182","10.086","5.403","10.487","7.653","2.038","0.670","9.871","19.452","17.936","6.744","5.067","122.117"
"912","GTLM","Earl Bamber","4","5:35.480","11:30.665","Green","Track","241.978","9.463","5.340","10.499","7.934","1.992","0.565","8.849","19.116","17.967","6.657","5.120","144.811"
"911","GTLM","Nick Tandy","4","5:39.011","11:32.927","Green","Track","241.855","10.305","5.324","10.756","8.524","2.081","0.611","9.181","19.505","18.684","6.816","5.369","133.909"
"84","DPi","Stephen Simpson","4","5:46.260","11:35.080","Green","Track","242.196","10.017","6.468","10.965","7.874","2.058","0.674","10.115","21.764","21.095","6.981","6.053","121.392"
"10","DPi","Jordan Taylor","4","5:44.907","11:35.197","Green","Track","243.231","11.899","6.287","11.677","8.390","2.441","0.782","10.350","19.408","18.224","6.729","5.489","104.627"
"44","GTD","Andy Lally","4","5:38.001","11:38.312","Green","Track","240.205","10.687","5.373","10.667","8.349","2.091","0.629","9.526","19.728","18.408","7.071","5.267","130.077"
"4","GTLM","Tommy Milner","4","5:31.237","11:42.162","Green","Track","231.493","10.247","5.525","10.754","8.283","2.055","0.634","9.302","19.246","18.822","9.468","5.408","129.051"
"33","GTD","Jeroen Bleekemolen","4","5:30.993","11:43.901","Green","Track","234.320","12.346","5.164","10.355","8.321","2.077","0.555","8.743","18.538","17.877","7.485","5.212","147.420"
"24","GTLM","John Edwards","4","5:21.528","11:46.032","Green","Track","225.712","10.887","5.406","10.711","8.162","1.995","0.575","9.065","18.748","18.077","6.835","5.355","142.292"
"66","GTLM","Dirk Mueller","4","5:23.445","11:46.837","Green","Track","226.070","11.372","5.340","10.455","8.243","2.028","0.590","9.142","18.701","18.291","7.375","5.838","138.675"
"25","GTLM","Tom Blomqvist","4","5:20.999","11:47.108","Green","Track","225.384","10.201","5.345","10.514","8.215","2.010","0.584","9.183","18.957","18.360","6.834","5.412","140.100"
"50","DPi","Kyle Kaiser","4","5:19.422","11:47.742","Green","Track","225.194","10.045","5.482","10.824","7.521","1.960","0.639","9.244","19.070","17.383","6.844","5.216","128.041"
"48","GTD","Bryan Sellers","4","5:22.579","11:52.837","Green","Track","224.447","10.031","5.080","10.344","8.129","2.034","0.566","9.057","20.996","20.089","6.768","5.038","144.555"
"19","GTD","Alex Riberas","4","5:36.779","11:57.637","Green","Track","227.477","12.799","6.990","11.437","9.266","2.507","0.727","10.189","21.312","20.983","7.440","5.652","112.542"
"8","GTD","Ryan Dalziel","4","5:24.336","11:57.901","Green","Track","224.918","11.152","5.352","0.000","0.000","2.116","0.626","9.592","19.332","18.635","7.271","5.458","130.700"
"38","LMP2","Kyle Masson","4","5:44.763","12:06.713","Green","Track","243.403","11.675","5.865","11.006","8.121","2.098","0.724","10.335","19.652","19.250","7.100","5.534","113.009"
"52","LMP2","Matthew McMurry","3","8:00.787","12:14.002","Green","Track","377.488","12.199","6.428","11.871","8.435","2.061","0.683","10.275","19.731","18.936","7.143","5.537","119.792"
"63","GTD","Toni Vilander","3","1:52.420","12:15.603","Green","Track","13.879","10.887","5.238","11.404","8.737","2.093","0.604","9.419","19.230","18.486","7.124","5.319","135.461"
"74","GTD","Gar Robinson V","3","1:56.785","12:21.707","Green","Track","13.970","11.480","5.936","12.270","8.662","2.111","0.603","9.726","20.044","19.239","7.194","5.550","135.685"
"76","GTD","Matt Plumb","3","1:54.146","12:25.082","Green","Track","14.222","10.647","5.485","10.828","8.573","2.152","0.624","9.751","20.508","18.763","7.150","5.443","131.119"
"3","GTLM","Jan Magnussen","4","6:15.511","12:25.332","Green","Track","277.334","10.624","5.710","11.135","8.294","2.110","0.657","9.570","19.458","18.301","6.953","5.365","124.533"
"73","GTD","Patrick Long","4","1:49.748","12:28.464","Green","Track","14.145","10.436","5.029","10.482","8.577","2.151","0.572","8.743","17.930","18.458","8.111","5.114","143.039"
"31","DPi","Felipe Nasr","3","8:11.019","12:29.647","Green","Track","398.056","9.805","5.351","10.253","7.679","1.985","0.574","9.149","18.473","17.519","6.793","5.382","142.540"
"14","GTD","Jack Hawksworth","3","8:06.252","12:35.982","Green","Track","391.393","11.392","5.284","10.573","8.501","2.071","0.556","8.491","18.348","17.787","6.664","5.192","147.155"
"55","DPi","Ryan Hunter-Reay","4","1:46.170","12:38.982","Green","Track","13.917","10.064","5.348","10.473","7.424","1.816","0.528","9.078","18.629","17.182","6.697","5.014","154.959"
"6","DPi","Juan Pablo Montoya","3","8:21.444","12:41.198","Green","Track","403.165","11.001","5.708","11.352","7.760","1.929","0.622","9.845","20.054","17.991","6.875","5.142","131.540"
"96","GTD","Bill Auberlen","4","6:56.511","12:52.993","Green","Pit","242.941","10.915","5.152","10.794","8.239","2.024","0.608","9.293","19.198","18.249","7.796","81.302","134.569"
"9","GTD","Scott Hargrove","4","1:35.746","12:54.221","Green","Track","4.867","8.365","4.853","10.264","8.267","2.056","0.552","8.983","18.243","17.768","6.437","5.091","148.221"
"57","GTD","Katherine Legge","4","1:37.780","12:57.374","Green","Track","4.808","8.531","4.863","10.536","8.266","2.026","0.552","9.621","18.490","18.119","6.858","5.110","148.221"
"85","DPi","Tristan Vautier","5","1:35.216","12:58.671","Green","Track","4.570","7.898","4.576","10.458","8.090","1.892","0.531","9.099","18.888","17.217","7.052","4.945","154.083"
"67","GTLM","Richard Westbrook","4","1:38.312","13:01.519","Green","Track","5.011","8.793","4.970","10.538","8.179","2.011","0.570","8.730","19.292","17.990","6.903","5.325","143.541"
"86","GTD","Mario Farnbacher","4","1:37.957","13:01.774","Green","Track","4.929","8.575","5.073","10.364","8.067","1.992","0.542","9.085","19.154","17.993","6.899","5.284","150.956"
"5","DPi","Filipe Albuquerque","5","1:33.669","13:03.765","Green","Track","4.797","8.612","4.912","9.835","7.422","1.846","0.535","8.798","17.449","17.985","6.590","4.888","152.931"
"912","GTLM","Earl Bamber","5","1:33.658","13:04.323","Green","Track","4.764","8.526","5.106","10.013","7.960","1.986","0.531","8.618","17.386","17.206","6.628","4.934","154.083"
"7","DPi","Ricky Taylor","3","6:56.744","13:05.933","Green","Track","303.680","12.580","7.086","13.085","8.642","2.533","0.790","11.366","22.809","20.599","7.767","5.807","103.567"
"911","GTLM","Nick Tandy","5","1:34.839","13:07.766","Green","Track","4.792","8.262","4.883","9.994","8.100","1.983","0.553","8.925","17.816","17.820","6.839","4.872","147.953"
"10","DPi","Jordan Taylor","5","1:34.621","13:09.818","Green","Track","4.996","8.155","5.316","10.215","7.747","2.046","0.680","9.400","17.510","17.265","6.528","4.763","120.321"
"77","DPi","Oliver Jarvis","5","1:43.354","13:13.186","Green","Track","4.931","8.958","5.305","10.550","7.508","1.871","0.534","9.327","19.004","21.498","8.463","5.405","153.218"
"84","DPi","Stephen Simpson","5","1:38.480","13:13.560","Green","Track","5.640","8.944","5.247","10.156","7.699","2.014","0.636","9.296","19.137","18.255","6.445","5.011","128.645"
"4","GTLM","Tommy Milner","5","1:35.343","13:17.505","Green","Track","4.713","8.279","4.831","10.131","8.023","1.988","0.542","8.740","18.064","17.856","6.803","5.373","150.956"
"33","GTD","Jeroen Bleekemolen","5","1:33.755","13:17.656","Green","Track","4.566","8.187","4.625","9.840","8.179","2.050","0.544","8.135","17.781","17.853","6.794","5.201","150.401"
"24","GTLM","John Edwards","5","1:33.948","13:19.980","Green","Track","4.501","8.201","4.995","10.188","8.051","1.979","0.539","8.866","17.856","17.411","6.232","5.129","151.796"
"50","DPi","Kyle Kaiser","5","1:32.991","13:20.733","Green","Track","4.803","8.186","4.816","10.412","7.502","1.851","0.561","8.815","17.446","16.931","6.716","4.952","145.843"
"25","GTLM","Tom Blomqvist","5","1:35.696","13:22.804","Green","Track","4.924","8.606","5.125","10.428","8.004","1.970","0.553","9.086","18.043","17.400","6.273","5.284","147.953"
"44","GTD","Andy Lally","5","1:46.913","13:25.225","Green","Pit","4.729","8.618","4.915","10.435","8.323","2.062","0.584","9.196","18.990","18.290","7.650","13.121","140.100"
"66","GTLM","Dirk Mueller","5","1:38.556","13:25.393","Green","Track","4.817","8.458","4.991","10.422","8.203","2.008","0.577","9.595","18.751","18.201","6.791","5.742","141.799"
"48","GTD","Bryan Sellers","5","1:32.766","13:25.603","Green","Track","4.640","8.229","4.677","9.743","7.936","2.008","0.538","8.180","17.659","17.298","6.507","5.351","152.078"
"8","GTD","Ryan Dalziel","5","1:37.849","13:35.750","Green","Track","4.909","8.807","5.104","0.000","0.000","2.076","0.557","8.991","18.542","17.749","6.826","5.288","146.891"
"19","GTD","Alex Riberas","5","1:42.647","13:40.284","Green","Track","5.850","9.379","6.085","11.084","8.578","2.166","0.585","9.487","18.530","18.295","7.250","5.358","139.860"
"38","LMP2","Kyle Masson","5","1:36.718","13:43.431","Green","Track","4.728","8.583","5.377","10.533","7.833","1.909","0.597","9.621","18.189","17.251","6.784","5.313","137.049"
"63","GTD","Toni Vilander","4","1:37.564","13:53.167","Green","Track","4.723","8.588","4.970","10.684","8.163","2.025","0.551","8.771","18.639","18.190","6.917","5.343","148.490"
"52","LMP2","Matthew McMurry","4","1:40.186","13:54.188","Green","Track","4.891","8.687","5.496","11.181","8.029","1.911","0.569","9.776","18.734","18.043","7.062","5.807","143.793"
"74","GTD","Gar Robinson V","4","1:39.626","14:01.333","Green","Track","4.878","8.769","5.049","11.130","8.524","2.089","0.560","8.902","18.661","18.540","7.016","5.508","146.104"
"31","DPi","Felipe Nasr","4","1:33.355","14:03.002","Green","Track","4.397","7.665","4.676","10.288","7.580","1.857","0.534","8.708","18.297","17.509","6.846","4.998","153.218"
