"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"85","DPi","Tristan Vautier","1","2:54.644","2:54.644","Green","Pit","0.000","0.000","0.000","0.000","13.073","10.162","9.330","5.596","13.396","19.757","4.410","15.004","0.000"
"77","DPi","Tristan Nunez","2","1:17.766","2:58.539","Green","Track","0.573","6.407","3.148","4.355","11.530","7.557","6.002","4.214","11.718","15.835","1.589","4.838","143.979"
"911","GTLM","Patrick Pilet","2","1:22.974","3:00.940","Green","Track","0.634","7.042","3.336","4.566","11.764","8.174","6.449","4.352","12.402","17.211","1.673","5.371","130.126"
"5","DPi","Filipe Albuquerque","2","1:17.872","3:01.091","Green","Track","0.586","6.500","2.989","4.266","11.098","7.518","5.796","4.203","11.403","16.977","1.584","4.952","140.785"
"912","GTLM","Laurens Vanthoor","2","1:20.610","3:03.241","Green","Track","0.632","7.013","3.373","4.487","11.465","7.895","5.974","4.333","12.078","16.341","1.661","5.358","130.538"
"25","GTLM","Connor De Phillippi","2","1:20.993","3:11.226","Green","Track","0.632","7.009","3.091","4.315","11.464","7.935","5.908","4.364","11.958","17.172","1.717","5.428","130.538"
"3","GTLM","Antonio Garcia","2","1:20.826","3:12.705","Green","Track","0.630","7.032","3.278","4.484","11.541","8.138","5.865","4.318","11.994","16.457","1.713","5.376","130.952"
"4","GTLM","Oliver Gavin","2","1:20.271","3:15.107","Green","Track","0.631","7.016","3.158","4.441","11.621","7.992","5.912","4.373","11.859","16.209","1.699","5.360","130.745"
"67","GTLM","Richard Westbrook","2","1:20.965","3:19.132","Green","Track","0.641","7.107","3.261","4.429","11.464","8.087","5.870","4.432","12.014","16.466","1.727","5.467","128.705"
"55","DPi","Jonathan Bomarito","2","1:15.729","3:25.275","Green","Track","0.562","6.357","3.149","4.318","11.132","7.436","5.642","3.977","10.974","15.759","1.603","4.820","146.797"
"54","DPi","Colin Braun","2","1:16.222","3:41.691","Green","Track","0.569","6.340","3.151","4.403","11.040","7.528","5.599","4.075","11.064","16.000","1.582","4.871","144.991"
"31","DPi","Pipo Derani","3","1:14.367","4:01.895","Green","Track","0.581","6.496","2.838","3.999","10.753","7.397","5.515","3.951","10.973","15.383","1.561","4.920","141.997"
"66","GTLM","Dirk Mueller","2","1:21.170","4:04.032","Green","Track","0.640","7.123","3.113","4.358","11.561","8.118","5.877","4.357","12.144","16.725","1.709","5.445","128.906"
"10","DPi","Renger Van Der Zande","3","1:15.144","4:08.107","Green","Track","0.583","6.510","2.953","4.217","10.676","7.326","5.636","4.012","11.175","15.427","1.644","4.985","141.509"
"6","DPi","Dane Cameron","2","2:16.827","4:08.908","Green","Pit","0.000","0.000","0.000","0.000","12.010","7.757","6.058","4.208","11.172","16.226","3.302","14.857","0.000"
"84","DPi","Simon Trummer","3","1:14.803","4:09.428","Green","Track","0.582","6.532","2.948","4.057","10.839","7.322","5.557","4.023","11.033","15.438","1.549","4.923","141.753"
"7","DPi","Ricky Taylor","2","2:20.714","4:12.088","Green","Track","0.000","0.000","0.000","0.000","14.389","8.283","6.342","4.342","14.045","18.397","1.673","5.231","0.000"
"77","DPi","Tristan Nunez","3","1:13.741","4:12.280","Green","Track","0.564","6.349","2.761","4.128","10.697","7.164","5.514","3.940","10.863","15.332","1.598","4.831","146.277"
"5","DPi","Filipe Albuquerque","3","1:15.547","4:16.638","Green","Track","0.580","6.546","2.797","3.992","10.520","7.404","5.525","4.018","10.916","16.706","1.587","4.956","142.241"
"911","GTLM","Patrick Pilet","3","1:20.974","4:21.914","Green","Track","0.630","7.006","3.300","4.505","11.452","7.984","5.956","4.296","12.010","16.818","1.660","5.357","130.952"
"912","GTLM","Laurens Vanthoor","3","1:19.138","4:22.379","Green","Track","0.629","6.967","3.108","4.129","10.987","7.797","5.812","4.336","11.978","16.377","1.668","5.350","131.161"
"25","GTLM","Connor De Phillippi","3","1:17.897","4:29.123","Green","Track","0.631","6.994","2.898","4.059","10.981","7.720","5.690","4.332","11.686","15.771","1.710","5.425","130.745"
"4","GTLM","Oliver Gavin","3","1:18.025","4:33.132","Green","Track","0.624","6.949","2.973","4.241","10.949","7.774","5.629","4.301","11.596","15.981","1.679","5.329","132.212"
"3","GTLM","Antonio Garcia","3","1:24.747","4:37.452","Green","Track","0.626","6.983","3.040","4.252","11.132","7.835","5.711","4.269","11.744","22.039","1.728","5.388","131.789"
"67","GTLM","Richard Westbrook","3","1:19.471","4:38.603","Green","Track","0.637","7.066","3.083","4.220","11.099","7.905","5.761","4.345","11.860","16.351","1.712","5.432","129.513"
"55","DPi","Jonathan Bomarito","3","1:13.567","4:38.842","Green","Track","0.561","6.307","2.797","4.069","10.657","7.329","5.398","3.930","10.862","15.192","1.632","4.833","147.059"
"54","DPi","Colin Braun","3","1:14.630","4:56.321","Green","Track","0.565","6.308","2.727","4.070","10.777","7.396","5.453","3.946","10.978","15.962","1.575","4.873","146.018"
"24","GTLM","Jesse Krohn","1","4:58.767","4:58.767","Green","Track","0.000","0.000","0.000","0.000","12.440","8.235","6.414","4.724","12.265","18.360","1.712","5.395","0.000"
"31","DPi","Pipo Derani","4","1:13.274","5:15.169","Green","Track","0.581","6.498","2.721","3.826","10.361","7.291","5.569","3.976","10.792","15.143","1.581","4.935","141.997"
"10","DPi","Renger Van Der Zande","4","1:14.317","5:22.424","Green","Track","0.583","6.485","2.711","3.956","10.468","7.365","5.497","3.998","11.057","15.716","1.562","4.919","141.509"
"66","GTLM","Dirk Mueller","3","1:18.609","5:22.641","Green","Track","0.637","7.075","2.963","4.112","11.061","7.849","5.687","4.282","11.755","16.048","1.694","5.446","129.513"
"84","DPi","Simon Trummer","4","1:14.059","5:23.487","Green","Track","0.581","6.510","2.778","3.911","10.712","7.345","5.496","3.975","10.930","15.309","1.580","4.932","141.997"
"77","DPi","Tristan Nunez","4","1:13.142","5:25.422","Green","Track","0.563","6.334","2.758","4.019","10.646","7.166","5.368","3.947","10.670","15.208","1.621","4.842","146.536"
"7","DPi","Ricky Taylor","3","1:17.375","5:29.463","Green","Track","0.382","7.368","3.041","4.542","11.319","7.754","5.691","4.053","11.028","15.694","1.612","4.891","215.969"
"5","DPi","Filipe Albuquerque","4","1:17.305","5:33.943","Green","Track","0.582","6.496","2.719","3.956","11.374","7.728","5.627","4.351","11.677","16.227","1.603","4.965","141.753"
"911","GTLM","Patrick Pilet","4","1:19.617","5:41.531","Green","Track","0.629","6.996","3.159","4.335","11.233","7.878","5.876","4.252","11.765","16.480","1.660","5.354","131.161"
"912","GTLM","Laurens Vanthoor","4","1:23.735","5:46.114","Green","Track","0.626","6.957","3.479","5.377","14.144","8.032","5.830","4.274","11.925","16.093","1.654","5.344","131.789"
"25","GTLM","Connor De Phillippi","4","1:17.933","5:47.056","Green","Track","0.631","6.993","2.836","4.041","11.001","7.766","5.681","4.225","11.669","15.960","1.706","5.424","130.745"
"50","DPi","Kyle Kaiser","1","5:49.979","5:49.979","Green","Pit","0.000","0.000","0.000","0.000","13.465","8.225","6.330","4.365","11.833","17.627","4.050","15.195","0.000"
"4","GTLM","Oliver Gavin","4","1:17.512","5:50.644","Green","Track","0.623","6.941","2.914","4.082","10.938","7.704","5.651","4.258","11.586","15.785","1.688","5.342","132.424"
"55","DPi","Jonathan Bomarito","4","1:14.577","5:53.419","Green","Track","0.557","6.335","3.061","4.226","10.863","7.389","5.637","4.001","10.890","15.198","1.599","4.821","148.115"
"3","GTLM","Antonio Garcia","4","1:19.004","5:56.456","Green","Track","0.625","6.983","3.011","4.238","11.086","7.787","6.065","4.299","11.825","15.985","1.724","5.376","132.000"
"67","GTLM","Richard Westbrook","4","1:18.691","5:57.294","Green","Track","0.633","7.027","3.076","4.091","11.077","7.921","5.670","4.343","11.824","15.889","1.709","5.431","130.332"
"54","DPi","Colin Braun","4","1:13.200","6:09.521","Green","Track","0.566","6.291","2.694","3.927","10.577","7.265","5.388","3.972","10.844","15.264","1.559","4.853","145.760"
"6","DPi","Dane Cameron","3","2:06.264","6:15.172","Green","Track","0.000","0.000","0.000","0.000","12.181","7.957","6.053","4.138","11.267","16.019","1.633","4.925","0.000"
"24","GTLM","Jesse Krohn","2","1:19.002","6:17.769","Green","Track","0.628","6.993","3.094","4.317","11.318","7.776","5.729","4.335","11.692","15.976","1.726","5.418","131.369"
"31","DPi","Pipo Derani","5","1:12.762","6:27.931","Green","Track","0.578","6.472","2.692","3.839","10.352","7.229","5.374","3.986","10.811","14.955","1.565","4.909","142.734"
"10","DPi","Renger Van Der Zande","5","1:12.927","6:35.351","Green","Track","0.577","6.462","2.622","3.878","10.419","7.284","5.372","3.956","10.854","14.995","1.580","4.928","142.981"
"84","DPi","Simon Trummer","5","1:13.737","6:37.224","Green","Track","0.577","6.476","2.740","4.004","10.515","7.266","5.402","4.016","10.913","15.329","1.567","4.932","142.981"
"77","DPi","Tristan Nunez","5","1:13.498","6:38.920","Green","Track","0.560","6.314","2.739","3.993","10.692","7.307","5.535","3.981","10.800","15.138","1.603","4.836","147.321"
"66","GTLM","Dirk Mueller","4","1:19.824","6:42.465","Green","Track","0.635","7.056","3.021","4.332","11.392","7.915","6.010","4.316","11.964","16.007","1.718","5.458","129.921"
"7","DPi","Ricky Taylor","4","1:13.910","6:43.373","Green","Track","0.567","6.355","2.722","4.001","10.799","7.397","5.425","3.985","10.845","15.361","1.591","4.862","145.503"
"5","DPi","Filipe Albuquerque","5","1:13.378","6:47.321","Green","Track","0.582","6.493","2.755","3.881","10.430","7.297","5.383","3.965","10.924","15.110","1.595","4.963","141.753"
"85","DPi","Tristan Vautier","2","4:00.580","6:55.224","Green","Track","0.000","0.000","0.000","0.000","11.827","7.926","6.492","4.148","11.541","16.436","1.586","4.979","0.000"
"911","GTLM","Patrick Pilet","5","1:18.741","7:00.272","Green","Track","0.627","6.991","3.009","4.181","11.095","7.804","5.755","4.282","11.802","16.168","1.672","5.355","131.579"
"912","GTLM","Laurens Vanthoor","5","1:18.236","7:04.350","Green","Track","0.628","6.970","3.034","4.142","10.911","7.760","5.721","4.231","11.798","16.003","1.676","5.362","131.369"
"25","GTLM","Connor De Phillippi","5","1:17.882","7:04.938","Green","Track","0.631","6.984","2.913","4.050","10.973","7.719","5.674","4.209","11.683","15.938","1.693","5.415","130.745"
"55","DPi","Jonathan Bomarito","5","1:12.810","7:06.229","Green","Track","0.560","6.292","2.748","3.921","10.497","7.250","5.259","4.004","10.852","14.979","1.611","4.837","147.321"
"4","GTLM","Oliver Gavin","5","1:17.300","7:07.944","Green","Track","0.623","6.934","2.907","4.058","10.809","7.627","5.581","4.260","11.596","15.860","1.700","5.345","132.424"
"67","GTLM","Richard Westbrook","5","1:18.370","7:15.664","Green","Track","0.633","7.039","3.043","4.124","10.932","7.824","5.612","4.300","11.802","15.901","1.708","5.452","130.332"
"54","DPi","Colin Braun","5","1:13.462","7:22.983","Green","Track","0.565","6.284","2.675","3.897","10.523","7.355","5.401","3.978","10.927","15.422","1.572","4.863","146.018"
"3","GTLM","Antonio Garcia","5","1:30.217","7:26.673","Green","Pit","0.625","6.969","3.005","4.225","11.001","7.874","5.624","4.319","11.791","16.175","3.610","14.999","132.000"
"6","DPi","Dane Cameron","4","1:14.028","7:29.200","Green","Track","0.572","6.428","2.825","4.029","10.657","7.361","5.513","4.000","10.860","15.280","1.599","4.904","144.231"
"24","GTLM","Jesse Krohn","3","1:17.625","7:35.394","Green","Track","0.628","6.986","2.895","4.079","10.973","7.676","5.616","4.288","11.598","15.781","1.698","5.407","131.369"
"31","DPi","Pipo Derani","6","1:12.671","7:40.602","Green","Track","0.577","6.446","2.666","3.786","10.411","7.239","5.348","3.951","10.716","15.027","1.584","4.920","142.981"
"10","DPi","Renger Van Der Zande","6","1:12.900","7:48.251","Green","Track","0.578","6.466","2.618","3.828","10.359","7.300","5.478","3.970","10.805","15.032","1.560","4.906","142.734"
"84","DPi","Simon Trummer","6","1:13.347","7:50.571","Green","Track","0.579","6.504","2.707","3.933","10.513","7.291","5.320","3.985","10.856","15.198","1.550","4.911","142.487"
"77","DPi","Tristan Nunez","6","1:17.752","7:56.672","Green","Track","0.563","6.342","2.795","4.496","11.740","7.759","5.977","4.320","11.373","15.963","1.602","4.822","146.536"
"7","DPi","Ricky Taylor","5","1:14.178","7:57.551","Green","Track","0.564","6.312","2.734","4.232","10.851","7.370","5.393","3.991","10.891","15.409","1.584","4.847","146.277"
"5","DPi","Filipe Albuquerque","6","1:13.296","8:00.617","Green","Track","0.582","6.485","2.740","3.960","10.506","7.349","5.412","3.918","10.848","14.957","1.587","4.952","141.753"
"66","GTLM","Dirk Mueller","5","1:21.869","8:04.334","Green","Track","0.637","7.076","2.981","4.377","11.183","7.940","5.708","4.329","13.288","17.186","1.706","5.458","129.513"
"85","DPi","Tristan Vautier","3","1:14.598","8:09.822","Green","Track","0.588","6.543","2.941","4.137","10.611","7.349","5.510","4.012","11.099","15.251","1.588","4.969","140.306"
"911","GTLM","Patrick Pilet","6","1:18.905","8:19.177","Green","Track","0.627","6.975","2.970","4.188","11.013","7.952","5.757","4.283","11.890","16.233","1.669","5.348","131.579"
"55","DPi","Jonathan Bomarito","6","1:14.827","8:21.056","Green","Track","0.561","6.279","2.913","4.188","10.913","7.541","5.535","4.115","10.927","15.380","1.631","4.844","147.059"
"912","GTLM","Laurens Vanthoor","6","1:18.315","8:22.665","Green","Track","0.629","6.961","2.964","4.123","10.833","7.874","5.683","4.246","11.765","16.202","1.679","5.356","131.161"
"25","GTLM","Connor De Phillippi","6","1:19.571","8:24.509","Green","Track","0.630","6.968","2.871","4.102","11.158","7.957","6.166","4.244","11.866","16.489","1.703","5.417","130.952"
"4","GTLM","Oliver Gavin","6","1:17.428","8:25.372","Green","Track","0.621","6.914","2.866","4.064","10.930","7.726","5.647","4.233","11.602","15.791","1.698","5.336","132.850"
"67","GTLM","Richard Westbrook","6","1:18.195","8:33.859","Green","Track","0.637","7.073","2.982","4.142","10.831","7.820","5.596","4.307","11.797","15.832","1.727","5.451","129.513"
"54","DPi","Colin Braun","6","1:13.322","8:36.305","Green","Track","0.564","6.270","2.569","3.965","10.419","7.166","5.367","3.943","10.692","15.902","1.596","4.869","146.277"
"6","DPi","Dane Cameron","5","1:12.852","8:42.052","Green","Track","0.570","6.380","2.657","3.892","10.425","7.235","5.336","3.968","10.766","15.025","1.653","4.945","144.737"
"24","GTLM","Jesse Krohn","4","1:17.570","8:52.964","Green","Track","0.631","6.999","2.842","4.090","10.903","7.655","5.521","4.285","11.657","15.692","1.815","5.480","130.745"
"31","DPi","Pipo Derani","7","1:12.893","8:53.495","Green","Track","0.577","6.451","2.661","3.840","10.335","7.285","5.352","3.907","10.695","15.342","1.552","4.896","142.981"
"84","DPi","Simon Trummer","7","1:13.392","9:03.963","Green","Track","0.577","6.503","2.719","3.902","10.420","7.313","5.281","4.019","10.863","15.249","1.595","4.951","142.981"
"77","DPi","Tristan Nunez","7","1:12.504","9:09.176","Green","Track","0.561","6.328","2.654","4.015","10.473","7.099","5.314","3.890","10.681","15.047","1.607","4.835","147.059"
"7","DPi","Ricky Taylor","6","1:12.766","9:10.317","Green","Track","0.561","6.307","2.702","4.035","10.380","7.237","5.289","4.000","10.748","15.049","1.598","4.860","147.059"
"5","DPi","Filipe Albuquerque","7","1:13.328","9:13.945","Green","Track","0.581","6.486","2.746","3.963","10.492","7.418","5.325","3.894","10.848","15.035","1.589","4.951","141.997"
"10","DPi","Renger Van Der Zande","7","1:32.053","9:20.304","Green","Track","0.578","6.449","2.546","15.092","11.384","8.250","5.851","4.010","11.199","20.202","1.567","4.925","142.734"
"66","GTLM","Dirk Mueller","6","1:17.928","9:22.262","Green","Track","0.637","7.073","2.943","4.034","10.912","7.727","5.577","4.368","11.699","15.740","1.736","5.482","129.513"
"85","DPi","Tristan Vautier","4","1:13.253","9:23.075","Green","Track","0.585","6.515","2.739","3.952","10.408","7.256","5.442","3.924","10.854","15.040","1.580","4.958","141.026"
"55","DPi","Jonathan Bomarito","7","1:14.178","9:35.234","Green","Track","0.561","6.305","2.774","3.982","10.561","7.469","5.494","4.019","10.943","15.666","1.591","4.813","147.059"
"911","GTLM","Patrick Pilet","7","1:18.601","9:37.778","Green","Track","0.628","6.971","2.935","4.134","11.035","7.941","5.865","4.282","11.744","16.020","1.684","5.362","131.369"
"912","GTLM","Laurens Vanthoor","7","1:17.835","9:40.500","Green","Track","0.628","6.962","2.931","4.086","10.780","7.731","5.695","4.362","11.724","15.908","1.672","5.356","131.369"
"50","DPi","Kyle Kaiser","2","3:51.927","9:41.906","Green","Track","0.000","0.000","0.000","0.000","11.804","7.805","6.013","4.067","11.249","16.099","1.574","4.952","0.000"
"4","GTLM","Oliver Gavin","7","1:22.496","9:47.868","Green","Track","0.621","6.904","2.935","4.216","12.059","8.996","7.579","4.482","11.849","15.813","1.695","5.347","132.850"
"54","DPi","Colin Braun","7","1:15.899","9:52.204","Green","Track","0.564","6.271","2.636","3.954","10.542","7.306","5.794","3.968","11.145","17.331","1.559","4.829","146.277"
"6","DPi","Dane Cameron","6","1:12.602","9:54.654","Green","Track","0.573","6.388","2.622","3.850","10.377","7.242","5.306","3.945","10.682","15.089","1.624","4.904","143.979"
"67","GTLM","Richard Westbrook","7","1:20.813","9:54.672","Green","Track","0.637","7.080","2.958","4.050","10.830","7.953","5.652","4.439","12.473","17.570","1.721","5.450","129.513"
"25","GTLM","Connor De Phillippi","7","1:31.376","9:55.885","Green","Pit","0.631","6.992","2.849","4.097","11.515","8.117","5.805","4.310","11.986","16.422","3.571","15.081","130.745"
"31","DPi","Pipo Derani","8","1:12.698","10:06.193","Green","Track","0.576","6.433","2.675","3.920","10.320","7.252","5.346","3.950","10.756","14.985","1.576","4.909","143.229"
"24","GTLM","Jesse Krohn","5","1:17.976","10:10.940","Green","Track","0.634","7.032","2.926","4.183","10.969","7.717","5.604","4.249","11.689","15.892","1.696","5.385","130.126"
"84","DPi","Simon Trummer","8","1:13.252","10:17.215","Green","Track","0.581","6.521","2.653","3.858","10.377","7.300","5.321","3.986","10.900","15.255","1.572","4.928","141.997"
"3","GTLM","Antonio Garcia","6","2:50.834","10:17.507","Green","Track","0.000","0.000","0.000","0.000","13.794","8.653","6.328","4.503","12.248","17.539","1.742","5.427","0.000"
"7","DPi","Ricky Taylor","7","1:16.193","10:26.510","Green","Track","0.563","6.325","2.505","5.961","11.164","7.531","5.336","4.030","10.912","15.463","1.566","4.837","146.536"
"5","DPi","Filipe Albuquerque","8","1:15.152","10:29.097","Green","Track","0.581","6.472","2.686","3.971","10.491","7.378","5.352","3.939","10.965","16.824","1.569","4.924","141.997"
"10","DPi","Renger Van Der Zande","8","1:13.199","10:33.503","Green","Track","0.579","6.469","2.704","3.922","10.482","7.315","5.354","3.918","10.917","15.022","1.588","4.929","142.487"
"77","DPi","Tristan Nunez","8","1:24.981","10:34.157","Green","Pit","0.562","6.327","2.649","3.982","10.608","7.207","5.393","3.962","10.804","15.091","3.571","14.825","146.797"
"85","DPi","Tristan Vautier","5","1:15.830","10:38.905","Green","Track","0.583","6.480","2.730","3.950","10.371","7.229","5.260","3.978","10.860","17.933","1.537","4.919","141.509"
"55","DPi","Jonathan Bomarito","8","1:12.215","10:47.449","Green","Track","0.560","6.323","2.724","3.919","10.395","7.184","5.256","3.911","10.683","14.875","1.584","4.801","147.321"
"66","GTLM","Dirk Mueller","7","1:31.988","10:54.250","Green","Pit","0.638","7.067","3.119","4.453","11.456","8.258","5.791","4.423","11.920","16.331","3.459","15.073","129.310"
"50","DPi","Kyle Kaiser","3","1:15.912","10:57.818","Green","Track","0.582","6.491","2.966","4.194","10.917","7.429","5.786","4.017","11.198","15.804","1.577","4.951","141.753"
"54","DPi","Colin Braun","8","1:14.575","11:06.779","Green","Track","0.560","6.254","2.600","3.916","10.479","7.225","5.550","4.112","10.834","16.599","1.583","4.863","147.321"
"6","DPi","Dane Cameron","7","1:12.602","11:07.256","Green","Track","0.567","6.360","2.620","3.811","10.322","7.235","5.286","3.964","10.664","15.277","1.608","4.888","145.503"
"911","GTLM","Patrick Pilet","8","1:29.668","11:07.446","Green","Pit","0.628","6.974","2.962","4.157","10.905","7.758","5.726","4.254","11.679","16.104","3.414","15.107","131.369"
"912","GTLM","Laurens Vanthoor","8","1:31.041","11:11.541","Green","Pit","0.629","6.968","3.012","4.154","10.788","7.716","5.666","4.268","11.931","17.364","3.456","15.089","131.161"
"67","GTLM","Richard Westbrook","8","1:18.075","11:12.747","Green","Track","0.635","7.082","2.952","4.067","10.798","7.782","5.630","4.318","11.742","15.903","1.726","5.440","129.921"
"31","DPi","Pipo Derani","9","1:12.331","11:18.524","Green","Track","0.577","6.450","2.627","3.744","10.349","7.186","5.317","3.982","10.746","14.870","1.576","4.907","142.981"
"24","GTLM","Jesse Krohn","6","1:17.597","11:28.537","Green","Track","0.628","7.004","2.874","3.999","10.864","7.707","5.685","4.218","11.668","15.817","1.709","5.424","131.369"
"84","DPi","Simon Trummer","9","1:15.361","11:32.576","Green","Track","0.578","6.505","2.676","3.881","10.488","7.269","5.366","4.257","11.703","16.218","1.529","4.891","142.734"
"7","DPi","Ricky Taylor","8","1:12.526","11:39.036","Green","Track","0.563","6.323","2.622","3.914","10.389","7.203","5.312","3.955","10.691","15.078","1.596","4.880","146.536"
"5","DPi","Filipe Albuquerque","9","1:12.722","11:41.819","Green","Track","0.580","6.466","2.657","3.864","10.291","7.290","5.347","3.975","10.825","14.890","1.590","4.947","142.241"
"4","GTLM","Oliver Gavin","8","1:55.690","11:43.558","Green","Pit","0.623","6.946","2.923","4.095","10.773","7.693","30.662","4.620","12.251","16.461","3.650","14.993","132.424"
"3","GTLM","Antonio Garcia","7","1:26.910","11:44.417","Green","Track","0.638","7.142","3.394","4.489","11.730","10.074","7.257","5.339","13.073","16.712","1.695","5.367","129.310"
"10","DPi","Renger Van Der Zande","9","1:12.804","11:46.307","Green","Track","0.579","6.462","2.630","3.870","10.360","7.275","5.308","3.921","10.876","15.013","1.589","4.921","142.487"
"85","DPi","Tristan Vautier","6","1:12.767","11:51.672","Green","Track","0.582","6.493","2.621","3.825","10.208","7.231","5.255","3.985","10.778","15.246","1.588","4.955","141.753"
"55","DPi","Jonathan Bomarito","9","1:12.456","11:59.905","Green","Track","0.559","6.298","2.732","3.939","10.443","7.228","5.233","3.926","10.649","14.974","1.629","4.846","147.585"
"50","DPi","Kyle Kaiser","4","1:14.662","12:12.480","Green","Track","0.581","6.515","2.694","3.981","10.604","7.427","5.693","3.966","11.027","15.636","1.583","4.955","141.997"
"54","DPi","Colin Braun","9","1:12.774","12:19.553","Green","Track","0.564","6.275","2.634","3.905","10.428","7.219","5.334","3.983","10.712","15.293","1.577","4.850","146.277"
"67","GTLM","Richard Westbrook","9","1:17.857","12:30.604","Green","Track","0.635","7.057","2.927","4.039","10.779","7.806","5.554","4.299","11.713","15.884","1.714","5.450","129.921"
"6","DPi","Dane Cameron","8","1:26.537","12:33.793","Green","Pit","0.566","6.331","2.673","3.972","11.190","7.678","5.841","4.169","10.840","15.341","3.119","14.817","145.760"
"31","DPi","Pipo Derani","10","1:26.405","12:44.929","Green","Pit","0.576","6.423","2.699","3.832","10.524","7.402","5.616","3.887","10.986","15.506","3.696","15.258","143.229"
"84","DPi","Simon Trummer","10","1:13.468","12:46.044","Green","Track","0.577","6.463","2.685","3.859","10.498","7.279","5.269","4.030","10.905","15.430","1.557","4.916","142.981"
"24","GTLM","Jesse Krohn","7","1:17.732","12:46.269","Green","Track","0.632","7.004","2.875","4.045","10.854","7.799","5.546","4.315","11.693","15.842","1.710","5.417","130.538"
"5","DPi","Filipe Albuquerque","10","1:12.813","12:54.632","Green","Track","0.580","6.466","2.692","3.926","10.368","7.280","5.342","3.896","10.771","14.977","1.582","4.933","142.241"
"10","DPi","Renger Van Der Zande","10","1:13.905","13:00.212","Green","Track","0.576","6.418","2.627","3.938","10.607","7.507","5.537","4.057","10.956","15.240","1.546","4.896","143.229"
"3","GTLM","Antonio Garcia","8","1:18.281","13:02.698","Green","Track","0.351","7.272","2.994","4.184","10.974","7.749","5.905","4.274","11.688","15.876","1.679","5.335","235.043"
