"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP5"
"3","GTLM","Jan Magnussen","5","2:02.119","13:04.803","Green","Pit","5.644","10.647","6.486","11.736","8.817","2.659","0.793","11.075","21.961","21.926","9.461","10.914","103.176"
"25","GTLM","Tom Blomqvist","1","13:08.585","13:08.585","Green","Pit","16.782","14.693","9.586","14.429","11.122","3.976","1.165","13.847","25.050","23.553","9.900","600.317","70.230"
"4","GTLM","Tommy Milner","3","1:50.968","13:24.380","Green","Track","5.660","10.114","6.159","11.407","8.306","2.518","0.744","10.729","20.725","20.683","7.802","6.121","109.971"
"6","DPi","Dane Cameron","5","1:49.893","13:25.022","Green","Track","5.500","9.977","5.952","11.308","8.106","2.504","0.752","10.838","20.710","20.754","7.726","5.766","108.801"
"912","GTLM","Earl Bamber","6","1:47.709","13:40.168","Green","Track","5.234","9.392","5.399","11.176","8.289","2.501","0.706","10.772","21.002","19.933","7.481","5.824","115.890"
"54","DPi","Jonathan Bennett","1","13:59.784","13:59.784","Green","Pit","0.000","16.231","7.990","12.612","10.355","3.206","0.987","13.127","24.453","25.128","10.081","13.006","82.896"
"911","GTLM","Patrick Pilet","7","1:52.611","14:02.533","Green","Track","5.406","10.079","6.021","11.978","8.378","2.549","0.675","10.750","21.663","20.891","8.021","6.200","121.212"
"7","DPi","Ricky Taylor","6","1:56.209","14:59.675","Green","Pit","5.125","9.786","5.451","11.377","7.955","2.171","0.665","10.477","20.811","21.708","9.464","11.219","123.035"
"6","DPi","Dane Cameron","6","1:45.893","15:10.915","Green","Track","5.195","9.924","5.879","11.425","7.786","2.195","0.671","10.116","20.035","19.426","7.503","5.738","121.935"
"4","GTLM","Tommy Milner","4","1:52.267","15:16.647","Green","Track","5.384","10.103","6.286","11.979","8.689","2.567","0.730","10.502","20.861","21.090","7.850","6.226","112.080"
"25","GTLM","Tom Blomqvist","2","2:15.089","15:23.674","Green","Track","15.058","13.093","6.876","13.852","11.998","3.126","0.890","11.565","21.871","22.132","8.167","6.461","91.931"
"912","GTLM","Earl Bamber","7","1:46.263","15:26.431","Green","Track","5.257","9.422","5.182","11.050","8.022","2.286","0.634","10.519","20.638","19.915","7.587","5.751","129.051"
"911","GTLM","Patrick Pilet","8","1:51.661","15:54.194","Green","Track","5.339","10.028","5.662","11.801","8.566","2.538","0.658","10.567","21.313","20.730","8.124","6.335","124.344"
"6","DPi","Dane Cameron","7","1:42.745","16:53.660","Green","Track","4.991","9.316","5.453","11.045","7.404","2.041","0.598","9.814","19.708","19.106","7.607","5.662","136.820"
"4","GTLM","Tommy Milner","5","1:49.275","17:05.922","Green","Track","5.422","9.860","5.857","11.384","8.232","2.372","0.707","10.455","20.478","20.087","7.953","6.468","115.726"
"25","GTLM","Tom Blomqvist","3","1:58.072","17:21.746","Green","Track","5.968","11.108","6.605","13.109","9.090","2.735","0.833","11.988","21.389","21.323","7.738","6.186","98.221"
"912","GTLM","Earl Bamber","8","1:56.401","17:22.832","Green","Pit","5.167","9.827","6.180","11.618","8.541","2.556","0.704","10.736","20.892","20.924","8.408","10.848","116.219"
"44","GTD","Andy Lally","1","17:26.504","17:26.504","Green","Pit","140.603","14.883","8.180","13.094","9.993","2.941","0.792","11.483","22.536","23.096","9.947","11.317","103.306"
"96","GTD","Bill Auberlen","1","17:32.201","17:32.201","Green","Track","13.941","15.135","8.219","13.219","10.509","3.045","0.822","11.327","22.338","22.900","7.717","6.734","99.536"
"9","GTD","Scott Hargrove","1","17:39.740","17:39.740","Green","Track","14.982","15.902","7.820","13.633","11.488","3.502","0.947","12.072","23.381","23.015","8.035","6.859","86.397"
"3","GTLM","Jan Magnussen","6","4:38.101","17:42.904","Green","Pit","140.901","13.083","7.350","11.860","9.222","2.856","0.946","12.998","25.999","28.930","10.325","13.631","86.489"
"12","GTD","Townsend Bell","1","17:56.699","17:56.699","Green","Track","741.243","13.633","7.147","13.129","9.901","2.871","0.879","13.041","24.234","23.999","8.559","7.029","93.081"
"911","GTLM","Patrick Pilet","9","2:03.001","17:57.195","Green","Pit","5.307","10.052","6.321","11.711","9.215","2.799","0.803","12.375","22.153","21.446","9.764","11.055","101.891"
"66","GTLM","Dirk Mueller","1","18:09.986","18:09.986","Green","Track","188.715","16.825","8.161","14.127","10.701","3.076","0.870","12.890","24.355","23.271","8.144","6.927","94.044"
"19","GTD","Will Hardeman","1","18:17.838","18:17.838","Green","Track","13.877","13.771","7.019","12.792","9.613","2.710","0.748","11.755","23.129","22.866","8.162","7.048","109.383"
"6","DPi","Dane Cameron","8","1:52.525","18:46.185","Green","Pit","4.918","9.352","5.546","11.274","7.752","2.282","0.698","10.161","20.003","20.684","8.632","11.223","117.218"
"4","GTLM","Tommy Milner","6","1:50.869","18:56.791","Green","Track","5.412","9.915","5.825","11.454","8.649","2.503","0.744","10.709","21.325","20.330","7.880","6.123","109.971"
"14","GTD","Jack Hawksworth","1","19:01.874","19:01.874","Green","Track","425.715","15.834","8.297","12.906","9.776","2.808","0.781","12.169","23.657","23.176","8.140","6.726","104.761"
"54","DPi","Jonathan Bennett","2","5:04.829","19:04.613","Green","Track","179.246","14.424","7.357","12.281","10.254","3.043","0.950","13.580","24.809","23.062","8.620","7.203","86.124"
"25","GTLM","Tom Blomqvist","4","1:50.097","19:11.843","Green","Track","5.542","10.122","5.907","11.482","8.728","2.465","0.720","10.723","20.374","20.215","7.684","6.135","113.636"
"74","GTD","Lawson Aschenbach","1","19:22.589","19:22.589","Green","Pit","0.000","0.000","9.907","16.175","13.234","3.636","0.988","13.156","23.261","24.888","10.189","82.513","82.812"
"96","GTD","Bill Auberlen","2","1:57.956","19:30.157","Green","Track","5.672","10.878","6.735","12.279","9.433","2.625","0.705","10.521","22.011","22.209","7.964","6.924","116.054"
"9","GTD","Scott Hargrove","2","1:56.868","19:36.608","Green","Track","6.258","10.680","6.186","12.074","9.806","2.861","0.777","11.061","21.708","21.320","7.679","6.458","105.300"
"12","GTD","Townsend Bell","2","2:10.358","20:07.057","Green","Pit","5.967","11.260","6.349","12.770","10.300","3.012","0.795","11.599","24.404","22.945","9.897","11.060","102.916"
"76","GTD","Paul Holton","1","20:11.311","20:11.311","Green","Track","15.502","15.347","7.964","12.813","8.999","2.492","0.790","11.565","22.032","23.421","8.382","6.683","103.567"
"66","GTLM","Dirk Mueller","2","2:04.422","20:14.408","Green","Pit","5.830","10.839","6.461","11.858","9.294","2.827","0.791","11.550","21.777","22.721","9.549","10.925","103.436"
"19","GTD","Will Hardeman","2","1:58.264","20:16.102","Green","Track","6.115","11.296","6.173","12.346","8.808","2.427","0.661","11.920","22.430","21.517","8.065","6.506","123.779"
"4","GTLM","Tommy Milner","7","1:53.924","20:50.715","Green","Pit","5.500","9.839","5.767","11.390","8.211","2.353","0.694","10.358","20.620","20.330","8.109","10.753","117.894"
"14","GTD","Jack Hawksworth","2","1:55.772","20:57.646","Green","Track","5.659","11.096","6.028","12.431","8.703","2.338","0.652","10.917","22.386","21.258","7.857","6.447","125.488"
"25","GTLM","Tom Blomqvist","5","1:55.766","21:07.609","Green","Track","5.300","10.132","5.773","11.231","8.200","2.369","0.780","11.093","21.401","20.469","12.000","7.018","104.895"
"54","DPi","Jonathan Bennett","3","2:03.947","21:08.560","Green","Track","6.363","10.901","6.688","11.902","9.188","2.626","0.910","11.721","25.061","22.626","8.436","7.525","89.910"
"96","GTD","Bill Auberlen","3","1:54.462","21:24.619","Green","Track","5.674","10.480","5.962","11.674","8.946","2.479","0.705","10.673","22.083","21.404","7.769","6.613","116.054"
"9","GTD","Scott Hargrove","3","1:53.475","21:30.083","Green","Track","5.909","10.175","6.359","11.786","9.584","2.710","0.731","10.734","20.891","20.907","7.539","6.150","111.926"
"74","GTD","Lawson Aschenbach","2","2:16.173","21:38.762","Green","Track","14.050","13.937","7.127","12.396","11.574","3.076","0.889","11.787","22.376","23.329","8.507","7.125","92.034"
"44","GTD","Andy Lally","2","4:19.501","21:46.005","Green","Track","146.665","13.020","6.512","12.150","9.203","2.633","0.727","11.253","22.019","21.040","7.935","6.344","112.542"
"76","GTD","Matt Plumb","2","1:55.096","22:06.407","Green","Track","6.160","11.111","6.136","11.842","8.461","2.235","0.680","10.818","21.498","21.742","8.001","6.412","120.321"
"14","GTD","Jack Hawksworth","3","1:52.343","22:49.989","Green","Track","5.514","10.146","5.758","11.983","8.545","2.433","0.640","10.446","21.535","21.099","7.834","6.410","127.841"
"25","GTLM","Tom Blomqvist","6","1:49.962","22:57.571","Green","Track","5.710","10.508","5.984","11.322","7.960","2.416","0.772","10.924","20.428","20.053","7.963","5.922","105.982"
"912","GTLM","Earl Bamber","9","5:38.667","23:01.499","Green","Track","230.762","11.190","6.086","11.393","9.011","2.636","0.697","10.657","21.885","20.631","7.708","6.011","117.386"
"48","GTD","Bryan Sellers","1","23:02.762","23:02.762","Green","Pit","14.413","16.465","9.025","15.606","12.011","3.531","0.974","13.537","29.349","25.898","11.786","306.677","84.002"
"54","DPi","Jonathan Bennett","4","2:05.624","23:14.184","Green","Track","6.332","10.720","6.884","12.076","9.092","2.897","0.987","13.075","24.260","23.907","8.063","7.331","82.896"
"67","GTLM","Richard Westbrook","1","23:15.859","23:15.859","Green","Pit","133.968","15.953","8.480","13.746","10.535","3.267","0.916","12.264","23.419","23.481","10.022","10.872","89.321"
"96","GTD","Bill Auberlen","4","1:52.628","23:17.247","Green","Track","5.374","10.453","6.054","11.910","8.770","2.327","0.671","10.073","21.690","20.861","7.893","6.552","121.935"
"9","GTD","Scott Hargrove","4","1:53.015","23:23.098","Green","Track","5.640","10.250","5.956","11.641","9.331","2.778","0.735","10.781","20.780","21.133","7.708","6.282","111.317"
"74","GTD","Lawson Aschenbach","3","1:56.556","23:35.318","Green","Track","5.971","10.414","6.165","11.694","9.795","2.755","0.762","11.031","21.409","21.602","8.185","6.773","107.373"
"44","GTD","Andy Lally","3","1:49.709","23:35.714","Green","Track","5.440","9.957","5.589","11.313","8.596","2.432","0.672","10.153","21.176","20.422","7.865","6.094","121.753"
"76","GTD","Matt Plumb","3","1:53.556","23:59.963","Green","Track","5.528","11.696","5.873","11.614","8.300","2.152","0.657","10.654","20.948","21.941","8.005","6.188","124.533"
"7","DPi","Ricky Taylor","7","9:21.792","24:21.467","Green","Track","450.396","13.213","7.433","12.238","8.334","2.370","0.773","11.015","21.072","21.113","7.725","6.110","105.845"
"14","GTD","Jack Hawksworth","4","1:51.734","24:41.723","Green","Track","5.366","9.910","5.975","11.712","8.371","2.296","0.611","10.960","21.436","20.624","8.029","6.444","133.909"
"25","GTLM","Tom Blomqvist","7","1:47.647","24:45.218","Green","Track","5.239","10.027","5.803","11.355","8.009","2.159","0.697","10.812","19.971","19.847","7.844","5.884","117.386"
"912","GTLM","Earl Bamber","10","1:47.472","24:48.971","Green","Track","5.319","9.463","5.409","11.140","8.318","2.235","0.645","10.380","21.106","20.003","7.600","5.854","126.850"
"4","GTLM","Tommy Milner","8","4:03.923","24:54.638","Green","Track","137.102","11.844","6.172","11.454","8.228","2.369","0.714","10.879","20.753","20.287","8.015","6.106","114.591"
"96","GTD","Bill Auberlen","5","1:50.721","25:07.968","Green","Track","5.383","10.144","5.839","11.486","8.817","2.351","0.615","9.681","21.742","20.623","7.759","6.281","133.038"
"54","DPi","Jonathan Bennett","5","2:03.783","25:17.967","Green","Track","6.054","10.803","6.688","12.172","10.250","2.938","0.851","11.717","23.858","22.861","8.410","7.181","96.144"
"48","GTD","Bryan Sellers","2","2:19.428","25:22.190","Green","Track","14.131","14.796","8.427","12.618","10.063","2.944","0.813","11.695","26.190","22.766","8.532","6.453","100.637"
"44","GTD","Andy Lally","4","1:50.753","25:26.467","Green","Track","5.827","10.358","5.696","11.371","8.776","2.481","0.672","10.247","21.061","20.403","7.842","6.019","121.753"
"74","GTD","Lawson Aschenbach","4","1:56.469","25:31.787","Green","Track","5.964","10.473","6.069","12.071","9.216","2.641","0.746","10.937","21.673","22.068","8.170","6.441","109.676"
"76","GTD","Matt Plumb","4","1:50.684","25:50.647","Green","Track","5.552","10.396","5.742","11.534","8.336","2.155","0.609","10.531","20.781","21.024","7.722","6.302","134.348"
"7","DPi","Ricky Taylor","8","1:48.199","26:09.666","Green","Track","5.276","9.717","5.654","11.390","8.134","2.136","0.670","10.377","20.707","20.504","7.593","6.041","122.117"
"911","GTLM","Patrick Pilet","10","8:27.396","26:24.591","Green","Track","393.662","11.488","6.127","12.106","9.967","2.915","0.810","11.915","21.731","21.744","7.911","7.020","101.010"
"12","GTD","Townsend Bell","3","6:17.759","26:24.816","Green","Track","260.241","13.135","6.514","11.997","9.380","2.749","0.795","11.901","22.723","22.607","8.216","7.501","102.916"
"14","GTD","Jack Hawksworth","5","1:50.705","26:32.428","Green","Track","5.420","9.800","5.730","11.666","8.323","2.196","0.598","10.656","21.148","20.991","7.918","6.259","136.820"
"912","GTLM","Earl Bamber","11","1:46.980","26:35.951","Green","Track","5.261","9.861","5.522","11.056","8.060","2.144","0.621","10.466","20.597","19.905","7.688","5.799","131.752"
"6","DPi","Dane Cameron","9","7:55.176","26:41.361","Green","Track","362.877","15.399","7.554","11.614","8.646","2.501","0.736","10.657","20.635","20.787","7.627","6.143","111.166"
"4","GTLM","Tommy Milner","9","1:50.582","26:45.220","Green","Track","5.375","10.664","5.973","11.352","8.398","2.354","0.705","10.671","20.601","20.289","8.054","6.146","116.054"
"96","GTD","Bill Auberlen","6","1:50.638","26:58.606","Green","Track","5.230","9.678","5.725","11.719","8.575","2.266","0.651","9.989","21.762","20.913","7.583","6.547","125.681"
"19","GTD","Will Hardeman","3","6:46.949","27:03.051","Green","Pit","5.828","10.516","5.809","11.555","8.511","2.352","0.664","10.642","84.733","23.607","9.599","233.133","123.220"
"73","GTD","Patrick Long","1","27:19.343","27:19.343","Green","Pit","15.518","16.612","9.026","14.291","13.485","3.769","1.144","14.061","25.586","26.793","11.199","129.038","71.519"
"48","GTD","Bryan Sellers","3","1:58.534","27:20.724","Green","Track","5.644","10.364","6.237","11.573","9.398","2.799","0.811","11.793","23.381","22.176","8.154","6.204","100.886"
"54","DPi","Jonathan Bennett","6","2:05.776","27:23.743","Green","Track","6.101","11.732","6.727","11.900","9.615","2.915","0.927","12.543","23.199","23.799","8.606","7.712","88.261"
"44","GTD","Andy Lally","5","2:04.241","27:30.708","Green","Pit","5.301","9.982","5.714","11.411","8.885","2.764","0.780","11.267","23.060","22.450","10.580","12.047","104.895"
"74","GTD","Lawson Aschenbach","5","1:59.920","27:31.707","Green","Track","5.784","10.096","6.264","11.828","9.280","2.686","0.845","12.946","23.669","21.509","8.487","6.526","96.826"
"55","DPi","Jonathan Bomarito","1","27:35.802","27:35.802","Green","Track","14.527","15.888","8.102","14.037","9.221","2.892","0.954","13.495","25.347","24.161","8.488","6.795","85.763"
"76","GTD","Matt Plumb","5","1:53.902","27:44.549","Green","Track","5.534","11.430","5.983","11.502","8.316","2.123","0.581","10.405","21.369","21.686","8.172","6.801","140.823"
"7","DPi","Ricky Taylor","9","1:47.512","27:57.178","Green","Track","5.039","9.616","5.587","11.522","7.968","2.061","0.649","10.310","20.634","20.304","7.693","6.129","126.068"
"911","GTLM","Patrick Pilet","11","1:50.971","28:15.562","Green","Track","5.573","10.175","5.889","11.655","8.142","2.224","0.666","10.575","20.796","20.919","8.217","6.140","122.850"
"12","GTD","Townsend Bell","4","1:55.514","28:20.330","Green","Track","5.876","10.655","6.316","11.886","8.569","2.428","0.740","11.180","21.532","21.749","7.995","6.588","110.565"
"14","GTD","Jack Hawksworth","6","1:50.941","28:23.369","Green","Track","5.232","9.833","5.763","11.658","8.529","2.133","0.600","11.036","21.333","20.720","7.713","6.391","136.364"
"6","DPi","Dane Cameron","10","1:49.024","28:30.385","Green","Track","5.237","9.687","6.021","11.308","7.614","2.126","0.670","10.446","21.543","20.698","7.775","5.899","122.117"
"912","GTLM","Earl Bamber","12","1:56.481","28:32.432","Green","Pit","5.004","9.282","5.348","11.029","8.553","2.695","0.730","11.059","22.089","21.116","8.741","10.835","112.080"
"4","GTLM","Tommy Milner","10","1:49.233","28:34.453","Green","Track","5.374","9.727","5.914","11.658","8.426","2.198","0.695","10.490","20.434","20.473","7.811","6.033","117.724"
"63","GTD","Toni Vilander","1","28:38.568","28:38.568","Green","Track","17.037","17.092","9.847","13.036","12.818","3.934","1.022","12.127","25.515","24.929","8.417","7.098","80.057"
"48","GTD","Bryan Sellers","4","1:51.915","29:12.639","Green","Track","5.324","9.840","5.884","11.311","8.982","2.562","0.690","10.409","21.500","20.992","8.089","6.332","118.577"
"19","GTD","Alex Riberas","4","2:15.075","29:18.126","Green","Track","14.328","14.498","6.793","12.748","12.111","3.181","0.835","11.352","22.557","21.945","8.373","6.354","97.986"
"74","GTD","Lawson Aschenbach","6","1:56.362","29:28.069","Green","Track","5.872","10.357","6.456","11.860","8.870","2.476","0.716","10.953","21.780","22.445","8.205","6.372","114.271"
"54","DPi","Jonathan Bennett","7","2:08.779","29:32.522","Green","Pit","5.843","10.268","6.248","12.103","9.355","2.805","0.875","12.328","23.913","22.725","9.886","12.430","93.506"
"73","GTD","Patrick Long","2","2:18.457","29:37.800","Green","Track","14.226","16.123","7.068","12.920","9.800","2.931","0.868","11.640","23.544","23.084","8.821","7.432","94.261"
"76","GTD","Matt Plumb","6","1:57.367","29:41.916","Green","Track","5.910","12.330","6.293","11.965","8.341","2.113","0.618","10.552","20.979","23.098","8.620","6.548","132.392"
"7","DPi","Ricky Taylor","10","1:47.629","29:44.807","Green","Track","5.037","9.472","5.668","11.328","8.121","2.088","0.640","10.161","20.531","20.355","7.861","6.367","127.841"
"911","GTLM","Patrick Pilet","12","1:49.051","30:04.613","Green","Track","5.238","9.616","5.638","11.449","8.173","2.098","0.650","10.384","21.359","20.260","7.877","6.309","125.874"
"12","GTD","Townsend Bell","5","1:52.385","30:12.715","Green","Track","5.573","10.001","5.532","11.748","8.519","2.139","0.650","10.841","21.270","21.481","8.088","6.543","125.874"
"14","GTD","Jack Hawksworth","7","1:49.868","30:13.237","Green","Track","5.251","9.800","5.700","11.561","8.442","2.115","0.583","10.590","20.718","20.887","7.819","6.402","140.340"
"6","DPi","Dane Cameron","11","1:45.119","30:15.504","Green","Track","5.106","9.578","6.044","11.270","7.339","1.952","0.591","9.707","20.204","19.790","7.620","5.918","138.440"
"4","GTLM","Tommy Milner","11","2:03.430","30:37.883","Green","Pit","5.330","9.805","5.732","11.085","8.004","2.176","0.693","10.264","20.318","20.188","18.898","10.937","118.064"
"25","GTLM","Tom Blomqvist","8","5:54.415","30:39.633","Green","Pit","5.088","22.002","6.364","11.793","8.397","2.401","0.700","10.744","19.722","20.190","9.017","237.997","116.883"
"63","GTD","Toni Vilander","2","2:01.740","30:40.308","Green","Track","6.434","11.449","7.622","11.972","9.769","2.789","0.742","11.338","22.318","22.521","8.438","6.348","110.267"
"96","GTD","Bill Auberlen","7","3:46.400","30:45.006","Green","Pit","5.395","10.011","5.609","11.459","8.696","2.296","0.646","9.989","22.265","21.964","8.907","119.163","126.654"
"48","GTD","Bryan Sellers","5","1:49.577","31:02.216","Green","Track","5.369","9.802","5.689","11.147","8.255","2.272","0.602","9.886","21.250","21.182","8.128","5.995","135.911"
"19","GTD","Alex Riberas","5","1:53.780","31:11.906","Green","Track","5.529","10.659","5.597","12.078","8.766","2.233","0.618","10.451","21.742","21.437","8.230","6.440","132.392"
"74","GTD","Lawson Aschenbach","7","1:52.921","31:20.990","Green","Track","5.836","9.811","6.057","11.778","8.663","2.319","0.681","10.637","21.273","21.575","8.046","6.245","120.144"
"7","DPi","Ricky Taylor","11","1:56.785","31:41.592","Green","Pit","5.228","9.523","6.028","11.205","8.907","2.274","0.690","10.514","20.358","21.753","9.118","11.187","118.577"
"911","GTLM","Patrick Pilet","13","1:48.930","31:53.543","Green","Track","5.366","9.634","5.494","11.305","7.915","2.022","0.621","10.077","21.174","20.792","8.213","6.317","131.752"
"12","GTD","Townsend Bell","6","1:55.215","32:07.930","Green","Track","5.516","10.611","6.225","12.246","8.926","2.272","0.660","10.753","21.622","21.241","8.468","6.675","123.967"
"6","DPi","Dane Cameron","12","1:59.216","32:14.720","Green","Pit","5.304","9.565","6.468","11.637","8.807","2.579","0.763","11.013","21.160","21.425","9.302","11.193","107.232"
"14","GTD","Jack Hawksworth","8","2:07.186","32:20.423","Green","Pit","5.400","10.065","5.828","11.591","8.139","2.062","0.575","10.418","21.215","20.978","19.104","11.811","142.292"
"63","GTD","Toni Vilander","3","1:59.176","32:39.484","Green","Track","5.892","10.898","7.053","12.170","9.350","2.614","0.722","11.167","22.079","22.393","8.441","6.397","113.322"
"25","GTLM","Tom Blomqvist","9","2:01.127","32:40.760","Green","Track","14.551","12.266","5.958","11.421","8.182","2.335","0.741","10.677","20.033","20.562","7.854","6.547","110.416"
"96","GTD","Bill Auberlen","8","2:03.856","32:48.862","Green","Track","13.704","13.319","6.260","11.769","9.270","2.481","0.640","9.744","21.368","20.998","7.753","6.550","127.841"
"19","GTD","Alex Riberas","6","1:51.524","33:03.430","Green","Track","5.510","10.149","5.432","12.155","8.826","2.136","0.562","9.901","20.836","21.407","8.238","6.372","145.584"
"9","GTD","Scott Hargrove","5","10:17.695","33:40.793","Green","Pit","5.507","9.832","5.719","11.637","9.326","2.813","0.781","11.647","22.081","22.331","9.369","506.652","104.761"
"911","GTLM","Patrick Pilet","14","1:48.453","33:41.996","Green","Track","5.349","10.046","5.507","11.386","7.996","2.040","0.618","10.065","20.965","20.422","7.955","6.104","132.392"
"73","GTD","Patrick Long","3","4:27.259","34:05.059","Green","Pit","6.153","11.179","6.977","13.525","12.865","3.353","0.890","12.850","25.380","26.034","10.861","137.192","91.931"
"12","GTD","Townsend Bell","7","1:59.185","34:07.115","Green","Pit","5.608","10.018","5.695","12.050","8.607","2.322","0.634","10.634","21.546","21.372","9.729","10.970","129.051"
"25","GTLM","Tom Blomqvist","10","1:48.099","34:28.859","Green","Track","5.693","10.232","5.943","11.473","7.992","2.144","0.669","10.533","19.719","19.869","7.802","6.030","122.299"
"63","GTD","Toni Vilander","4","1:57.384","34:36.868","Green","Track","5.642","10.912","6.608","12.259","8.765","2.497","0.739","11.331","21.912","22.113","8.148","6.458","110.715"
"96","GTD","Bill Auberlen","9","1:50.709","34:39.571","Green","Track","5.450","9.935","5.639","11.500","8.494","2.251","0.632","10.015","21.138","21.196","7.870","6.589","129.459"
"911","GTLM","Patrick Pilet","15","1:47.246","35:29.242","Green","Track","5.200","9.631","5.350","11.089","7.928","2.017","0.616","9.965","20.840","20.321","7.886","6.403","132.822"
"4","GTLM","Oliver Gavin","12","5:05.501","35:43.384","Green","Track","190.148","13.740","6.979","12.126","8.800","2.643","0.736","11.455","21.917","22.249","8.323","6.385","111.166"
