"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"46","GS","Owen Trinkler","1","2:10.847","2:10.847","Green","Track","0.000","18.019","11.173","22.040","8.529","6.859","6.168","10.701","7.592","6.663","5.513","0.496","3.156","164.956"
"2","GS","Kenton Koch","1","2:13.470","2:13.470","Green","Track","0.000","18.254","11.524","22.276","8.545","6.935","6.266","10.888","7.709","6.792","5.625","0.504","3.206","162.338"
"7","GS","Trent Hindman","1","2:21.179","2:21.179","Green","Track","0.000","19.574","11.915","23.181","8.603","6.860","6.338","11.141","7.704","6.695","5.592","0.502","3.185","162.984"
"96","GS","Sydney McKee","1","2:28.698","2:28.698","Green","Track","0.000","19.912","11.717","25.280","9.429","7.076","6.361","12.916","7.984","6.865","5.704","0.513","3.271","159.490"
"80","GS","Kaz Grala","1","2:29.232","2:29.232","Green","Track","0.000","18.781","11.222","22.224","8.565","6.876","6.430","12.004","7.783","6.767","5.618","0.504","3.216","162.338"
"12","TCR","Russell McDonough","1","2:31.785","2:31.785","Green","Track","0.000","20.183","12.903","26.294","10.051","7.629","6.913","12.516","8.424","7.250","6.161","0.629","3.889","130.077"
"82","GS","James Clay","1","2:33.556","2:33.556","Green","Track","0.000","19.370","11.533","22.786","8.743","6.922","6.591","11.400","7.767","6.696","5.574","0.500","3.202","163.636"
"59","GS","DJ Randall","1","2:33.593","2:33.593","Green","Track","0.000","20.115","11.749","22.968","8.772","7.020","6.474","11.676","7.905","6.825","5.635","0.510","3.276","160.428"
"4","GS","Ted Giovanis","1","2:39.431","2:39.431","Green","Track","0.000","20.203","11.699","24.018","8.855","6.984","6.398","11.933","7.953","6.864","5.634","0.506","3.217","161.696"
"44","GS","Mike Vess","1","2:40.484","2:40.484","Green","Track","0.000","19.898","11.945","23.614","8.975","6.996","6.386","11.669","7.958","6.833","5.661","0.508","3.243","161.059"
"37","TCR","Shelby Blackstock","1","2:49.233","2:49.233","Green","Track","0.000","19.830","12.983","24.172","9.222","7.566","7.066","11.569","8.213","7.391","6.186","0.561","3.582","145.843"
"5","TCR","Roy Block","1","2:51.292","2:51.292","Green","Track","0.000","21.769","13.641","24.879","9.148","7.458","7.275","12.071","8.106","7.358","6.165","0.558","3.557","146.628"
"73","TCR","Mike LaMarra","1","2:55.110","2:55.110","Green","Track","0.000","20.734","12.815","24.750","9.473","7.604","7.288","12.873","8.418","7.488","6.212","0.562","3.584","145.584"
"54","TCR","Michael Johnson","1","2:56.156","2:56.156","Green","Track","0.000","21.242","13.444","24.850","9.160","7.375","6.953","13.057","8.280","7.269","6.003","0.540","3.428","151.515"
"35","GS","James Cox","1","2:58.088","2:58.088","Green","Track","0.000","19.694","12.722","24.235","8.603","6.899","6.247","11.363","7.650","6.742","5.540","0.499","3.182","163.964"
"99","GS","Gary Ferrera","1","3:02.530","3:02.530","Green","Track","0.000","20.910","12.430","25.434","8.956","7.014","6.461","11.854","7.730","6.712","5.572","0.505","3.220","162.016"
"52","TCR","Max Faulkner","1","3:03.064","3:03.064","Green","Track","0.000","20.175","12.753","24.975","9.266","7.601","6.989","12.041","8.295","7.462","6.228","0.565","3.597","144.811"
"88","GS","Greg Liefooghe","1","3:06.780","3:06.780","Green","Track","0.000","18.992","11.895","22.860","8.684","6.968","6.554","11.314","7.787","6.853","5.671","0.510","3.244","160.428"
"3","TCR","Alexandre Papadopulos","1","3:06.907","3:06.907","Green","Track","0.000","21.293","13.556","27.176","9.282","7.515","7.058","12.895","8.301","7.400","6.178","0.558","3.699","146.628"
"60","GS","Nate Stacy","1","3:07.499","3:07.499","Green","Track","0.000","20.890","12.874","23.717","8.691","6.978","6.825","12.018","8.009","6.971","5.847","0.530","3.507","154.374"
"24","GS","Drew Staveley","1","3:08.358","3:08.358","Green","Track","0.000","20.369","12.656","23.958","8.762","6.945","6.545","11.903","7.884","6.840","5.637","0.507","3.227","161.377"
"89","TCR","Chad Gilsinger","1","3:14.371","3:14.371","Green","Pit","0.000","21.208","13.025","24.100","9.367","7.669","7.058","12.017","8.409","7.532","11.632","0.000","0.000","0.000"
"65","GS","Tim Probert","1","3:18.046","3:18.046","Green","Track","0.000","21.183","12.391","24.366","9.063","7.108","6.430","12.546","7.882","6.833","5.628","0.507","3.227","161.377"
"40","GS","Patrick Gallagher","1","3:18.248","3:18.248","Green","Track","0.000","21.655","12.317","23.947","8.821","7.024","6.444","12.237","7.854","6.824","5.672","0.514","3.290","159.179"
"10","TCR","Lee Carpentier","1","3:20.689","3:20.689","Green","Track","0.000","21.614","13.037","24.942","9.323","7.440","7.259","12.885","8.214","7.201","5.924","0.533","3.406","153.505"
"56","GS","Jeff Mosing","1","3:20.791","3:20.791","Green","Track","0.000","21.530","11.883","22.845","8.637","6.928","6.379","11.573","7.764","6.779","5.561","0.500","3.186","163.636"
"31","GS","Patrick Liddy","1","3:26.931","3:26.931","Green","Track","0.000","22.715","13.976","26.765","8.737","6.970","6.425","11.654","7.872","6.817","5.653","0.508","3.244","161.059"
"15","GS","Ty Majeski","1","3:33.252","3:33.252","Green","Track","0.000","22.619","14.558","26.427","8.745","7.867","6.938","10.751","7.778","6.891","5.621","0.506","3.233","161.696"
