"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"29","Pro","Richy Antinucci","1","1:49.219","1:49.219","Green","Track","3.667","9.723","12.676","3.872","0.495","14.553","22.172","14.371","18.181","6.104","3.404","165.978"
"1","Pro","Andrea Amici","1","1:49.931","1:49.931","Green","Track","3.649","9.728","13.050","3.876","0.494","14.572","22.355","14.412","18.155","6.098","3.408","166.314"
"34","Pro","Patrick Liddy","1","1:50.898","1:50.898","Green","Track","3.642","9.871","12.882","3.835","0.490","14.755","22.553","14.478","18.281","6.176","3.463","167.672"
"27","Pro","Paolo Ruberti","1","1:51.105","1:51.105","Green","Track","3.709","10.039","12.915","3.846","0.513","14.800","22.605","14.606","18.091","6.216","3.447","160.154"
"46","Pro","Conor Daly","1","1:51.366","1:51.366","Green","Track","3.719","10.380","13.103","3.868","0.508","15.033","22.450","14.590","18.090","6.046","3.402","161.730"
"09","ProAm","Jacob Eidson","1","1:52.648","1:52.648","Green","Track","3.741","10.515","13.439","3.891","0.496","15.076","22.654","14.609","18.433","6.048","3.410","165.643"
"63","Am","McKay Snow","1","1:53.084","1:53.084","Green","Track","3.778","10.129","13.282","3.905","0.496","15.015","22.702","15.007","18.624","6.155","3.439","165.643"
"22","ProAm","Ryan Hardwick","1","1:53.859","1:53.859","Green","Track","3.719","10.082","13.695","3.926","0.500","15.325","22.935","14.595","18.599","6.140","3.458","164.318"
"6","Am","Steven Aghakhani","1","1:54.124","1:54.124","Green","Track","3.682","10.162","13.720","3.940","0.498","15.375","23.018","14.634","18.477","6.089","3.421","164.978"
"33","Am","Cameron Cassels","1","1:56.374","1:56.374","Green","Track","3.777","10.178","13.671","3.953","0.532","15.924","23.689","14.850","18.792","6.201","3.440","154.434"
"43","LB Cup","Ashton Harrison","1","1:58.039","1:58.039","Green","Track","3.865","10.269","13.901","3.957","0.538","15.730","23.650","14.933","19.275","6.560","3.491","152.712"
"7","Am","Sheena Monk","1","1:58.404","1:58.404","Green","Track","3.870","10.663","13.853","3.937","0.501","15.791","23.695","14.937","19.340","6.993","3.554","163.990"
"53","ProAm","Bradley Baker","1","1:59.108","1:59.108","Green","Track","3.825","10.545","13.889","3.980","0.523","16.180","23.974","15.125","18.776","6.255","3.463","157.092"
"08","LB Cup","Mel Johnson","1","2:01.074","2:01.074","Green","Track","3.882","11.073","14.032","3.969","0.510","16.025","24.135","15.815","19.457","6.858","3.559","161.096"
"69","ProAm","William Hubbell","1","2:08.075","2:08.075","Green","Track","4.074","10.727","15.027","4.120","0.527","17.653","25.280","15.642","20.749","7.313","3.661","155.900"
"36","LB Cup","Matt Dicken","1","2:09.553","2:09.553","Green","Track","4.255","11.648","15.273","4.108","0.549","17.677","25.579","15.493","21.448","7.144","3.635","149.652"
"3","LB Cup","Randy Sellari","1","2:09.774","2:09.774","Green","Track","4.191","11.794","15.069","4.094","0.549","18.051","25.667","15.819","20.625","7.169","3.615","149.652"
"24","LB Cup","Ron Atapattu","1","2:10.177","2:10.177","Green","Track","4.135","12.011","15.297","4.235","0.566","17.616","25.696","16.037","20.405","7.178","3.589","145.157"
"88","LB Cup","Jeffrey Cheng","1","2:11.445","2:11.445","Green","Track","4.267","12.137","15.250","4.267","0.627","17.921","26.018","16.304","20.384","7.157","3.589","131.035"
"29","Pro","Richy Antinucci","2","1:47.043","3:36.262","Green","Track","3.238","8.947","12.317","3.785","0.486","14.309","22.094","14.324","18.040","6.114","3.389","169.052"
"1","Pro","Andrea Amici","2","1:47.242","3:37.173","Green","Track","3.251","8.973","12.302","3.773","0.483","14.448","22.269","14.335","17.928","6.084","3.396","170.102"
"34","Pro","Patrick Liddy","2","1:48.641","3:39.539","Green","Track","3.285","9.163","12.354","3.796","0.487","14.602","22.684","14.467","18.329","6.073","3.401","168.704"
"27","Pro","Paolo Ruberti","2","1:48.809","3:39.914","Green","Track","3.336","9.187","12.372","3.798","0.489","14.461","22.775","14.563","18.142","6.241","3.445","168.015"
"46","Pro","Conor Daly","2","1:48.809","3:40.175","Green","Track","3.312","9.245","12.283","3.767","0.483","14.877","22.488","14.712","18.127","6.104","3.411","170.102"
"09","ProAm","Jacob Eidson","2","1:48.516","3:41.164","Green","Track","3.250","9.032","12.270","3.767","0.484","14.664","22.576","14.616","18.273","6.149","3.435","169.750"
"63","Am","McKay Snow","2","1:48.931","3:42.015","Green","Track","3.276","9.098","12.432","3.792","0.485","14.682","22.624","14.643","18.331","6.145","3.423","169.400"
"22","ProAm","Ryan Hardwick","2","1:49.478","3:43.337","Green","Track","3.271","9.134","12.507","3.813","0.489","14.858","22.990","14.503","18.454","6.047","3.412","168.015"
"6","Am","Steven Aghakhani","2","1:49.826","3:43.950","Green","Track","3.249","9.060","12.634","3.801","0.486","14.915","23.017","14.553","18.551","6.125","3.435","169.052"
