"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"79","GT3P","Roman DeAngelis","1","1:55.872","1:55.872","Green","Track","3.904","10.005","13.984","4.061","0.558","16.302","23.428","15.046","18.756","6.322","3.505","147.239"
"25","GT3P","Victor Gomez IV","1","1:56.538","1:56.538","Green","Track","3.892","10.108","13.613","4.047","0.559","16.458","23.441","15.147","18.987","6.311","3.489","146.975"
"11","GT3P","Sean McAlister","1","1:57.462","1:57.462","Green","Track","3.854","10.203","13.732","4.030","0.540","16.656","23.619","15.306","19.148","6.352","3.513","152.146"
"3","GT3P","Jeff Kingsley","1","1:57.878","1:57.878","Green","Track","3.864","10.003","13.828","4.059","0.587","16.762","23.635","15.244","19.204","6.394","3.518","139.964"
"68","GT3P","Jeff Mosing","1","1:58.435","1:58.435","Green","Track","3.880","9.980","13.752","4.042","0.559","16.845","23.578","15.247","19.424","6.428","3.538","146.975"
"7","GT3P","Maxwell Root","1","1:58.577","1:58.577","Green","Track","3.864","9.805","13.812","4.131","0.524","17.989","23.807","15.228","19.341","6.369","3.479","156.792"
"20","GT3P","Fred Poordad","1","1:59.875","1:59.875","Green","Track","3.862","10.432","14.027","4.049","0.547","16.897","24.521","15.523","19.224","6.475","3.537","150.199"
"53","GT3P","Riley Dickinson","1","2:00.437","2:00.437","Green","Track","3.916","10.014","13.816","4.006","0.511","17.665","24.836","15.811","19.622","6.494","3.510","160.781"
"99","GT3P","Alan Metni","1","2:00.581","2:00.581","Green","Track","3.833","10.278","14.079","4.026","0.534","17.001","24.317","15.683","19.688","6.429","3.508","153.856"
"9","GT3P","Mark Kvamme","1","2:00.906","2:00.906","Green","Track","3.912","10.166","14.066","4.060","0.557","16.818","24.506","15.639","19.740","6.393","3.534","147.503"
"45","GT3P","Charlie Luck","1","2:01.614","2:01.614","Green","Track","3.871","10.642","14.024","4.082","0.531","16.579","24.510","15.638","19.932","6.515","3.524","154.725"
"27","GT3G","Sebastian Carazo","1","2:01.898","2:01.898","Green","Track","4.012","10.773","14.121","4.106","0.532","16.547","24.438","15.742","19.941","6.434","3.569","154.434"
"61","GT3P","Scott Welham","1","2:02.518","2:02.518","Green","Track","3.829","10.873","14.355","4.145","0.524","16.603","24.580","15.431","19.779","6.632","3.572","156.792"
"56","GT3P","David Baker","1","2:02.834","2:02.834","Green","Track","3.826","11.113","14.083","4.035","0.518","17.442","24.383","15.537","19.611","6.465","3.530","158.608"
"52","GT3G","Kurt Fazekas","1","2:03.680","2:03.680","Green","Track","3.927","10.813","14.334","4.174","0.533","17.234","24.461","15.623","19.774","6.538","3.627","154.145"
"36","GT3P","Vernon McClure","1","2:03.944","2:03.944","Green","Track","4.000","11.139","14.182","4.114","0.571","17.501","24.449","15.573","19.864","6.479","3.533","143.886"
"5","GT3G","Rob Ferriol","1","2:04.403","2:04.403","Green","Track","4.029","10.833","14.531","4.195","0.585","17.114","24.551","15.696","19.709","6.606","3.603","140.443"
"65","GT3G","Efrin Castro","1","2:04.650","2:04.650","Green","Track","3.935","11.352","14.730","4.163","0.571","16.602","24.749","15.671","19.849","6.414","3.554","143.886"
"4","GT3P","Michael Mennella","1","2:05.780","2:05.780","Green","Track","4.067","11.106","15.443","4.219","0.563","16.962","24.846","15.443","19.646","6.760","3.611","145.931"
"15","GT3G","Randal Bryant","1","2:06.240","2:06.240","Green","Track","3.999","11.173","14.974","4.298","0.608","16.952","25.225","15.955","19.930","6.602","3.641","135.130"
"92","GT3P","Joseph Lombardo","1","2:06.418","2:06.418","Green","Track","4.355","11.054","15.389","4.147","0.572","17.239","24.749","15.655","20.082","6.520","3.504","143.635"
"17","GT3G","Curt Swearingin","1","2:06.787","2:06.787","Green","Track","3.908","11.234","15.983","4.384","0.572","16.883","24.402","15.724","20.193","6.419","3.581","143.635"
"48","GT3P","David Brule","1","2:07.875","2:07.875","Green","Track","4.228","11.446","15.642","4.329","0.549","17.278","25.088","15.521","20.053","6.668","3.559","149.652"
"18","GT3G","Richard Edge","1","2:08.256","2:08.256","Green","Track","4.058","11.547","15.530","4.368","0.564","17.800","25.045","15.901","19.655","6.567","3.635","145.672"
"69","GT3P","Dan Hardee","1","2:08.986","2:08.986","Green","Track","4.242","11.591","15.618","4.277","0.561","18.013","24.971","15.679","19.963","6.766","3.577","146.451"
"22","GT3G","Bart Collins","1","2:10.416","2:10.416","Green","Track","4.118","11.563","15.906","4.297","0.573","18.047","25.312","15.969","20.135","6.765","3.684","143.384"
"79","GT3P","Roman DeAngelis","2","1:52.554","3:48.426","Green","Track","3.366","9.380","13.182","4.028","0.515","15.117","23.317","15.066","18.809","6.269","3.505","159.532"
"25","GT3P","Victor Gomez IV","2","1:52.805","3:49.343","Green","Track","3.350","9.399","13.135","3.978","0.508","15.302","23.172","15.162","18.930","6.371","3.498","161.730"
"11","GT3P","Sean McAlister","2","1:53.618","3:51.080","Green","Track","3.359","9.667","13.095","3.975","0.508","15.368","23.637","15.169","18.904","6.418","3.518","161.730"
"3","GT3P","Jeff Kingsley","2","1:53.411","3:51.289","Green","Track","3.362","9.370","13.208","3.952","0.507","15.360","23.693","15.197","18.944","6.328","3.490","162.049"
"7","GT3P","Maxwell Root","2","1:53.415","3:51.992","Green","Track","3.364","9.354","13.105","3.975","0.507","15.126","23.663","15.351","19.052","6.404","3.514","162.049"
"68","GT3P","Jeff Mosing","2","1:53.940","3:52.375","Green","Track","3.463","9.905","13.047","3.946","0.503","15.167","23.532","15.350","19.054","6.434","3.539","163.338"
"20","GT3P","Fred Poordad","2","1:53.880","3:53.755","Green","Track","3.351","9.468","12.973","3.962","0.505","15.428","23.771","15.213","19.226","6.444","3.539","162.691"
"99","GT3P","Alan Metni","2","1:54.800","3:55.381","Green","Track","3.310","9.734","13.564","4.006","0.509","15.373","23.608","15.185","19.461","6.502","3.548","161.413"
"9","GT3P","Mark Kvamme","2","1:56.083","3:56.989","Green","Track","3.359","9.705","13.955","4.038","0.528","15.921","23.783","15.174","19.375","6.666","3.579","155.604"
"45","GT3P","Charlie Luck","2","1:56.969","3:58.583","Green","Track","3.333","9.644","13.494","4.032","0.554","16.175","24.372","15.453","19.459","6.894","3.559","148.302"
"27","GT3G","Sebastian Carazo","2","1:57.043","3:58.941","Green","Track","3.514","9.651","13.140","4.074","0.609","16.263","24.337","15.520","19.407","6.901","3.627","134.908"
"61","GT3P","Scott Welham","2","1:57.055","3:59.573","Green","Track","3.414","9.773","13.455","3.979","0.509","16.306","24.358","15.415","19.696","6.617","3.533","161.413"
"56","GT3P","David Baker","2","1:57.054","3:59.888","Green","Track","3.408","9.743","13.457","4.007","0.512","16.352","24.598","15.691","19.229","6.553","3.504","160.467"
"52","GT3G","Kurt Fazekas","2","1:57.704","4:01.384","Green","Track","3.484","9.919","13.541","4.109","0.523","16.093","24.683","15.558","19.556","6.612","3.626","157.092"
"5","GT3G","Rob Ferriol","2","1:57.111","4:01.514","Green","Track","3.483","9.673","13.531","4.079","0.541","16.484","24.218","15.665","19.388","6.479","3.570","151.865"
"36","GT3P","Vernon McClure","2","1:57.834","4:01.778","Green","Track","3.440","9.925","13.448","3.971","0.519","17.237","24.351","15.526","19.528","6.374","3.515","158.303"
"65","GT3G","Efrin Castro","2","1:57.903","4:02.553","Green","Track","3.461","9.744","13.428","4.069","0.592","16.647","24.740","15.593","19.629","6.432","3.568","138.782"
"4","GT3P","Michael Mennella","2","1:57.821","4:03.601","Green","Track","3.376","9.911","14.312","4.058","0.533","16.186","24.153","15.477","19.452","6.780","3.583","154.145"
"92","GT3P","Joseph Lombardo","2","1:57.433","4:03.851","Green","Track","3.445","9.913","13.778","3.999","0.531","16.357","24.142","15.489","19.874","6.445","3.460","154.725"
"15","GT3G","Randal Bryant","2","1:58.235","4:04.475","Green","Track","3.500","10.126","14.197","4.183","0.558","16.013","24.371","15.476","19.623","6.584","3.604","147.239"
"17","GT3G","Curt Swearingin","2","1:58.016","4:04.803","Green","Track","3.493","9.809","14.186","4.156","0.553","16.490","24.158","15.546","19.468","6.551","3.606","148.570"
"48","GT3P","David Brule","2","1:58.030","4:05.905","Green","Track","3.370","9.764","13.400","4.091","0.564","16.919","24.875","15.588","19.504","6.437","3.518","145.672"
"18","GT3G","Richard Edge","2","1:58.263","4:06.519","Green","Track","3.474","10.093","13.453","4.141","0.588","16.490","24.688","15.759","19.436","6.505","3.636","139.726"
"69","GT3P","Dan Hardee","2","1:58.355","4:07.341","Green","Track","3.390","9.914","13.729","4.041","0.565","16.602","24.639","15.797","19.432","6.676","3.570","145.414"
"22","GT3G","Bart Collins","2","1:59.226","4:09.642","Green","Track","3.501","10.024","13.929","4.163","0.534","16.302","24.791","15.822","19.814","6.667","3.679","153.856"
"53","GT3P","Riley Dickinson","2","2:12.266","4:12.703","Green","Pit","3.346","9.903","13.999","4.015","0.522","16.445","24.338","15.359","19.322","8.235","16.782","157.393"
"79","GT3P","Roman DeAngelis","3","1:51.773","5:40.199","Green","Track","3.347","9.340","13.072","4.010","0.513","14.961","23.070","15.020","18.656","6.290","3.494","160.154"
"25","GT3P","Victor Gomez IV","3","1:52.381","5:41.724","Green","Track","3.317","9.538","13.153","3.965","0.505","15.138","23.185","15.040","18.798","6.267","3.475","162.691"
"11","GT3P","Sean McAlister","3","1:52.981","5:44.061","Green","Track","3.341","9.473","13.170","3.973","0.506","15.128","23.487","15.218","18.813","6.355","3.517","162.370"
"3","GT3P","Jeff Kingsley","3","1:53.211","5:44.500","Green","Track","3.354","9.443","13.204","3.934","0.513","15.284","23.625","15.061","18.953","6.349","3.491","160.154"
