"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"84","DPi","Simon Trummer","8","1:12.705","30:30.686","Green","Track","0.580","6.538","2.659","3.792","10.250","7.180","5.181","4.013","10.773","15.224","1.573","4.942","142.241"
"77","DPi","Tristan Nunez","8","1:12.147","30:41.811","Green","Track","0.564","6.364","2.607","3.863","10.382","7.231","5.276","3.882","10.621","14.825","1.649","4.883","146.277"
"55","DPi","Jonathan Bomarito","7","2:34.684","30:43.306","Green","Pit","0.562","6.326","2.586","3.830","10.356","7.203","27.432","11.513","26.354","0.000","0.000","23.013","146.797"
"85","DPi","Misha Goikhberg","8","1:12.650","30:53.276","Green","Track","0.583","6.522","2.616","3.875","10.372","7.253","5.353","3.936","10.738","14.888","1.573","4.941","141.509"
"50","DPi","Kyle Kaiser","5","1:12.953","31:13.936","Green","Track","0.580","6.685","2.623","3.874","10.215","7.261","5.588","3.953","10.722","14.925","1.584","4.943","142.241"
"54","DPi","Jonathan Bennett","8","1:13.621","31:22.970","Green","Track","0.564","6.277","2.699","4.003","10.503","7.311","5.417","3.981","10.793","15.615","1.589","4.869","146.277"
"10","DPi","Jordan Taylor","9","1:12.312","31:26.696","Green","Track","0.579","6.497","2.551","3.827","10.215","7.170","5.254","3.939","10.787","14.993","1.572","4.928","142.487"
"31","DPi","Felipe Nasr","9","1:11.705","31:35.073","Green","Track","0.579","6.442","2.567","3.716","10.249","7.242","5.198","3.901","10.567","14.722","1.588","4.934","142.487"
"5","DPi","Joao Barbosa","9","1:12.201","31:38.428","Green","Track","0.581","6.488","2.629","3.789","10.279","7.235","5.266","3.881","10.694","14.836","1.576","4.947","141.997"
"84","DPi","Simon Trummer","9","1:17.359","31:48.045","Green","Track","0.581","6.525","2.663","4.457","11.244","7.751","5.657","4.259","11.453","16.360","1.514","4.895","141.997"
"77","DPi","Tristan Nunez","9","1:12.275","31:54.086","Green","Track","0.567","6.380","2.599","3.836","10.294","7.208","5.187","3.896","10.907","14.902","1.629","4.870","145.503"
"85","DPi","Misha Goikhberg","9","1:12.972","32:06.248","Green","Track","0.579","6.524","2.668","3.994","10.381","7.214","5.277","3.927","10.798","15.035","1.609","4.966","142.487"
"50","DPi","Kyle Kaiser","6","1:12.694","32:26.630","Green","Track","0.578","6.498","2.592","3.834","10.206","7.309","5.358","3.996","10.757","14.977","1.619","4.970","142.734"
"54","DPi","Jonathan Bennett","9","1:13.487","32:36.457","Green","Track","0.563","6.278","2.630","4.012","10.577","7.380","5.363","4.018","10.708","15.509","1.583","4.866","146.536"
"10","DPi","Jordan Taylor","10","1:16.682","32:43.378","Green","Track","0.578","6.477","2.596","3.803","10.312","7.277","5.402","4.007","12.706","17.021","1.570","4.933","142.734"
"5","DPi","Joao Barbosa","10","1:12.074","32:50.502","Green","Track","0.581","6.470","2.661","3.750","10.158","7.163","5.245","4.055","10.638","14.814","1.585","4.954","141.997"
"84","DPi","Simon Trummer","10","1:14.674","33:02.719","Green","Track","0.579","6.511","3.032","4.171","10.877","7.463","5.415","4.034","10.996","15.120","1.553","4.923","142.487"
"77","DPi","Tristan Nunez","10","1:14.181","33:08.267","Green","Track","0.566","6.356","2.518","3.924","10.449","7.206","5.296","4.049","10.685","16.664","1.612","4.856","145.760"
"31","DPi","Felipe Nasr","10","1:54.657","33:29.730","Green","Pit","0.579","6.444","2.529","25.256","12.271","8.036","5.619","4.194","11.876","18.148","4.416","15.289","142.487"
"85","DPi","Misha Goikhberg","10","1:26.523","33:32.771","Green","Pit","0.579","6.518","2.666","3.965","10.451","7.297","5.308","3.994","10.813","15.671","4.285","14.976","142.487"
"50","DPi","Kyle Kaiser","7","1:12.724","33:39.354","Green","Track","0.580","6.505","2.595","3.819","10.277","7.290","5.354","3.982","10.703","15.060","1.606","4.953","142.241"
"54","DPi","Jonathan Bennett","10","1:13.522","33:49.979","Green","Track","0.563","6.268","2.775","4.046","10.524","7.328","5.400","3.996","10.734","15.376","1.615","4.897","146.536"
"5","DPi","Joao Barbosa","11","1:12.101","34:02.603","Green","Track","0.582","6.486","2.678","3.718","10.177","7.228","5.316","3.900","10.677","14.799","1.587","4.953","141.753"
"10","DPi","Jordan Taylor","11","1:28.162","34:11.540","Green","Pit","0.579","6.475","2.560","3.825","10.302","7.266","5.287","3.936","11.218","18.066","3.835","14.813","142.487"
"84","DPi","Simon Trummer","11","1:12.584","34:15.303","Green","Track","0.581","6.507","2.644","3.802","10.339","7.167","5.191","3.986","10.823","15.007","1.583","4.954","141.997"
"77","DPi","Tristan Nunez","11","1:17.540","34:25.807","Green","Track","0.565","6.346","2.851","4.273","10.913","7.480","5.673","4.119","12.111","16.720","1.630","4.859","146.018"
"54","DPi","Jonathan Bennett","11","1:13.688","35:03.667","Finish","Track","0.564","6.266","2.708","3.990","10.592","7.435","5.270","4.003","10.730","15.711","1.573","4.846","146.277"
"5","DPi","Joao Barbosa","12","1:11.870","35:14.473","Finish","Track","0.580","6.481","2.628","3.726","10.107","7.294","5.236","3.875","10.673","14.721","1.589","4.960","142.241"
"50","DPi","Kyle Kaiser","8","1:35.575","35:14.929","Finish","Pit","0.578","6.480","2.598","4.272","13.471","8.700","6.487","4.733","13.065","16.430","3.569","15.192","142.734"
"84","DPi","Simon Trummer","12","1:12.455","35:27.758","Finish","Track","0.582","6.548","2.699","3.762","10.251","7.258","5.215","4.025","10.719","14.871","1.579","4.946","141.753"
"77","DPi","Tristan Nunez","12","1:12.511","35:38.318","Finish","Track","0.566","6.355","2.593","3.856","10.379","7.232","5.352","3.954","10.661","15.061","1.630","4.872","145.760"
