"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"96","GTD","Robby Foley","239","2:06.492","9:07:06.739","Green","Track","5.827","5.983","26.585","15.567","27.713","9.371","18.989","0.545","11.609","1.511","2.792","155.546","114.313"
"73","GTD","Patrick Lindsey","240","2:05.944","9:07:07.240","Green","Track","6.004","5.968","25.747","15.782","27.437","9.383","19.104","0.553","11.611","1.528","2.827","153.296","113.041"
"77","DPi","Timo Bernhard","146","1:49.005","9:07:08.693","Green","Track","5.175","4.868","22.376","14.020","24.114","8.035","16.657","0.492","9.511","1.314","2.443","172.302","131.452"
"10","DPi","Renger Van Der Zande","262","1:49.403","9:07:13.866","Green","Track","5.198","4.776","22.684","13.919","24.170","8.106","16.851","0.497","9.419","1.316","2.467","170.569","131.252"
"5","DPi","Brendon Hartley","262","1:50.036","9:07:23.551","Green","Track","5.287","4.898","22.374","14.066","24.659","8.190","16.767","0.498","9.495","1.319","2.483","170.226","130.953"
"7","DPi","Ricky Taylor","261","1:51.684","9:07:27.020","Green","Track","5.217","5.019","22.892","14.130","24.955","8.310","17.227","0.496","9.625","1.326","2.487","170.913","130.262"
"3","GTLM","Antonio Garcia","248","1:58.775","9:07:28.793","Green","Track","5.679","5.464","24.035","14.866","26.615","8.855","18.212","0.532","10.381","1.441","2.695","159.347","119.866"
"86","GTD","Trent Hindman","241","2:04.053","9:07:31.793","Green","Track","5.870","5.741","24.945","15.456","28.147","9.259","18.911","0.548","10.894","1.496","2.786","154.695","115.459"
"66","GTLM","Sebastien Bourdais","248","1:59.204","9:07:34.729","Green","Track","5.667","5.693","24.075","15.191","26.324","8.807","18.211","0.533","10.530","1.455","2.718","159.048","118.713"
"33","GTD","Felipe Fraga","241","2:03.626","9:07:37.425","Green","Track","5.854","5.897","25.146","15.349","27.470","9.276","19.011","0.551","10.772","1.495","2.805","153.852","115.537"
