"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"53","ProAm","Bradley Baker","17","1:50.414","36:07.433","Green","Track","3.294","9.319","12.603","3.853","0.496","15.088","22.713","14.774","18.593","6.248","3.433","165.643"
"08","LB Cup","Mel Johnson","17","1:51.554","36:13.739","Green","Track","3.364","9.378","12.691","3.899","0.501","15.271","23.012","14.880","18.876","6.240","3.442","163.990"
"7","Am","Sheena Monk","17","1:54.786","36:22.719","Green","Track","3.279","9.497","13.012","3.941","0.503","15.782","24.019","15.141","19.457","6.649","3.506","163.338"
"69","ProAm","William Hubbell","17","1:56.220","36:28.692","Green","Track","3.377","9.689","13.113","3.938","0.503","16.195","24.379","15.434","19.659","6.460","3.473","163.338"
"3","LB Cup","Randy Sellari","17","1:55.803","36:32.794","Green","Track","3.322","9.520","13.070","3.946","0.505","15.938","24.620","15.234","19.593","6.547","3.508","162.691"
"88","LB Cup","Jeffrey Cheng","16","1:56.114","36:34.653","Green","Track","3.398","9.795","13.181","3.939","0.506","15.930","24.384","15.262","19.564","6.621","3.534","162.370"
"43","LB Cup","Ashton Harrison","17","1:50.486","36:38.339","Green","Track","3.269","9.126","12.534","3.837","0.493","14.768","23.152","15.007","18.760","6.105","3.435","166.651"
"24","LB Cup","Ron Atapattu","17","1:56.088","36:39.850","Green","Track","3.315","9.589","13.799","4.007","0.510","16.030","23.722","15.155","20.055","6.438","3.468","161.096"
"36","LB Cup","Matt Dicken","17","1:55.634","36:48.100","Green","Track","3.339","9.424","13.195","3.975","0.507","15.850","24.236","15.097","19.815","6.657","3.539","162.049"
"29","Pro","Richy Antinucci","18","1:47.025","37:11.142","Green","Track","3.206","9.011","12.240","3.780","0.485","14.293","22.148","14.406","18.116","5.978","3.362","169.400"
"27","Pro","Paolo Ruberti","18","1:46.807","37:13.929","Green","Track","3.214","8.924","12.250","3.793","0.488","14.289","22.086","14.423","18.028","5.949","3.363","168.359"
"1","Pro","Andrea Amici","18","1:47.032","37:14.786","Green","Track","3.203","8.963","12.208","3.752","0.481","14.374","22.302","14.386","18.050","5.955","3.358","170.809"
"46","Pro","Conor Daly","18","1:47.061","37:15.327","Green","Track","3.211","8.886","12.195","3.760","0.484","14.289","22.358","14.536","17.966","6.003","3.373","169.750"
"09","ProAm","Jacob Eidson","18","1:47.716","37:28.392","Green","Track","3.235","9.014","12.227","3.793","0.488","14.611","22.350","14.422","18.138","6.047","3.391","168.359"
"6","Am","Steven Aghakhani","18","1:49.032","37:33.251","Green","Track","3.206","9.059","12.451","3.787","0.486","14.708","22.865","14.545","18.420","6.128","3.377","169.052"
"34","Pro","Patrick Liddy","18","1:49.087","37:35.387","Green","Track","3.228","9.160","12.266","3.782","0.487","14.677","22.802","14.477","18.634","6.169","3.405","168.704"
"33","Am","Cameron Cassels","18","1:49.366","37:41.199","Green","Track","3.249","9.160","12.297","3.793","0.487","14.851","22.866","14.655","18.458","6.149","3.401","168.704"
"22","ProAm","Ryan Hardwick","18","1:48.881","37:47.569","Green","Track","3.271","9.160","12.276","3.783","0.485","14.530","22.684","14.555","18.374","6.323","3.440","169.400"
