"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"3","GTLM","Antonio Garcia","17","1:19.446","29:51.393","Green","Track","0.627","6.980","3.043","4.263","11.220","7.838","5.828","4.328","11.863","16.360","1.711","5.385","131.579"
"912","GTLM","Laurens Vanthoor","14","1:19.527","29:54.554","Green","Track","0.630","6.941","3.104","4.208","11.183","7.913","5.877","4.247","11.911","16.473","1.679","5.361","130.952"
"31","DPi","Felipe Nasr","15","1:13.637","30:01.775","Green","Track","0.577","6.409","2.769","3.949","10.548","7.176","5.342","4.061","10.917","15.328","1.609","4.952","142.981"
"6","DPi","Juan Pablo Montoya","14","1:14.922","30:18.826","Green","Track","0.569","6.368","2.775","4.047","10.970","7.448","5.438","4.017","11.097","15.635","1.635","4.923","144.991"
"77","DPi","Oliver Jarvis","14","1:13.861","30:23.259","Green","Track","0.568","6.393","2.623","3.915","10.654","7.417","5.428","3.959","10.974","15.343","1.658","4.929","145.246"
"25","GTLM","Tom Blomqvist","15","1:19.665","30:33.727","Green","Track","0.639","7.074","2.959","4.220","11.219","7.791","5.786","4.361","11.941","16.464","1.735","5.476","129.108"
"50","DPi","Kyle Kaiser","14","1:14.068","30:35.668","Green","Track","0.578","6.468","2.789","3.909","10.594","7.357","5.531","3.962","10.906","15.457","1.587","4.930","142.734"
"10","DPi","Renger Van Der Zande","7","16:24.965","30:54.220","Green","Track","0.000","0.000","0.000","0.000","13.694","9.319","6.946","4.262","11.897","17.698","1.605","4.948","0.000"
"54","DPi","Jonathan Bennett","19","1:30.004","30:57.535","Green","Pit","0.561","6.234","3.043","4.371","11.226","7.623","5.716","4.054","11.320","16.915","4.028","14.913","147.059"
"84","DPi","Simon Trummer","17","1:15.280","31:00.306","Green","Track","0.582","6.496","2.815","4.095","10.858","7.411","5.481","4.124","11.209","15.668","1.583","4.958","141.753"
"7","DPi","Helio Castroneves","15","1:26.960","31:01.555","Green","Pit","0.573","6.397","2.722","3.886","10.737","7.559","5.376","3.989","11.198","16.103","3.504","14.916","143.979"
"911","GTLM","Patrick Pilet","17","1:20.249","31:10.337","Green","Track","0.629","6.973","3.034","4.228","11.277","7.995","5.813","4.348","12.042","16.855","1.684","5.371","131.161"
"3","GTLM","Antonio Garcia","18","1:19.583","31:10.976","Green","Track","0.626","6.967","2.991","4.219","11.199","7.879","5.789","4.327","11.893","16.628","1.695","5.370","131.789"
"912","GTLM","Laurens Vanthoor","15","1:18.920","31:13.474","Green","Track","0.628","6.939","3.080","4.190","11.053","7.777","5.812","4.269","11.896","16.244","1.675","5.357","131.369"
"31","DPi","Felipe Nasr","16","1:13.042","31:14.817","Green","Track","0.577","6.417","2.626","3.886","10.499","7.196","5.291","3.988","10.920","15.090","1.615","4.937","142.981"
"24","GTLM","Jesse Krohn","15","4:14.107","31:25.425","Green","Track","0.000","0.000","0.000","0.000","11.902","8.061","6.174","4.322","12.064","17.019","1.721","5.427","0.000"
"6","DPi","Juan Pablo Montoya","15","1:14.199","31:33.025","Green","Track","0.570","6.378","2.708","4.003","10.601","7.350","5.422","4.005","11.083","15.528","1.637","4.914","144.737"
"77","DPi","Oliver Jarvis","15","1:14.078","31:37.337","Green","Track","0.570","6.400","2.622","3.942","10.637","7.462","5.385","3.926","10.962","15.576","1.665","4.931","144.737"
"50","DPi","Kyle Kaiser","15","1:15.646","31:51.314","Green","Track","0.575","6.443","2.862","3.995","11.101","7.680","5.779","4.053","11.007","15.583","1.613","4.955","143.478"
"25","GTLM","Tom Blomqvist","16","1:21.917","31:55.644","Green","Track","0.640","7.097","3.066","4.392","11.430","7.889","6.461","4.505","12.192","16.986","1.756","5.503","128.906"
"4","GTLM","Tommy Milner","12","12:14.123","31:59.652","Green","Track","0.000","0.000","0.000","0.000","12.470","8.701","6.188","4.527","12.227","17.028","1.697","5.390","0.000"
"10","DPi","Renger Van Der Zande","8","1:18.789","32:13.009","Green","Track","0.580","6.465","3.201","4.731","11.934","7.557","5.834","4.062","11.494","16.433","1.576","4.922","142.241"
"84","DPi","Simon Trummer","18","1:15.069","32:15.375","Green","Track","0.583","6.491","2.720","3.924","10.679","7.377","5.433","4.156","11.173","15.995","1.587","4.951","141.509"
"911","GTLM","Patrick Pilet","18","1:19.913","32:30.250","Green","Track","0.628","6.954","3.028","4.276","11.215","7.973","5.861","4.323","11.907","16.707","1.679","5.362","131.369"
"85","DPi","Tristan Vautier","14","6:57.309","32:31.205","Green","Track","0.000","0.000","0.000","0.000","14.087","8.919","6.918","4.821","13.006","19.960","3.063","11.321","0.000"
"912","GTLM","Laurens Vanthoor","16","1:19.704","32:33.178","Green","Track","0.627","6.921","3.040","4.215","11.067","7.699","6.101","4.323","11.957","16.709","1.682","5.363","131.579"
"3","GTLM","Antonio Garcia","19","1:26.118","32:37.094","Green","Track","0.624","6.946","3.041","4.281","11.276","8.985","6.544","6.240","13.543","17.521","1.723","5.394","132.212"
"24","GTLM","Jesse Krohn","16","1:19.712","32:45.137","Green","Track","0.633","7.061","3.106","4.297","11.141","7.830","5.863","4.299","11.889","16.424","1.720","5.449","130.332"
"31","DPi","Felipe Nasr","17","1:31.689","32:46.506","Green","Pit","0.577","6.389","2.957","4.163","11.361","7.551","5.872","4.206","11.900","17.166","4.259","15.288","142.981"
"6","DPi","Juan Pablo Montoya","16","1:14.054","32:47.079","Green","Track","0.567","6.365","2.658","3.937","10.592","7.466","5.331","4.022","11.017","15.529","1.652","4.918","145.503"
"77","DPi","Oliver Jarvis","16","1:17.561","32:54.898","Green","Track","0.568","6.379","2.607","3.844","10.565","7.497","5.351","3.922","11.420","18.833","1.651","4.924","145.246"
"55","DPi","Jonathan Bomarito","12","9:42.103","33:03.743","Green","Track","0.000","0.000","0.000","0.000","12.955","8.491","6.906","4.441","11.875","18.036","1.653","4.863","0.000"
"50","DPi","Kyle Kaiser","16","1:15.026","33:06.340","Green","Track","0.577","6.469","2.728","3.910","10.648","7.349","5.619","4.029","11.553","15.563","1.622","4.959","142.981"
"25","GTLM","Tom Blomqvist","17","1:19.988","33:15.632","Green","Track","0.642","7.107","2.980","4.286","11.244","7.862","5.831","4.379","12.034","16.384","1.744","5.495","128.505"
"4","GTLM","Tommy Milner","13","1:18.953","33:18.605","Green","Track","0.627","6.977","2.997","4.217","11.113","7.840","5.720","4.297","11.802","16.238","1.727","5.398","131.579"
"84","DPi","Simon Trummer","19","1:14.200","33:29.575","Green","Track","0.581","6.472","2.725","4.000","10.644","7.259","5.298","4.047","11.198","15.408","1.604","4.964","141.997"
"10","DPi","Renger Van Der Zande","9","1:19.862","33:32.871","Green","Track","0.576","6.438","2.862","4.162","11.011","7.445","5.671","4.063","14.554","16.596","1.571","4.913","143.229"
"5","DPi","Filipe Albuquerque","21","5:54.705","33:44.009","Green","Track","0.000","0.000","0.000","0.000","12.090","7.905","6.014","4.220","11.797","16.285","1.587","4.953","0.000"
"911","GTLM","Patrick Pilet","19","1:19.466","33:49.716","Green","Track","0.628","6.961","3.023","4.226","11.161","7.869","5.711","4.380","11.853","16.598","1.690","5.366","131.369"
"85","DPi","Tristan Vautier","15","1:25.141","33:56.346","Green","Track","1.251","9.309","3.726","4.414","11.545","7.738","5.877","4.180","13.776","16.807","1.581","4.937","65.947"
"6","DPi","Juan Pablo Montoya","17","1:18.181","34:05.260","Green","Track","0.567","6.330","2.683","4.164","11.085","7.509","5.822","4.182","12.875","16.378","1.654","4.932","145.503"
"24","GTLM","Jesse Krohn","17","1:21.891","34:07.028","Green","Track","0.636","7.036","3.162","4.322","11.085","7.769","6.451","4.360","13.294","16.549","1.750","5.477","129.717"
"3","GTLM","Antonio Garcia","20","1:37.756","34:14.850","Green","Pit","0.626","6.967","3.133","4.367","11.486","8.016","6.001","4.388","14.319","18.256","5.201","14.996","131.789"
"55","DPi","Jonathan Bomarito","13","1:20.581","34:24.324","Green","Track","0.572","6.372","3.533","4.436","11.565","7.709","6.114","4.287","12.524","16.951","1.652","4.866","144.231"
"50","DPi","Kyle Kaiser","17","1:18.585","34:24.925","Green","Track","0.577","6.471","2.820","3.910","10.920","7.489","6.128","4.321","12.994","16.405","1.606","4.944","142.981"
"77","DPi","Oliver Jarvis","17","1:32.726","34:27.624","Green","Pit","0.568","6.382","2.611","3.879","10.750","7.519","6.679","4.203","13.220","18.177","3.918","14.820","145.246"
"25","GTLM","Tom Blomqvist","18","1:22.016","34:37.648","Green","Track","0.641","7.127","2.988","4.313","11.246","7.854","5.855","4.510","13.299","16.864","1.764","5.555","128.705"
"4","GTLM","Tommy Milner","14","1:21.801","34:40.406","Green","Track","0.627","6.968","2.895","4.163","11.979","8.157","5.910","4.427","12.421","17.171","1.704","5.379","131.579"
"84","DPi","Simon Trummer","20","1:20.758","34:50.333","Green","Track","0.582","6.485","2.714","3.952","10.560","7.198","5.301","4.587","14.477","18.411","1.559","4.932","141.753"
"10","DPi","Renger Van Der Zande","10","1:20.053","34:52.924","Green","Track","0.577","6.440","2.736","4.199","10.882","7.370","5.616","4.025","15.168","16.550","1.572","4.918","142.981"
"5","DPi","Filipe Albuquerque","22","1:17.692","35:01.701","Green","Track","0.581","6.466","2.758","4.029","10.622","7.246","5.363","4.530","12.482","17.096","1.583","4.936","141.997"
"911","GTLM","Patrick Pilet","20","1:19.265","35:08.981","Green","Track","0.627","6.971","2.947","4.158","11.073","7.875","5.766","4.335","11.891","16.490","1.731","5.401","131.579"
"912","GTLM","Laurens Vanthoor","17","2:40.505","35:13.683","Green","Pit","0.626","6.994","3.068","4.258","11.154","7.785","5.822","4.230","78.005","19.386","4.074","15.103","131.789"
"85","DPi","Tristan Vautier","16","1:18.085","35:14.431","Green","Track","0.578","6.469","3.082","4.331","11.213","7.571","5.930","4.070","11.534","16.518","1.744","5.045","142.734"
"6","DPi","Juan Pablo Montoya","18","1:14.274","35:19.534","Green","Track","0.572","6.384","2.638","3.961","10.665","7.433","5.373","4.045","11.099","15.522","1.647","4.935","144.231"
"24","GTLM","Jesse Krohn","18","1:19.855","35:26.883","Green","Track","0.639","7.073","3.042","4.333","11.098","7.821","5.832","4.353","12.109","16.330","1.757","5.468","129.108"
"67","GTLM","Ryan Briscoe","12","7:34.691","35:37.743","Green","Track","0.000","0.000","0.000","0.000","12.286","8.270","6.206","4.429","12.111","16.997","1.719","5.469","0.000"
"55","DPi","Jonathan Bomarito","14","1:16.911","35:41.235","Green","Track","0.569","6.334","3.144","4.412","11.210","7.683","5.763","3.987","11.205","16.079","1.641","4.884","144.991"
"50","DPi","Kyle Kaiser","18","1:16.934","35:41.859","Green","Track","0.576","6.425","3.005","4.163","11.402","7.594","5.894","4.080","11.185","16.050","1.614","4.946","143.229"
"25","GTLM","Tom Blomqvist","19","1:20.172","35:57.820","Green","Track","0.646","7.169","2.955","4.364","11.192","7.869","5.774","4.413","12.161","16.298","1.767","5.564","127.709"
"4","GTLM","Tommy Milner","15","1:19.272","35:59.678","Green","Track","0.626","6.949","2.982","4.220","11.188","7.851","5.762","4.374","11.887","16.316","1.724","5.393","131.789"
"84","DPi","Simon Trummer","21","1:14.086","36:04.419","Green","Track","0.580","6.465","2.733","3.972","10.649","7.258","5.304","4.162","10.949","15.479","1.590","4.945","142.241"
"10","DPi","Renger Van Der Zande","11","1:15.343","36:08.267","Green","Track","0.575","6.411","2.766","4.154","10.799","7.376","5.659","3.957","11.207","15.952","1.568","4.919","143.478"
"5","DPi","Filipe Albuquerque","23","1:13.720","36:15.421","Green","Track","0.580","6.450","2.714","4.025","10.561","7.262","5.402","3.973","10.958","15.247","1.602","4.946","142.241"
"85","DPi","Tristan Vautier","17","1:16.465","36:30.896","Green","Track","0.583","6.480","3.070","4.320","10.963","7.345","6.082","3.992","11.074","16.030","1.585","4.941","141.509"
"6","DPi","Juan Pablo Montoya","19","1:13.437","36:32.971","Green","Track","0.569","6.371","2.587","3.924","10.472","7.392","5.279","4.026","10.957","15.306","1.644","4.910","144.991"
"911","GTLM","Patrick Pilet","21","1:31.679","36:40.660","Green","Pit","0.629","6.967","3.031","4.259","11.151","7.859","5.742","4.317","12.011","17.053","3.553","15.107","131.161"
"24","GTLM","Jesse Krohn","19","1:19.005","36:45.888","Green","Track","0.639","7.061","2.966","4.147","11.099","7.744","5.724","4.335","11.870","16.278","1.714","5.428","129.108"
"55","DPi","Jonathan Bomarito","15","1:15.313","36:56.548","Green","Track","0.565","6.307","2.980","4.127","10.910","7.554","5.536","3.960","10.989","15.884","1.626","4.875","146.018"
"67","GTLM","Ryan Briscoe","13","1:20.243","36:57.986","Green","Track","0.637","7.089","3.034","4.387","11.240","7.827","5.845","4.370","11.984","16.694","1.699","5.437","129.513"
"50","DPi","Kyle Kaiser","19","1:16.308","36:58.167","Green","Track","0.576","6.403","2.910","4.030","10.857","7.505","5.816","4.141","11.213","16.303","1.614","4.940","143.229"
"54","DPi","Colin Braun","20","6:11.196","37:08.731","Green","Track","0.000","0.000","0.000","0.000","13.452","8.790","6.625","4.444","12.187","18.054","1.663","4.897","0.000"
"25","GTLM","Tom Blomqvist","20","1:19.931","37:17.751","Green","Track","0.647","7.154","2.983","4.260","11.158","7.874","5.772","4.437","12.053","16.234","1.789","5.570","127.512"
"4","GTLM","Tommy Milner","16","1:19.803","37:19.481","Green","Track","0.626","6.961","2.996","4.225","11.205","8.131","5.754","4.352","11.939","16.516","1.717","5.381","131.789"
"84","DPi","Simon Trummer","22","1:15.234","37:19.653","Green","Track","0.579","6.457","2.742","3.944","10.605","7.327","5.431","4.139","11.112","16.405","1.573","4.920","142.487"
"10","DPi","Renger Van Der Zande","12","1:14.830","37:23.097","Green","Track","0.576","6.420","2.705","4.047","10.668","7.312","5.593","3.966","11.231","15.827","1.568","4.917","143.229"
"5","DPi","Filipe Albuquerque","24","1:16.465","37:31.886","Green","Track","0.579","6.459","2.666","4.693","11.089","7.365","5.674","4.047","11.189","16.198","1.575","4.931","142.487"
"31","DPi","Pipo Derani","18","4:50.747","37:37.253","Green","Track","0.000","0.000","0.000","0.000","14.137","9.145","6.443","4.168","11.971","17.714","1.635","4.974","0.000"
"85","DPi","Tristan Vautier","18","1:17.917","37:48.813","Green","Track","0.578","6.476","2.932","4.313","11.136","7.300","5.927","5.240","11.314","16.132","1.608","4.961","142.734"
"6","DPi","Juan Pablo Montoya","20","1:26.212","37:59.183","Green","Pit","0.568","6.352","2.585","3.998","10.675","7.394","5.529","3.998","11.021","15.638","3.412","15.042","145.246"
"66","GTLM","Sebastien Bourdais","10","11:51.978","37:59.617","Green","Track","0.000","0.000","0.000","0.000","15.679","9.102","7.249","4.970","12.971","18.729","1.769","5.518","0.000"
"24","GTLM","Jesse Krohn","20","1:19.111","38:04.999","Green","Track","0.636","7.039","2.931","4.242","11.085","7.771","5.734","4.390","11.912","16.180","1.731","5.460","129.717"
"55","DPi","Jonathan Bomarito","16","1:14.721","38:11.269","Green","Track","0.563","6.325","2.854","4.078","10.778","7.527","5.542","3.955","11.015","15.532","1.660","4.892","146.536"
"50","DPi","Kyle Kaiser","20","1:14.541","38:12.708","Green","Track","0.574","6.409","2.795","3.982","10.685","7.369","5.580","4.006","11.032","15.564","1.607","0.000","143.728"
"67","GTLM","Ryan Briscoe","14","1:19.212","38:17.198","Green","Track","0.632","7.076","3.064","4.367","11.096","7.747","5.760","4.372","11.831","16.131","1.700","5.436","130.538"
"54","DPi","Colin Braun","21","1:17.391","38:26.122","Green","Track","0.563","6.266","3.201","4.429","11.299","7.724","5.763","4.115","11.348","16.276","1.577","4.830","146.536"
"84","DPi","Simon Trummer","23","1:15.033","38:34.686","Green","Track","0.576","6.516","2.726","4.041","10.884","7.546","5.578","4.095","11.113","15.447","1.577","4.934","143.229"
"10","DPi","Renger Van Der Zande","13","1:16.109","38:39.206","Green","Track","0.575","6.393","2.702","4.114","10.635","7.286","5.754","4.221","11.463","16.474","1.572","4.920","143.478"
"4","GTLM","Tommy Milner","17","1:21.424","38:40.905","Green","Track","0.624","6.941","3.126","4.298","11.287","8.249","5.964","4.365","12.325","17.149","1.712","5.384","132.212"
"5","DPi","Filipe Albuquerque","25","1:17.836","38:49.722","Green","Track","0.580","6.450","2.712","4.070","11.804","7.627","5.665","4.086","11.436","16.904","1.570","4.932","142.241"
"77","DPi","Tristan Nunez","18","4:24.734","38:52.358","Green","Track","0.000","0.000","0.000","0.000","13.795","8.172","6.279","4.478","11.604","17.007","1.658","4.939","0.000"
"31","DPi","Pipo Derani","19","1:16.658","38:53.911","Green","Track","0.581","6.470","3.056","4.233","10.909","7.552","5.983","3.950","11.186","16.182","1.603","4.953","141.997"
"25","GTLM","Tom Blomqvist","21","1:36.659","38:54.410","Green","Pit","0.647","7.157","2.917","4.306","11.257","7.839","6.137","4.508","14.160","18.853","3.792","15.086","127.512"
"85","DPi","Misha Goikhberg","19","1:15.219","39:04.032","Green","Track","0.580","6.487","2.910","4.121","10.802","7.353","5.666","3.958","11.080","15.758","1.569","4.935","142.241"
"66","GTLM","Sebastien Bourdais","11","1:23.622","39:23.239","Green","Track","0.641","7.108","3.383","4.523","11.842","8.407","6.233","4.482","12.394","17.391","1.742","5.476","128.705"
"55","DPi","Jonathan Bomarito","17","1:14.524","39:25.793","Green","Track","0.564","6.309","2.773","4.080","10.792","7.520","5.417","3.974","10.979","15.552","1.661","4.903","146.277"
"50","DPi","Kyle Kaiser","21","1:14.243","39:26.951","Green","Track","0.576","6.435","2.818","3.890","10.586","7.349","5.479","4.052","11.015","15.490","1.610","4.943","143.229"
"67","GTLM","Ryan Briscoe","15","1:18.927","39:36.125","Green","Track","0.634","7.072","2.954","4.269","11.090","7.733","5.758","4.317","11.883","16.082","1.700","5.435","130.126"
"24","GTLM","Jesse Krohn","21","1:32.196","39:37.195","Green","Pit","0.637","7.066","3.107","4.201","11.050","7.900","5.860","4.390","12.100","16.453","4.339","15.093","129.513"
"7","DPi","Helio Castroneves","16","8:38.373","39:39.928","Green","Track","0.000","0.000","0.000","0.000","12.283","7.845","5.917","4.016","13.692","15.953","1.643","4.917","0.000"
"54","DPi","Colin Braun","22","1:15.555","39:41.677","Green","Track","0.560","6.257","3.000","4.201","10.921","7.575","5.597","3.928","11.197","15.938","1.567","4.814","147.321"
"84","DPi","Simon Trummer","24","1:13.932","39:48.618","Green","Track","0.579","6.466","2.689","3.897","10.654","7.217","5.361","4.027","11.138","15.382","1.583","4.939","142.487"
"4","GTLM","Tommy Milner","18","1:19.079","39:59.984","Green","Track","0.626","6.955","2.919","4.227","11.176","7.788","5.732","4.349","11.842","16.319","1.738","5.408","131.789"
"5","DPi","Filipe Albuquerque","26","1:13.938","40:03.660","Green","Track","0.580","6.444","2.745","4.062","10.575","7.273","5.511","3.958","11.028","15.190","1.614","4.958","142.241"
"10","DPi","Renger Van Der Zande","14","1:27.229","40:06.435","Green","Pit","0.577","6.420","2.774","4.119","10.661","7.283","5.603","3.931","11.227","16.421","3.294","14.919","142.981"
"77","DPi","Tristan Nunez","19","1:16.159","40:08.517","Green","Track","0.570","6.366","3.047","4.223","11.212","7.370","5.589","4.113","11.138","16.002","1.631","4.898","144.737"
"31","DPi","Pipo Derani","20","1:20.644","40:14.555","Green","Track","0.580","6.434","2.787","4.040","10.599","7.448","5.650","4.032","12.431","20.068","1.617","4.958","142.241"
"85","DPi","Misha Goikhberg","20","1:14.706","40:18.738","Green","Track","0.579","6.468","2.850","4.160","10.716","7.233","5.650","3.960","10.925","15.628","1.587","4.950","142.487"
"55","DPi","Jonathan Bomarito","18","1:14.398","40:40.191","Green","Track","0.565","6.308","2.785","4.083","10.826","7.513","5.466","3.968","10.993","15.379","1.635","4.877","146.018"
"66","GTLM","Sebastien Bourdais","12","1:23.070","40:46.309","Green","Track","0.638","7.076","3.020","4.329","11.405","8.014","6.828","4.834","12.336","17.379","1.745","5.466","129.310"
"50","DPi","Kyle Kaiser","22","1:28.011","40:54.962","Green","Pit","0.575","6.435","2.749","3.903","10.656","7.391","6.242","4.043","11.504","15.782","3.680","15.051","143.478"
"7","DPi","Helio Castroneves","17","1:15.608","40:55.536","Green","Track","0.568","6.345","2.777","4.037","11.498","7.522","6.002","3.939","11.044","15.259","1.672","4.945","145.246"
"54","DPi","Colin Braun","23","1:17.644","40:59.321","Green","Track","0.560","6.248","2.814","4.165","10.875","7.474","5.591","4.088","11.605","17.812","1.575","4.837","147.321"
"84","DPi","Simon Trummer","25","1:13.963","41:02.581","Green","Track","0.579","6.465","2.660","3.897","10.595","7.271","5.349","4.063","11.109","15.429","1.595","4.951","142.487"
"67","GTLM","Ryan Briscoe","16","1:36.390","41:12.515","Green","Pit","0.634","7.063","2.853","6.008","11.464","8.148","6.106","4.740","12.484","18.122","3.705","15.063","130.126"
"4","GTLM","Tommy Milner","19","1:19.298","41:19.282","Green","Track","0.628","6.977","2.938","4.181","11.204","7.895","5.701","4.384","11.873","16.416","1.717","5.384","131.369"
"77","DPi","Tristan Nunez","20","1:14.813","41:23.330","Green","Track","0.568","6.367","2.707","4.041","10.826","7.370","5.502","4.007","11.009","15.775","1.694","4.947","145.246"
"31","DPi","Pipo Derani","21","1:14.875","41:29.430","Green","Track","0.580","6.461","2.744","3.951","10.471","7.339","5.557","4.011","11.027","16.093","1.644","4.997","142.241"
"5","DPi","Filipe Albuquerque","27","1:28.599","41:32.259","Green","Pit","0.579","6.441","2.751","4.035","10.719","7.497","5.622","4.010","11.188","16.579","3.938","15.240","142.487"
"85","DPi","Misha Goikhberg","21","1:14.105","41:32.843","Green","Track","0.579","6.468","2.815","4.132","10.536","7.199","5.493","3.937","10.847","15.574","1.583","4.942","142.487"
"912","GTLM","Laurens Vanthoor","18","6:30.436","41:44.119","Green","Track","0.000","0.000","0.000","0.000","13.245","8.647","6.558","4.346","12.485","17.139","1.674","5.372","0.000"
"55","DPi","Jonathan Bomarito","19","1:28.401","42:08.592","Green","Pit","0.564","6.327","2.979","4.233","11.076","7.573","5.495","3.958","11.104","16.721","3.387","14.984","146.277"
"7","DPi","Helio Castroneves","18","1:13.450","42:08.986","Green","Track","0.569","6.368","2.756","3.970","10.518","7.196","5.330","3.972","10.911","15.273","1.655","4.932","144.991"
"54","DPi","Colin Braun","24","1:14.657","42:13.978","Green","Track","0.561","6.258","2.918","4.191","10.708","7.416","5.494","3.966","10.966","15.737","1.584","4.858","147.059"
"3","GTLM","Antonio Garcia","21","8:11.430","42:26.280","Green","Track","0.000","0.000","0.000","0.000","14.365","8.356","6.062","4.465","12.121","16.735","1.687","5.370","0.000"
"84","DPi","Simon Trummer","26","1:30.780","42:33.361","Green","Pit","0.580","6.465","2.776","4.703","11.776","7.806","5.853","4.121","11.454","16.589","3.730","14.927","142.241"
"77","DPi","Tristan Nunez","21","1:14.844","42:38.174","Green","Track","0.571","6.382","2.742","4.054","10.814","7.472","5.406","4.017","11.052","15.725","1.663","4.946","144.483"
"31","DPi","Pipo Derani","22","1:16.564","42:45.994","Green","Track","0.583","6.471","2.644","4.365","10.877","7.547","5.698","3.991","11.061","16.750","1.618","4.959","141.509"
"85","DPi","Misha Goikhberg","22","1:14.753","42:47.596","Green","Track","0.578","6.451","2.726","4.006","10.841","7.236","5.564","4.037","11.176","15.600","1.599","4.939","142.734"
"66","GTLM","Sebastien Bourdais","13","2:04.044","42:50.353","Green","Track","0.636","7.068","3.019","43.660","12.653","9.041","6.469","4.548","12.395","17.363","1.735","5.457","129.717"
"4","GTLM","Tommy Milner","20","1:32.980","42:52.262","Green","Pit","0.625","6.966","3.257","4.297","11.239","8.025","5.875","4.368","12.251","17.311","3.772","14.994","132.000"
"912","GTLM","Laurens Vanthoor","19","1:20.249","43:04.368","Green","Track","0.631","6.967","3.155","4.373","11.328","7.982","5.958","4.250","11.984","16.587","1.669","5.365","130.745"
"7","DPi","Helio Castroneves","19","1:13.584","43:22.570","Green","Track","0.570","6.389","2.745","3.988","10.633","7.296","5.296","3.960","10.903","15.183","1.678","4.943","144.737"
"54","DPi","Colin Braun","25","1:14.249","43:28.227","Green","Track","0.563","6.273","2.864","4.117","10.645","7.329","5.467","4.020","10.992","15.575","1.575","4.829","146.536"
"3","GTLM","Antonio Garcia","22","1:19.136","43:45.416","Green","Track","0.628","6.999","3.030","4.267","11.173","7.798","5.729","4.359","11.901","16.177","1.697","5.378","131.369"
"77","DPi","Tristan Nunez","22","1:13.670","43:51.844","Green","Track","0.571","6.388","2.699","3.938","10.737","7.276","5.320","4.025","10.932","15.229","1.645","4.910","144.483"
"31","DPi","Pipo Derani","23","1:14.006","44:00.000","Green","Track","0.580","6.458","2.728","3.966","10.548","7.292","5.514","3.975","10.963","15.388","1.623","4.971","142.241"
"85","DPi","Misha Goikhberg","23","1:13.603","44:01.199","Green","Track","0.578","6.452","2.743","3.924","10.588","7.179","5.518","4.026","10.845","15.239","1.581","4.930","142.734"
"66","GTLM","Sebastien Bourdais","14","1:22.010","44:12.363","Green","Track","0.636","7.065","3.415","4.584","11.515","7.964","6.311","4.416","12.059","16.848","1.737","5.460","129.717"
"6","DPi","Dane Cameron","21","6:13.942","44:13.125","Green","Track","0.000","0.000","0.000","0.000","12.499","7.947","6.189","4.091","11.297","17.268","1.651","4.915","0.000"
"911","GTLM","Patrick Pilet","22","7:37.058","44:17.718","Green","Track","0.000","0.000","0.000","0.000","12.067","8.352","6.526","4.343","12.173","17.483","1.673","5.376","0.000"
"912","GTLM","Laurens Vanthoor","20","1:19.281","44:23.649","Green","Track","0.630","6.964","3.051","4.198","11.089","7.808","5.835","4.278","11.971","16.374","1.699","5.384","130.952"
"7","DPi","Helio Castroneves","20","1:14.135","44:36.705","Green","Track","0.571","6.383","2.643","3.852","10.515","7.221","5.260","4.060","10.911","16.132","1.663","4.924","144.483"
"50","DPi","Will Owen","23","3:42.973","44:37.935","Green","Track","0.000","0.000","0.000","0.000","13.622","8.697","6.621","4.296","12.288","19.026","1.611","4.942","0.000"
"54","DPi","Colin Braun","26","1:14.476","44:42.703","Green","Track","0.559","6.265","2.777","4.095","10.725","7.453","5.505","3.929","10.977","15.750","1.595","0.000","147.585"
"3","GTLM","Antonio Garcia","23","1:19.111","45:04.527","Green","Track","0.629","6.998","2.958","4.246","11.186","7.780","5.765","4.344","11.861","16.255","1.709","5.380","131.161"
"77","DPi","Tristan Nunez","23","1:14.459","45:06.303","Green","Track","0.569","6.380","2.579","3.983","10.790","7.424","5.440","4.090","11.036","15.595","1.655","4.918","144.991"
"31","DPi","Pipo Derani","24","1:17.293","45:17.293","Green","Track","0.581","6.455","2.638","3.939","12.182","7.456","5.596","3.922","11.115","16.786","1.641","4.982","141.997"
"85","DPi","Misha Goikhberg","24","1:16.473","45:17.672","Green","Track","0.577","6.450","2.779","4.048","11.198","7.375","5.588","3.991","11.126","16.811","1.598","4.932","142.981"
"5","DPi","Joao Barbosa","28","3:50.989","45:23.248","Green","Track","0.000","0.000","0.000","0.000","14.652","8.186","6.373","4.115","12.039","18.055","1.639","4.981","0.000"
"24","GTLM","Jesse Krohn","22","5:48.328","45:25.523","Green","Track","0.000","0.000","0.000","0.000","11.618","8.037","6.000","4.354","12.162","17.673","1.945","5.670","0.000"
"6","DPi","Dane Cameron","22","1:16.513","45:29.638","Green","Track","0.566","6.379","3.225","4.397","11.140","7.518","5.742","3.995","11.135","15.950","1.596","4.870","145.760"
"66","GTLM","Sebastien Bourdais","15","1:22.127","45:34.490","Green","Track","0.636","7.100","3.445","4.635","11.650","8.032","6.163","4.410","12.106","16.765","1.730","5.455","129.717"
"911","GTLM","Patrick Pilet","23","1:19.652","45:37.370","Green","Track","0.631","6.970","3.084","4.224","11.110","7.926","5.823","4.268","11.882","16.649","1.697","5.388","130.745"
