"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"81","LMP2","Henrik Hedman","3","1:50.824","8:58.231","Green","Track","11.968","15.639","10.129","21.611","7.151","5.843","5.797","10.861","6.905","6.289","5.174","0.465","2.992","175.953"
"57","GTD","Christina Nielsen","4","1:57.256","8:58.417","Green","Track","12.126","14.850","10.706","22.888","8.065","7.438","6.770","12.019","7.372","6.329","5.214","0.472","3.007","173.344"
"38","LMP2","Kyle Masson","5","1:41.204","9:00.309","Green","Track","11.174","13.814","8.748","18.816","6.999","5.783","5.497","10.016","6.544","5.777","4.819","0.435","2.782","188.088"
"29","GTD","Daniel Morad","4","1:56.295","9:00.391","Green","Track","11.340","14.448","9.808","20.512","8.456","8.630","8.713","11.867","7.308","6.415","5.294","0.474","3.030","172.612"
"47","GTD","Don Yount","4","1:50.999","9:02.578","Green","Track","11.674","14.611","9.865","20.964","8.050","6.508","6.027","10.622","7.328","6.437","5.348","0.482","3.083","169.747"
"10","DPi","Jordan Taylor","3","1:39.688","9:05.999","Green","Track","10.553","13.069","8.818","20.768","6.947","5.701","5.295","8.688","6.288","5.656","4.731","0.428","2.746","191.164"
"44","GTD","Spencer Pumpelly","4","1:48.069","9:06.798","Green","Track","11.238","14.619","9.747","19.925","7.870","6.447","5.918","9.824","7.250","6.396","5.298","0.478","3.059","171.168"
"52","LMP2","Matthew McMurry","5","1:41.138","9:10.862","Green","Track","10.666","13.599","8.829","18.921","7.019","5.940","5.797","9.620","6.676","5.843","4.915","0.446","2.867","183.449"
"11","GTD","Mirko Bortolotti","4","1:49.142","9:12.309","Green","Track","11.140","14.156","9.920","21.537","7.892","6.413","5.901","9.835","7.173","6.361","5.277","0.478","3.059","171.168"
"88","GTD","Roman DeAngelis","4","1:53.288","9:14.756","Green","Track","11.823","14.638","10.170","22.149","7.952","6.685","6.274","10.744","7.399","6.494","5.379","0.487","3.094","168.004"
"86","GTD","Justin Marks","4","1:47.461","9:16.419","Green","Track","11.095","14.423","9.667","19.935","7.804","6.403","5.912","9.988","7.133","6.331","5.259","0.474","3.037","172.612"
"85","DPi","Devlin DeFrancesco","1","9:22.881","9:22.881","Green","Track","194.918","20.563","11.229","23.460","7.432","6.658","6.316","10.554","6.691","5.939","4.920","0.443","2.875","184.691"
"911","GTLM","Frederic Makowiecki","5","1:46.276","9:27.203","Green","Track","10.963","14.134","10.335","19.975","7.731","6.242","5.709","9.636","6.910","6.129","5.107","0.461","2.944","177.480"
"12","GTD","Jeff Segal","4","1:49.409","9:29.602","Green","Track","11.270","14.389","9.950","20.328","7.823","6.690","6.194","10.391","7.189","6.363","5.291","0.477","3.054","171.527"
"63","GTD","Toni Vilander","5","1:46.387","9:33.737","Green","Track","11.022","14.046","9.609","19.755","7.776","6.320","5.863","9.763","7.075","6.287","5.260","0.490","3.121","166.976"
"55","DPi","Harry Tincknell","5","1:49.730","9:44.509","Green","Pit","9.962","12.912","8.688","18.309","6.792","5.611","5.389","9.227","6.312","5.621","7.487","0.000","0.000","0.000"
"73","GTD","Patrick Long","5","2:01.007","9:52.840","Green","Pit","11.108","14.206","10.086","20.039","7.806","6.406","5.939","9.781","7.177","6.383","8.132","0.000","0.000","0.000"
"19","GTD","Andrew Davis","2","1:52.922","10:03.272","Green","Track","12.252","14.629","10.173","21.712","8.118","6.533","6.037","10.738","7.318","6.466","5.371","0.484","3.091","169.046"
"51","GTD","Daniel Serra","5","1:46.055","10:04.413","Green","Track","11.080","13.937","9.549","19.967","7.716","6.287","5.845","9.688","7.040","6.230","5.225","0.474","3.017","172.612"
"54","DPi","Loic Duval","5","1:37.982","10:05.454","Green","Track","10.536","13.354","8.647","18.921","6.848","5.671","5.338","8.887","6.264","5.625","4.726","0.429","2.736","190.718"
"62","GTLM","Miguel Molina","5","1:44.386","10:08.911","Green","Track","10.839","13.731","9.503","19.470","7.629","6.216","5.748","9.595","6.911","6.174","5.137","0.465","2.968","175.953"
"71","GTD","Maximilian Buhk","5","1:47.269","10:09.251","Green","Track","11.147","14.083","9.712","20.085","7.738","6.354","5.951","9.908","7.114","6.332","5.315","0.480","3.050","170.455"
"25","GTLM","Philipp Eng","5","1:46.402","10:11.425","Green","Track","10.891","13.666","9.426","19.590","7.549","6.160","5.747","11.192","7.424","6.235","5.116","0.460","2.946","177.866"
"912","GTLM","Mathieu Jaminet","5","1:43.977","10:13.226","Green","Track","10.745","13.654","9.535","19.336","7.620","6.212","5.768","9.498","6.949","6.131","5.119","0.462","2.948","177.096"
"67","GTLM","Richard Westbrook","5","1:45.270","10:21.160","Green","Track","10.953","13.960","9.541","19.617","7.621","6.213","5.817","9.889","6.972","6.138","5.106","0.465","2.978","175.953"
"77","DPi","Rene Rast","6","1:37.274","10:21.799","Green","Track","10.126","13.065","8.557","18.645","6.767","5.615","5.447","9.300","6.276","5.606","4.706","0.428","2.736","191.164"
"31","DPi","Felipe Nasr","6","1:40.131","10:23.632","Green","Track","10.147","13.234","8.632","18.991","7.308","5.799","5.540","9.941","6.600","5.896","4.831","0.433","2.779","188.957"
"4","GTLM","Tommy Milner","5","1:44.931","10:23.651","Green","Track","11.022","13.783","9.536","19.602","7.626","6.252","5.812","9.564","6.952","6.189","5.147","0.467","2.979","175.200"
"66","GTLM","Dirk Mueller","5","1:44.961","10:24.463","Green","Track","10.831","13.792","9.584","19.527","7.673","6.284","5.807","9.735","6.966","6.177","5.139","0.465","2.981","175.953"
"5","DPi","Christian Fittipaldi","6","1:37.932","10:25.546","Green","Track","10.307","13.014","9.045","18.937","6.951","5.709","5.277","8.909","6.324","5.629","4.687","0.423","2.720","193.424"
"9","GTD","Dennis Olsen","5","1:53.527","10:27.787","Green","Track","11.956","14.968","10.460","20.663","8.118","7.202","6.746","10.699","7.188","6.361","5.416","0.500","3.250","163.636"
"46","GTD","Emanuele Busnelli","5","1:49.011","10:30.634","Green","Track","11.216","14.788","10.097","20.065","7.859","6.405","5.935","10.204","7.277","6.378","5.272","0.476","3.039","171.887"
"96","GTD","Jens Klingmann","5","2:00.076","10:31.091","Green","Pit","11.173","13.953","9.589","20.058","7.855","6.486","6.034","9.963","7.119","6.286","8.156","0.000","0.000","0.000"
"6","DPi","Simon Pagenaud","5","1:38.887","10:31.108","Green","Track","10.438","13.498","8.781","19.225","6.821","5.633","5.369","9.256","6.360","5.656","4.697","0.425","2.728","192.513"
"8","GTD","Ezequiel Perez Companc","5","1:48.497","10:33.381","Green","Track","11.209","14.016","9.769","20.184","7.877","6.459","6.038","10.347","7.227","6.447","5.351","0.483","3.090","169.396"
"38","LMP2","Kyle Masson","6","1:41.332","10:41.641","Green","Track","10.817","13.871","9.054","19.776","7.128","5.800","5.442","9.150","6.403","5.802","4.844","0.439","2.806","186.374"
"3","GTLM","Antonio Garcia","5","1:44.270","10:42.316","Green","Track","10.923","13.651","9.487","19.281","7.633","6.242","5.775","9.450","6.971","6.209","5.169","0.467","3.012","175.200"
