"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"5","DPi","Mike Conway","1","2:01.170","2:01.170","Green","Track","431.238","17.328","9.950","20.044","7.114","5.852","5.458","9.149","6.340","5.698","4.839","0.441","2.830","185.529"
"31","DPi","Felipe Nasr","1","2:02.717","2:02.717","Green","Track","443.559","17.715","10.622","20.934","7.134","5.826","5.640","9.777","6.364","5.683","4.821","0.439","2.803","186.374"
"10","DPi","Renger Van Der Zande","1","2:04.342","2:04.342","Green","Track","417.294","17.599","9.819","20.684","7.189","5.858","5.638","9.839","6.355","5.705","4.854","0.441","2.823","185.529"
"911","GTLM","Nick Tandy","1","2:14.123","2:14.123","Green","Track","345.915","17.659","10.725","21.420","8.010","6.497","6.007","10.225","7.068","6.246","5.277","0.478","3.059","171.168"
"912","GTLM","Mathieu Jaminet","1","2:15.092","2:15.092","Green","Track","413.699","18.513","11.280","21.871","8.030","6.602","6.619","10.626","7.156","6.313","5.263","0.477","3.048","171.527"
"52","LMP2","Gabriel Aubry","1","2:25.352","2:25.352","Green","Track","303.908","19.525","11.707","22.899","7.818","6.287","5.931","10.748","6.839","6.053","5.144","0.470","3.011","174.081"
"63","GTD","Toni Vilander","1","2:26.030","2:26.030","Green","Track","322.778","19.028","12.702","22.950","8.175","6.635","6.242","11.256","7.254","6.365","5.345","0.486","3.099","168.350"
"38","LMP2","Kris Wright","1","2:30.931","2:30.931","Green","Track","284.091","23.695","12.653","21.482","7.374","5.949","6.158","10.561","6.632","5.840","4.981","0.452","2.902","181.014"
"96","GTD","Jens Klingmann","1","2:39.928","2:39.928","Green","Pit","324.514","19.101","13.084","23.016","8.206","6.802","6.354","11.436","7.175","6.350","10.009","0.000","0.000","0.000"
"77","DPi","Timo Bernhard","1","2:43.709","2:43.709","Green","Pit","408.492","21.486","11.941","21.991","7.333","5.876","5.960","10.860","6.405","5.646","9.312","0.000","0.000","0.000"
"13","GTD","Chico Longo","1","2:55.055","2:55.055","Green","Pit","330.633","19.791","13.282","25.227","8.304","6.554","6.767","12.293","9.667","10.505","15.036","0.000","0.000","0.000"
"51","GTD","Mathias Lauda","1","2:56.486","2:56.486","Green","Track","364.140","19.027","12.032","22.479","8.059","6.540","6.076","10.746","7.182","6.379","5.338","0.485","3.108","168.697"
"55","DPi","Jonathan Bomarito","1","2:58.439","2:58.439","Green","Track","469.542","18.343","10.282","20.688","7.051","5.742","5.548","10.133","6.393","5.698","4.781","0.434","2.780","188.521"
"14","GTD","Jack Hawksworth","1","2:59.918","2:59.918","Green","Track","427.122","18.537","11.405","21.673","8.114","6.655","6.101","10.407","7.232","6.421","5.446","0.494","3.156","165.624"
"29","GTD","Daniel Morad","1","3:00.797","3:00.797","Green","Track","382.653","18.620","12.293","22.762","8.270","6.715","6.271","10.921","7.298","6.459","5.423","0.497","3.164","164.624"
"71","GTD","Maximilian Buhk","1","3:00.901","3:00.901","Green","Track","383.962","18.615","11.366","21.639","7.955","6.528","6.191","11.036","7.166","6.383","5.371","0.488","3.127","167.660"
"73","GTD","Patrick Lindsey","1","3:03.133","3:03.133","Green","Track","380.957","19.097","11.648","21.737","8.099","6.578","6.157","10.807","7.260","6.497","5.421","0.489","3.125","167.317"
"50","DPi","Agustin Canapino","1","3:04.738","3:04.738","Green","Track","398.681","19.592","11.578","21.950","7.599","5.919","5.676","10.029","6.465","5.765","4.847","0.439","2.806","186.374"
"8","GTD","Chris Haase","1","3:06.236","3:06.236","Green","Track","391.379","18.948","11.100","22.063","8.115","6.640","6.310","11.628","7.246","6.468","5.449","0.494","3.137","165.624"
"33","GTD","Jeroen Bleekemolen","1","3:06.395","3:06.395","Green","Track","33.094","18.129","10.584","21.827","7.954","6.468","5.980","10.280","7.059","6.301","5.289","0.480","3.070","170.455"
"62","GTLM","Davide Rigon","1","3:07.573","3:07.573","Green","Track","408.840","19.628","12.044","22.804","7.851","6.376","6.198","10.621","7.037","6.246","5.263","0.478","3.052","171.168"
"57","GTD","Katherine Legge","1","3:08.670","3:08.670","Green","Track","32.741","18.031","10.663","21.698","7.953","6.462","5.984","10.633","7.121","6.294","5.287","0.477","3.050","171.527"
"66","GTLM","Joey Hand","1","3:10.997","3:10.997","Green","Track","32.297","18.666","11.240","21.630","7.941","6.417","6.048","10.571","7.102","6.284","5.223","0.474","3.037","172.612"
"12","GTD","Aaron Telitz","1","3:11.086","3:11.086","Green","Track","358.412","20.962","12.219","23.960","8.424","6.872","6.444","11.505","7.351","6.439","5.419","0.489","3.181","167.317"
"54","DPi","Jonathan Bennett","1","3:13.290","3:13.290","Green","Track","32.517","18.421","10.346","21.045","7.148","6.063","5.651","10.125","6.448","5.844","4.862","0.430","2.827","190.275"
"67","GTLM","Ryan Briscoe","1","3:14.352","3:14.352","Green","Track","33.291","18.790","11.533","21.593","7.952","6.477","5.960","10.434","7.175","6.307","5.271","0.477","3.053","171.527"
"48","GTD","Corey Lewis","1","3:15.191","3:15.191","Green","Track","32.950","18.646","11.490","21.587","8.135","6.653","6.121","10.770","7.526","6.642","5.479","0.495","3.158","165.289"
"24","GTLM","John Edwards","1","3:19.560","3:19.560","Green","Track","439.361","18.589","11.357","21.508","7.983","6.464","6.867","13.035","7.169","6.383","5.390","0.490","3.131","166.976"
"7","DPi","Helio Castroneves","1","3:25.905","3:25.905","Green","Track","478.028","18.144","10.250","20.191","7.209","5.810","5.528","10.001","6.428","5.688","4.805","0.437","2.784","187.227"
"86","GTD","Mario Farnbacher","1","3:27.913","3:27.913","Green","Track","32.886","18.701","12.861","22.328","8.609","7.601","9.678","12.776","9.607","7.414","7.735","0.681","4.184","120.144"
"25","GTLM","Connor De Phillippi","1","3:31.117","3:31.117","Red","Track","455.395","18.628","11.620","22.206","8.015","6.544","6.220","10.882","7.145","6.384","5.405","0.491","3.141","166.636"
"31","DPi","Felipe Nasr","2","1:54.764","3:57.481","Red","Pit","11.045","13.529","9.302","19.355","7.034","5.764","5.373","8.849","6.281","5.684","9.035","0.000","0.000","0.000"
"10","DPi","Renger Van Der Zande","2","1:56.210","4:00.552","Red","Pit","10.736","13.249","8.915","19.181","7.029","5.759","5.383","9.145","6.329","5.664","8.951","0.000","0.000","0.000"
"6","DPi","Dane Cameron","1","4:01.241","4:01.241","Red","Pit","32.324","19.002","10.008","22.144","7.150","5.815","5.499","9.388","6.383","5.693","8.597","0.000","0.000","0.000"
"911","GTLM","Nick Tandy","2","2:00.972","4:15.095","Red","Pit","11.420","14.055","9.852","19.763","7.770","6.352","5.901","9.970","6.984","6.183","9.134","0.000","0.000","0.000"
"912","GTLM","Mathieu Jaminet","2","2:02.608","4:17.700","Red","Pit","11.710","14.166","10.076","20.218","7.834","6.352","5.974","10.358","7.087","6.209","9.032","0.000","0.000","0.000"
"52","LMP2","Gabriel Aubry","2","2:04.321","4:29.673","Red","Pit","11.580","14.043","9.888","20.269","7.321","5.980","5.602","10.040","6.898","6.815","12.058","0.000","0.000","0.000"
"38","LMP2","Kris Wright","2","2:02.393","4:33.324","Red","Pit","11.901","13.608","9.350","19.052","7.185","5.901","5.525","9.694","6.543","5.906","12.996","0.000","0.000","0.000"
"63","GTD","Toni Vilander","2","2:11.381","4:37.411","Red","Pit","12.205","14.614","10.527","20.875","7.946","6.621","6.512","11.051","7.250","6.649","13.334","0.000","0.000","0.000"
"11","GTD","Rolf Ineichen","1","4:55.632","4:55.632","Red","Pit","107.069","19.491","11.735","22.611","8.247","6.698","6.316","10.992","7.379","6.531","8.387","0.000","0.000","0.000"
"55","DPi","Jonathan Bomarito","2","1:58.271","4:56.710","Red","Pit","10.909","13.977","10.432","20.359","7.116","5.744","5.338","9.303","6.291","5.782","9.582","0.000","0.000","0.000"
"84","DPi","Chris Miller","1","4:58.747","4:58.747","Red","Pit","247.374","19.233","10.885","23.991","7.551","5.920","6.632","10.728","7.154","6.418","10.365","0.000","0.000","0.000"
"51","GTD","Mathias Lauda","2","2:06.559","5:03.045","Red","Pit","11.905","14.673","10.146","21.126","8.026","6.471","5.942","10.422","7.132","6.330","10.732","0.000","0.000","0.000"
"14","GTD","Jack Hawksworth","2","2:05.022","5:04.940","Red","Pit","11.393","14.207","10.801","21.221","7.982","6.544","5.958","10.187","7.206","6.428","9.623","0.000","0.000","0.000"
"29","GTD","Daniel Morad","2","2:06.809","5:07.606","Red","Pit","12.415","14.510","11.100","21.668","8.197","6.617","6.114","11.241","7.391","6.510","8.238","0.000","0.000","0.000"
"71","GTD","Dominik Baumann","2","2:10.171","5:11.072","Red","Pit","12.788","14.647","11.267","21.744","8.029","6.719","7.003","10.901","7.163","6.404","10.066","0.000","0.000","0.000"
"50","DPi","Agustin Canapino","2","2:07.989","5:12.727","Red","Pit","11.025","13.701","11.271","21.538","7.106","6.245","7.894","11.296","7.114","6.478","10.532","0.000","0.000","0.000"
"73","GTD","Patrick Lindsey","2","2:12.292","5:15.425","Red","Pit","12.148","15.170","11.202","21.683","8.068","6.589","6.701","11.188","7.363","6.526","11.552","0.000","0.000","0.000"
"77","DPi","Timo Bernhard","2","2:32.697","5:16.406","Red","Pit","31.586","16.471","11.506","20.970","7.450","6.739","7.297","10.973","7.039","7.089","11.738","0.000","0.000","0.000"
"33","GTD","Jeroen Bleekemolen","2","2:11.690","5:18.085","Red","Pit","11.459","14.460","11.510","21.747","7.867","6.432","6.328","11.636","7.165","6.430","13.074","0.000","0.000","0.000"
"8","GTD","Chris Haase","2","2:12.834","5:19.070","Red","Pit","12.060","14.582","11.902","21.854","8.051","6.547","6.116","11.037","7.255","6.459","13.486","0.000","0.000","0.000"
"62","GTLM","Davide Rigon","2","2:13.155","5:20.728","Red","Pit","11.594","14.296","12.033","22.025","7.815","7.091","6.511","10.358","7.234","7.191","13.457","0.000","0.000","0.000"
"57","GTD","Katherine Legge","2","2:14.810","5:23.480","Red","Pit","11.415","14.249","11.841","22.474","7.900","6.617","6.947","11.264","7.213","6.439","14.490","0.000","0.000","0.000"
"66","GTLM","Joey Hand","2","2:14.137","5:25.134","Red","Pit","11.426","14.570","10.741","21.573","7.821","6.355","7.078","11.161","7.218","6.557","15.810","0.000","0.000","0.000"
"54","DPi","Jonathan Bennett","2","2:20.889","5:34.179","Red","Pit","11.415","14.857","10.676","21.586","7.132","5.760","6.729","11.506","8.336","8.205","14.537","0.000","0.000","0.000"
"12","GTD","Aaron Telitz","2","2:23.720","5:34.806","Red","Pit","12.486","15.540","11.804","22.515","7.987","6.508","6.306","11.600","7.452","8.178","15.008","0.000","0.000","0.000"
