"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"912","GTLM","Earl Bamber","2","1:45.947","29:19.220","Green","Track","11.329","13.937","9.604","19.975","7.694","6.222","5.755","9.818","6.927","6.165","5.102","0.463","2.956","176.713"
"67","GTLM","Ryan Briscoe","1","29:27.287","29:27.287","Green","Track","32.561","18.854","10.916","21.776","7.853","6.349","5.965","10.427","7.026","6.237","5.228","0.476","3.037","171.887"
"25","GTLM","Connor De Phillippi","1","29:36.838","29:36.838","Green","Track","0.000","18.891","10.857","20.935","7.676","6.308","5.805","10.172","6.956","6.224","5.228","0.474","3.037","172.612"
"24","GTLM","John Edwards","1","29:39.059","29:39.059","Green","Track","0.000","19.001","10.855","21.244","7.709","6.305","5.821","10.221","6.956","6.193","5.235","0.475","3.033","172.249"
"66","GTLM","Joey Hand","2","1:45.612","30:26.968","Green","Track","11.236","14.121","9.660","19.484","7.661","6.270","5.760","9.587","6.937","6.184","5.214","0.474","3.024","172.612"
"62","GTLM","Davide Rigon","3","1:43.076","30:50.535","Green","Track","10.874","13.650","9.460","19.043","7.535","6.183","5.667","9.214","6.775","6.086","5.145","0.467","2.977","175.200"
"3","GTLM","Jan Magnussen","3","1:43.504","30:57.287","Green","Track","10.919","13.692","9.414","19.221","7.594","6.210","5.665","9.227","6.831","6.115","5.161","0.467","2.988","175.200"
"4","GTLM","Oliver Gavin","3","1:44.021","30:58.912","Green","Track","10.960","13.709","9.425","19.196","7.594","6.184","5.667","9.562","6.984","6.150","5.146","0.466","2.978","175.575"
"911","GTLM","Nick Tandy","3","1:42.893","30:59.505","Green","Track","11.042","13.622","9.382","19.001","7.549","6.123","5.559","9.336","6.832","6.053","5.038","0.454","2.902","180.216"
"912","GTLM","Earl Bamber","3","1:44.378","31:03.598","Green","Track","11.587","13.744","9.422","19.480","7.578","6.182","5.647","9.330","6.844","6.088","5.081","0.459","2.936","178.253"
"67","GTLM","Ryan Briscoe","2","1:45.616","31:12.903","Green","Track","11.515","14.176","9.557","19.643","7.619","6.235","5.701","9.496","6.873","6.139","5.175","0.472","3.015","173.344"
"25","GTLM","Connor De Phillippi","2","1:44.205","31:21.043","Green","Track","11.247","13.749","9.619","19.440","7.534","6.192","5.634","9.263","6.826","6.112","5.134","0.466","2.989","175.575"
"24","GTLM","John Edwards","2","1:45.038","31:24.097","Green","Track","11.221","13.830","9.584","19.453","7.571","6.212","5.660","9.687","6.966","6.231","5.153","0.466","3.004","175.575"
"66","GTLM","Joey Hand","3","1:43.629","32:10.597","Green","Track","10.806","13.628","9.509","19.167","7.609","6.247","5.678","9.351","6.890","6.124","5.162","0.469","2.989","174.452"
"62","GTLM","Davide Rigon","4","1:42.948","32:33.483","Green","Track","10.776","13.555","9.484","19.257","7.549","6.173","5.645","9.173","6.739","6.060","5.117","0.464","2.956","176.332"
"3","GTLM","Jan Magnussen","4","1:44.861","32:42.148","Green","Track","11.077","13.928","9.441","19.628","7.685","6.214","5.669","9.466","6.873","6.234","5.186","0.467","2.993","175.200"
"4","GTLM","Oliver Gavin","4","1:43.239","32:42.151","Green","Track","10.783","13.754","9.402","19.276","7.611","6.155","5.611","9.362","6.797","6.075","5.052","0.455","2.906","179.820"
"911","GTLM","Nick Tandy","4","1:44.563","32:44.068","Green","Track","10.703","13.477","9.443","19.236","7.562","6.058","6.778","10.030","6.794","6.059","5.059","0.455","2.909","179.820"
"912","GTLM","Earl Bamber","4","1:42.796","32:46.394","Green","Track","10.779","13.553","9.413","19.155","7.573","6.169","5.593","9.267","6.816","6.030","5.078","0.458","2.912","178.642"
"67","GTLM","Ryan Briscoe","3","1:43.179","32:56.082","Green","Track","10.860","13.661","9.425","19.118","7.605","6.192","5.642","9.215","6.799","6.092","5.132","0.465","2.973","175.953"
"25","GTLM","Connor De Phillippi","3","1:42.986","33:04.029","Green","Track","10.963","13.615","9.520","19.201","7.544","6.163","5.599","9.049","6.733","6.083","5.095","0.461","2.960","177.480"
"24","GTLM","John Edwards","3","1:43.467","33:07.564","Green","Track","11.252","13.676","9.526","19.310","7.561","6.194","5.629","9.033","6.705","6.068","5.103","0.461","2.949","177.480"
"66","GTLM","Joey Hand","4","1:43.092","33:53.689","Green","Track","10.679","13.515","9.521","19.134","7.611","6.224","5.660","9.239","6.840","6.093","5.134","0.467","2.975","175.200"
"62","GTLM","Davide Rigon","5","1:42.712","34:16.195","Green","Track","10.824","13.501","9.457","19.098","7.552","6.181","5.647","9.141","6.746","6.043","5.104","0.463","2.955","176.713"
"4","GTLM","Oliver Gavin","5","1:43.650","34:25.801","Green","Track","10.817","13.650","9.432","19.186","7.578","6.186","5.676","9.630","6.846","6.098","5.121","0.465","2.965","175.953"
"911","GTLM","Nick Tandy","5","1:42.257","34:26.325","Green","Track","10.773","13.553","9.377","19.106","7.516","6.088","5.544","9.344","6.741","5.926","4.965","0.449","2.875","182.223"
"3","GTLM","Jan Magnussen","5","1:44.205","34:26.353","Green","Track","11.479","13.816","9.451","19.455","7.568","6.162","5.624","9.339","6.807","6.037","5.060","0.459","2.948","178.253"
"912","GTLM","Earl Bamber","5","1:43.025","34:29.419","Green","Track","10.806","13.526","9.417","19.252","7.580","6.145","5.603","9.327","6.867","6.039","5.078","0.458","2.927","178.642"
"67","GTLM","Ryan Briscoe","4","1:42.634","34:38.716","Green","Track","10.586","13.565","9.436","19.020","7.571","6.203","5.645","9.156","6.797","6.079","5.133","0.466","2.977","175.575"
"25","GTLM","Connor De Phillippi","4","1:43.368","34:47.397","Green","Track","10.788","13.838","9.588","19.393","7.537","6.167","5.619","9.080","6.742","6.092","5.103","0.462","2.959","177.096"
"24","GTLM","John Edwards","4","1:42.953","34:50.517","Green","Track","10.772","13.601","9.527","19.180","7.517","6.177","5.635","9.246","6.711","6.058","5.111","0.464","2.954","176.332"
"66","GTLM","Joey Hand","5","1:43.087","35:36.776","Green","Track","10.686","13.610","9.527","19.068","7.585","6.226","5.673","9.201","6.831","6.092","5.143","0.467","2.978","175.200"
"62","GTLM","Davide Rigon","6","1:46.436","36:02.631","Green","Track","10.932","13.689","10.208","21.223","7.729","6.209","5.675","9.356","6.782","6.060","5.130","0.465","2.978","175.953"
"3","GTLM","Jan Magnussen","6","1:42.583","36:08.936","Green","Track","10.731","13.613","9.322","19.285","7.498","6.092","5.558","9.185","6.742","6.038","5.103","0.462","2.954","177.096"
"4","GTLM","Oliver Gavin","6","1:44.241","36:10.042","Green","Track","10.819","13.712","9.396","19.218","7.573","6.180","5.883","10.039","6.852","6.066","5.095","0.461","2.947","177.480"
"912","GTLM","Earl Bamber","6","1:42.995","36:12.414","Green","Track","10.796","13.574","9.421","19.237","7.572","6.147","5.603","9.345","6.835","6.020","5.069","0.457","2.919","179.033"
"911","GTLM","Nick Tandy","6","1:51.700","36:18.025","Green","Track","11.352","15.425","11.953","21.667","7.683","6.180","6.057","9.920","6.860","6.151","5.072","0.457","2.923","179.033"
"67","GTLM","Ryan Briscoe","5","1:42.715","36:21.431","Green","Track","10.562","13.601","9.513","19.110","7.570","6.198","5.653","9.090","6.785","6.064","5.131","0.465","2.973","175.953"
"25","GTLM","Connor De Phillippi","5","1:56.189","36:43.586","Green","Pit","10.942","13.754","9.493","19.231","7.515","6.178","5.617","9.051","6.729","6.059","8.166","0.000","0.000","0.000"
"24","GTLM","John Edwards","5","1:59.434","36:49.951","Green","Pit","10.799","13.710","9.537","19.310","7.526","6.195","5.649","9.025","6.839","6.755","10.660","0.000","0.000","0.000"
"66","GTLM","Joey Hand","6","1:42.920","37:19.696","Green","Track","10.644","13.581","9.528","19.002","7.587","6.226","5.657","9.157","6.825","6.104","5.153","0.469","2.987","174.452"
"3","GTLM","Jan Magnussen","7","1:42.702","37:51.638","Green","Track","10.611","13.488","9.328","19.157","7.526","6.142","5.604","9.269","6.883","6.109","5.145","0.465","2.975","175.953"
"4","GTLM","Oliver Gavin","7","1:43.725","37:53.767","Green","Track","11.078","13.778","9.373","19.202","7.568","6.159","5.633","9.340","6.875","6.126","5.150","0.467","2.976","175.200"
"912","GTLM","Earl Bamber","7","1:42.973","37:55.387","Green","Track","10.862","13.557","9.392","19.187","7.558","6.144","5.599","9.293","6.852","6.064","5.083","0.459","2.923","178.253"
"67","GTLM","Ryan Briscoe","6","1:42.987","38:04.418","Green","Track","10.572","13.612","9.456","19.174","7.558","6.185","5.638","9.113","6.889","6.145","5.185","0.470","2.990","174.081"
"911","GTLM","Nick Tandy","7","1:56.927","38:14.952","Green","Pit","10.890","13.558","9.417","19.164","7.520","6.124","5.587","9.239","6.799","6.067","8.840","0.000","0.000","0.000"
"3","GTLM","Jan Magnussen","8","1:42.769","39:34.407","Green","Track","10.642","13.561","9.342","19.215","7.509","6.159","5.623","9.195","6.822","6.095","5.161","0.467","2.978","175.200"
"4","GTLM","Oliver Gavin","8","1:43.696","39:37.463","Green","Track","10.901","13.720","9.367","19.349","7.560","6.164","5.638","9.358","6.884","6.143","5.163","0.467","2.982","175.200"
"67","GTLM","Ryan Briscoe","7","1:45.998","39:50.416","Green","Track","11.581","13.908","9.977","20.197","7.642","6.211","5.652","9.200","6.855","6.122","5.183","0.471","2.999","173.712"
"912","GTLM","Earl Bamber","8","2:02.850","39:58.237","Green","Pit","10.879","13.532","9.336","19.474","7.824","6.594","6.372","10.095","6.890","6.113","10.594","0.000","0.000","0.000"
"85","DPi","Tristan Vautier","1","52:13.472","52:13.472","Green","Track","0.000","17.366","10.155","20.812","7.093","5.835","5.530","9.412","6.370","5.724","4.837","0.439","2.796","186.374"
"84","DPi","Stephen Simpson","1","52:15.386","52:15.386","Green","Track","0.000","19.929","10.555","21.621","7.168","5.848","5.945","9.868","6.467","5.757","4.859","0.440","2.822","185.950"
"50","DPi","Agustin Canapino","1","52:23.536","52:23.536","Green","Track","0.000","20.111","10.285","21.756","7.785","6.828","5.982","10.214","6.743","6.158","5.120","0.456","2.875","179.426"
"18","LMP2","Roberto Gonzalez","1","52:27.881","52:27.881","Green","Track","33.457","19.802","10.845","21.691","7.452","6.020","6.052","10.731","6.625","5.904","5.027","0.457","2.913","179.033"
"52","LMP2","Gabriel Aubry","1","52:31.218","52:31.218","Green","Track","33.492","19.130","11.114","23.514","7.430","5.975","5.554","9.620","6.533","5.844","5.022","0.458","2.921","178.642"
"54","DPi","Jonathan Bennett","1","52:36.408","52:36.408","Green","Track","0.000","19.836","10.624","22.423","7.151","5.724","5.347","9.809","6.297","5.642","4.771","0.433","2.770","188.957"
"38","LMP2","Kyle Masson","1","52:49.710","52:49.710","Green","Track","32.273","18.535","9.890","20.571","7.295","5.939","5.485","9.340","6.470","5.858","5.013","0.456","2.899","179.426"
"81","LMP2","James Allen","1","53:02.346","53:02.346","Green","Track","32.308","19.351","10.696","22.159","7.826","6.063","5.641","9.690","6.532","5.866","5.024","0.458","2.920","178.642"
"31","DPi","Felipe Nasr","1","53:29.847","53:29.847","Green","Track","35.070","19.012","10.647","20.533","7.186","5.758","5.893","9.048","6.230","5.615","4.769","0.432","2.756","189.394"
